station,Phasenet_pick_time,EQTransformer_pick_time,Phasenet_pick_score,QTransformer_pick_score
CHOM,21:16:22.870,21:16:23.000,0.33133382,0.96
CLDR,00:16:08.680,00:16:09.000,0.39452597,0.4
CLDR,02:05:51.040,02:05:51.090,0.45862392,0.86
CLDR,05:01:04.940,05:01:05.000,0.27740985,0.89
CLDR,05:30:16.460,05:30:16.560,0.8172207,0.87
CLDR,05:32:26.610,05:32:26.640,0.44259444,0.69
CLDR,07:38:37.750,07:38:37.720,0.96355337,0.84
CLDR,08:04:50.240,08:04:50.040,0.3007714,0.54
CLDR,10:09:06.860,10:09:06.820,0.41450238,0.8
CLDR,10:20:52.730,10:20:53.000,0.37498662,0.82
CLDR,13:27:34.780,13:27:34.780,0.9796753,0.75
CLDR,13:38:10.160,13:38:10.000,0.4191906,0.95
CLDR,13:53:34.310,13:53:34.390,0.9606929,0.76
CLDR,13:58:01.370,13:58:01.560,0.33964336,0.2
CLDR,14:19:32.600,14:19:32.610,0.8900143,0.6
CLDR,15:08:34.170,15:08:34.010,0.9628922,0.63
CLDR,15:26:08.360,15:26:08.000,0.3931486,0.68
CLDR,16:43:07.680,16:43:07.990,0.3826054,0.81
CLDR,18:29:22.330,18:29:22.380,0.36913306,0.51
CLDR,19:20:06.060,19:20:06.150,0.53120565,0.47
CLDR,21:57:23.030,21:57:23.070,0.48294133,0.78
CLDR,22:56:05.600,22:56:05.670,0.45069215,0.68
CLDR,23:41:42.710,23:41:42.730,0.9372407,0.5
CORM,05:02:48.320,05:02:48.000,0.33889326,0.89
CORM,12:22:04.730,12:22:04.850,0.33095396,0.24
CORM,14:25:49.840,14:25:50.060,0.27236658,0.5
CORM,18:33:38.430,18:33:38.010,0.3643981,0.7
CORM,21:16:08.480,21:16:08.450,0.434381,0.68
CTKS,03:02:05.720,03:02:05.720,0.27737948,0.17
CTKS,03:50:52.810,03:50:53.230,0.2875623,0.14
CTKS,04:56:05.620,04:56:05.770,0.2880239,0.41
CTKS,11:17:20.650,11:17:20.310,0.36570227,0.29
CTKS,16:36:05.280,16:36:05.000,0.27958232,0.49
CTYL,00:10:06.520,00:10:06.990,0.33178788,0.3
CTYL,00:28:19.940,00:28:20.270,0.35067436,0.54
CTYL,01:14:38.630,01:14:38.150,0.2951464,0.1
CTYL,03:31:36.740,03:31:37.000,0.2789869,0.71
CTYL,04:24:56.560,04:24:57.000,0.32158485,0.77
CTYL,04:31:24.860,04:31:24.900,0.268741,0.51
CTYL,08:15:03.130,08:15:03.000,0.27271423,0.91
CTYL,09:55:50.350,09:55:50.000,0.3432355,0.84
CTYL,11:37:37.990,11:37:38.000,0.3789598,0.9
CTYL,12:57:07.850,12:57:08.010,0.28572,0.73
CTYL,13:10:36.060,13:10:37.000,0.29363006,0.41
DALY,11:35:19.180,11:35:18.830,0.42991096,0.68
DALY,13:51:41.950,13:51:41.680,0.33498576,0.18
DALY,21:03:38.400,21:03:39.000,0.28750664,0.68
DALY,21:18:09.280,21:18:09.200,0.34220415,0.6
DARE,01:34:18.870,01:34:18.470,0.3665753,0.48
DARE,01:52:05.290,01:52:05.000,0.3421698,0.91
DARE,02:03:49.570,02:03:49.000,0.40735,0.76
DARE,02:17:06.960,02:17:07.170,0.3537798,0.14
DARE,02:25:24.210,02:25:24.290,0.31391606,0.18
DARE,02:33:23.410,02:33:23.710,0.28451014,0.19
DARE,02:37:19.900,02:37:19.000,0.27332082,0.58
DARE,02:54:56.330,02:54:56.310,0.39556524,0.34
DARE,03:10:33.300,03:10:33.000,0.48115778,0.92
DARE,03:18:51.510,03:18:52.000,0.32243016,0.66
DARE,03:24:43.830,03:24:43.000,0.32360604,0.36
DARE,03:30:24.340,03:30:25.000,0.3527707,0.77
DARE,03:40:46.600,03:40:47.000,0.3096387,0.74
DARE,03:45:53.010,03:45:53.000,0.46006903,0.88
DARE,04:04:34.440,04:04:35.000,0.27491164,0.94
DARE,04:46:50.520,04:46:51.000,0.35347044,0.42
DARE,05:02:02.770,05:02:03.000,0.86596763,0.9
DARE,05:09:01.040,05:09:01.000,0.40312114,0.92
DARE,05:17:08.610,05:17:08.280,0.28090638,0.51
DARE,05:22:04.120,05:22:04.000,0.3410765,0.76
DARE,05:23:07.050,05:23:07.000,0.49431705,0.95
DARE,05:31:37.140,05:31:37.000,0.9058391,0.94
DARE,05:33:24.370,05:33:24.060,0.7211405,0.36
DARE,05:42:37.400,05:42:37.010,0.27066526,0.82
DARE,05:49:41.080,05:49:41.280,0.44698328,0.66
DARE,05:52:26.860,05:52:27.000,0.3586414,0.92
DARE,05:56:06.200,05:56:05.830,0.36212558,0.17
DARE,06:00:04.580,06:00:03.920,0.33769003,0.13
DARE,06:00:04.580,06:00:05.000,0.33769003,0.84
DARE,06:05:49.110,06:05:49.000,0.36085165,0.89
DARE,06:06:17.750,06:06:17.000,0.30766,0.29
DARE,06:09:21.090,06:09:22.010,0.36299336,0.25
DARE,06:15:03.100,06:15:03.000,0.40094537,0.88
DARE,06:18:15.640,06:18:16.000,0.824489,0.53
DARE,06:28:06.020,06:28:06.980,0.2854659,0.18
DARE,06:31:53.600,06:31:54.000,0.3560921,0.92
DARE,06:33:09.480,06:33:10.000,0.31419995,0.58
DARE,06:43:23.850,06:43:23.010,0.35718295,0.22
DARE,06:50:06.100,06:50:06.000,0.33197722,0.82
DARE,06:53:07.520,06:53:07.720,0.41810694,0.4
DARE,06:59:25.220,06:59:25.800,0.40401724,0.65
DARE,07:06:50.270,07:06:50.370,0.33321178,0.2
DARE,07:08:07.290,07:08:07.000,0.35662147,0.56
DARE,07:12:36.300,07:12:36.280,0.37009025,0.23
DARE,07:17:20.180,07:17:20.370,0.34124312,0.18
DARE,07:19:19.860,07:19:20.000,0.27324745,0.65
DARE,07:27:12.440,07:27:12.000,0.31276503,0.78
DARE,07:39:59.710,07:39:59.650,0.7799441,0.29
DARE,07:41:27.010,07:41:27.080,0.46112114,0.8
DARE,07:43:25.250,07:43:25.000,0.53422236,0.51
DARE,07:53:36.580,07:53:37.000,0.3880882,0.87
DARE,07:55:20.570,07:55:20.690,0.35214257,0.43
DARE,07:58:11.210,07:58:11.170,0.34778154,0.31
DARE,08:02:04.920,08:02:04.990,0.42511976,0.53
DARE,08:02:27.930,08:02:28.000,0.8012983,0.6
DARE,08:09:05.200,08:09:05.000,0.48567778,0.9
DARE,08:15:04.770,08:15:05.000,0.3776026,0.82
DARE,08:19:42.300,08:19:42.150,0.27576286,0.37
DARE,08:29:42.260,08:29:42.550,0.29934686,0.5
DARE,08:32:34.960,08:32:35.200,0.3157815,0.22
DARE,08:34:24.070,08:34:24.000,0.2911538,0.83
DARE,08:40:34.980,08:40:35.000,0.43657562,0.52
DARE,08:45:56.910,08:45:57.000,0.27055925,0.96
DARE,08:54:52.650,08:54:52.760,0.33131164,0.43
DARE,08:58:49.240,08:58:49.000,0.91960365,0.95
DARE,09:09:37.550,09:09:37.000,0.3273939,0.57
DARE,09:12:08.480,09:12:09.000,0.5918102,0.68
DARE,09:21:14.850,09:21:15.000,0.9178511,0.87
DARE,09:28:37.180,09:28:37.000,0.28709462,0.82
DARE,09:29:45.520,09:29:45.420,0.3594328,0.18
DARE,09:35:35.700,09:35:35.790,0.4204997,0.17
DARE,09:44:10.040,09:44:10.000,0.59800994,0.93
DARE,09:57:36.100,09:57:36.370,0.41185948,0.12
DARE,10:06:14.680,10:06:14.280,0.32442114,0.74
DARE,10:07:49.990,10:07:49.000,0.4376242,0.81
DARE,10:20:53.680,10:20:53.720,0.28843507,0.76
DARE,10:21:55.830,10:21:55.000,0.31226033,0.45
DARE,10:27:04.800,10:27:05.160,0.27330512,0.24
DARE,10:32:18.560,10:32:19.000,0.90774983,0.57
DARE,10:36:07.330,10:36:07.000,0.6430093,0.44
DARE,10:43:35.060,10:43:35.000,0.7740465,0.94
DARE,10:54:36.070,10:54:36.000,0.37522322,0.54
DARE,11:07:03.530,11:07:03.720,0.28055403,0.49
DARE,11:08:18.890,11:08:19.000,0.31727862,0.85
DARE,11:11:49.790,11:11:49.000,0.92339015,0.58
DARE,11:17:03.600,11:17:03.000,0.40655708,0.36
DARE,11:21:35.430,11:21:35.000,0.36733568,0.59
DARE,11:22:06.520,11:22:07.000,0.5148567,0.67
DARE,11:26:44.750,11:26:44.720,0.8443994,0.63
DARE,11:27:22.880,11:27:22.700,0.36394653,0.32
DARE,11:30:53.270,11:30:53.000,0.50113654,0.84
DARE,11:35:36.900,11:35:37.000,0.4891621,0.69
DARE,11:44:18.040,11:44:18.000,0.8023096,0.91
DARE,11:44:18.040,11:44:18.020,0.8023096,0.33
DARE,11:51:05.380,11:51:05.400,0.49574,0.82
DARE,11:56:04.740,11:56:04.490,0.39443138,0.64
DARE,11:58:46.500,11:58:46.730,0.90099514,0.29
DARE,12:00:51.470,12:00:51.000,0.36358052,0.62
DARE,12:01:50.390,12:01:50.000,0.31968087,0.28
DARE,12:08:36.700,12:08:37.000,0.28521314,0.82
DARE,12:10:20.850,12:10:21.000,0.44987544,0.82
DARE,12:13:55.670,12:13:56.280,0.3434551,0.16
DARE,12:18:20.630,12:18:21.000,0.2834342,0.58
DARE,12:23:20.150,12:23:20.170,0.52869123,0.44
DARE,12:26:51.070,12:26:51.200,0.34425908,0.29
DARE,12:34:53.650,12:34:53.000,0.27505174,0.89
DARE,12:37:37.200,12:37:37.000,0.3621557,0.94
DARE,12:48:10.460,12:48:10.490,0.9004457,0.22
DARE,12:52:09.720,12:52:09.980,0.30484182,0.2
DARE,12:57:52.370,12:57:52.600,0.46048906,0.47
DARE,13:00:24.020,13:00:24.000,0.27068454,0.67
DARE,13:02:42.710,13:02:42.980,0.41357964,0.6
DARE,13:10:19.170,13:10:19.000,0.4573124,0.86
DARE,13:11:07.100,13:11:07.000,0.34364194,0.54
DARE,13:13:54.030,13:13:54.990,0.2982793,0.26
DARE,13:30:23.830,13:30:24.280,0.3760506,0.18
DARE,13:31:09.560,13:31:09.570,0.48266026,0.76
DARE,13:35:16.690,13:35:16.990,0.3590852,0.79
DARE,13:44:59.470,13:44:59.590,0.9000508,0.29
DARE,13:48:07.320,13:48:07.470,0.404281,0.62
DARE,13:53:51.990,13:53:52.000,0.7047789,0.9
DARE,13:59:06.650,13:59:07.000,0.421829,0.84
DARE,14:02:10.000,14:02:10.010,0.41095692,0.66
DARE,14:03:17.730,14:03:17.740,0.71379757,0.42
DARE,14:10:21.180,14:10:21.000,0.52214295,0.46
DARE,14:22:54.510,14:22:55.000,0.31357023,0.54
DARE,14:23:39.630,14:23:40.130,0.27325803,0.17
DARE,14:27:20.350,14:27:20.730,0.30703166,0.36
DARE,14:31:11.050,14:31:11.270,0.3212541,0.69
DARE,14:38:40.260,14:38:40.000,0.73422754,0.43
DARE,14:42:05.800,14:42:05.720,0.8076377,0.79
DARE,14:47:37.910,14:47:37.780,0.43090528,0.67
DARE,14:50:20.210,14:50:20.270,0.76339835,0.74
DARE,14:52:36.830,14:52:36.940,0.394686,0.81
DARE,14:53:20.450,14:53:20.000,0.43724683,0.67
DARE,14:55:42.300,14:55:43.000,0.3793833,0.63
DARE,15:06:33.150,15:06:33.030,0.5763053,0.66
DARE,15:08:16.580,15:08:16.000,0.43282145,0.71
DARE,15:09:05.040,15:09:05.000,0.3957535,0.92
DARE,15:14:33.900,15:14:34.000,0.9505601,0.86
DARE,15:17:05.530,15:17:05.690,0.38581556,0.27
DARE,15:17:05.530,15:17:06.000,0.38581556,0.5
DARE,15:18:34.460,15:18:35.000,0.35013747,0.18
DARE,15:21:36.560,15:21:37.000,0.39516902,0.91
DARE,15:22:23.640,15:22:23.720,0.6419367,0.87
DARE,15:26:21.870,15:26:21.810,0.49658662,0.1
DARE,15:31:03.800,15:31:04.000,0.35366902,0.93
DARE,15:33:05.360,15:33:05.000,0.52137256,0.75
DARE,15:33:43.380,15:33:43.000,0.5885631,0.87
DARE,15:43:10.700,15:43:11.000,0.41839385,0.93
DARE,15:49:15.580,15:49:16.010,0.5442672,0.41
DARE,15:50:34.970,15:50:34.790,0.84166527,0.29
DARE,15:51:30.940,15:51:31.000,0.48995107,0.95
DARE,15:52:56.720,15:52:56.570,0.2912934,0.49
DARE,15:57:52.240,15:57:52.010,0.37669736,0.81
DARE,15:58:27.530,15:58:27.270,0.39693916,0.33
DARE,15:59:35.630,15:59:36.000,0.47361696,0.34
DARE,16:00:35.100,16:00:35.000,0.49555847,0.92
DARE,16:02:23.290,16:02:23.280,0.40317488,0.25
DARE,16:04:33.340,16:04:33.400,0.623959,0.53
DARE,16:06:52.670,16:06:52.800,0.6352881,0.78
DARE,16:09:23.240,16:09:23.250,0.97192466,0.86
DARE,16:10:47.930,16:10:48.000,0.78652453,0.95
DARE,16:13:20.330,16:13:20.290,0.5799223,0.45
DARE,16:18:04.280,16:18:04.240,0.7231345,0.44
DARE,16:24:25.570,16:24:25.720,0.3751524,0.15
DARE,16:25:19.310,16:25:19.000,0.3113554,0.93
DARE,16:31:28.420,16:31:28.450,0.7743441,0.68
DARE,16:34:04.160,16:34:04.000,0.2979436,0.92
DARE,16:41:24.730,16:41:24.990,0.48297313,0.86
DARE,16:42:19.290,16:42:19.000,0.38244736,0.8
DARE,16:48:11.880,16:48:11.850,0.3606393,0.24
DARE,16:49:31.270,16:49:31.000,0.62661886,0.91
DARE,16:52:06.750,16:52:07.000,0.8682662,0.77
DARE,16:53:54.610,16:53:55.000,0.28298512,0.68
DARE,16:54:57.430,16:54:58.030,0.4020422,0.27
DARE,16:55:44.180,16:55:44.280,0.64015067,0.88
DARE,16:59:04.700,16:59:04.720,0.99340147,0.91
DARE,17:04:04.440,17:04:04.990,0.38207772,0.19
DARE,17:04:52.990,17:04:53.000,0.3701946,0.95
DARE,17:11:57.080,17:11:57.130,0.7015234,0.66
DARE,17:13:19.530,17:13:19.800,0.77803093,0.2
DARE,17:14:09.720,17:14:10.000,0.2847058,0.66
DARE,17:14:36.160,17:14:36.080,0.44115996,0.47
DARE,17:19:17.210,17:19:17.280,0.9771452,0.6
DARE,17:21:38.720,17:21:38.660,0.49591038,0.68
DARE,17:26:40.070,17:26:40.360,0.6459069,0.68
DARE,17:31:53.320,17:31:53.000,0.33073545,0.9
DARE,17:35:19.890,17:35:20.000,0.3945136,0.71
DARE,17:39:04.320,17:39:04.990,0.37378517,0.6
DARE,17:40:43.620,17:40:43.000,0.45325142,0.85
DARE,17:41:36.260,17:41:37.000,0.35365352,0.69
DARE,17:43:07.420,17:43:07.000,0.48588717,0.76
DARE,17:46:15.120,17:46:15.000,0.7731664,0.95
DARE,17:46:58.690,17:46:58.630,0.5468736,0.65
DARE,17:48:37.220,17:48:37.000,0.4189654,0.77
DARE,17:49:08.850,17:49:09.000,0.4937145,0.95
DARE,17:51:36.930,17:51:37.000,0.97606003,0.92
DARE,17:52:49.610,17:52:49.000,0.38151056,0.64
DARE,17:54:55.270,17:54:56.000,0.3534705,0.65
DARE,17:56:49.180,17:56:49.000,0.48100823,0.92
DARE,18:02:59.630,18:03:00.000,0.88494223,0.8
DARE,18:10:15.570,18:10:15.600,0.54419094,0.86
DARE,18:15:23.090,18:15:22.740,0.3931649,0.18
DARE,18:15:37.860,18:15:38.000,0.4565359,0.84
DARE,18:20:08.000,18:20:08.000,0.49691162,0.88
DARE,18:21:50.790,18:21:50.950,0.33803886,0.31
DARE,18:24:15.840,18:24:16.000,0.8866128,0.9
DARE,18:26:56.680,18:26:56.680,0.5381255,0.86
DARE,18:38:59.050,18:38:58.930,0.6562906,0.19
DARE,18:40:24.770,18:40:25.000,0.30329913,0.93
DARE,18:41:48.840,18:41:49.000,0.9074809,0.95
DARE,18:43:36.110,18:43:35.630,0.49805033,0.14
DARE,18:44:12.860,18:44:12.990,0.39363846,0.8
DARE,18:45:05.080,18:45:05.000,0.3684381,0.91
DARE,18:48:59.470,18:48:59.490,0.88635683,0.39
DARE,18:50:35.580,18:50:35.640,0.68260276,0.76
DARE,18:51:23.850,18:51:23.010,0.27231365,0.59
DARE,18:52:52.570,18:52:52.480,0.5016548,0.45
DARE,18:54:51.090,18:54:51.000,0.46327814,0.94
DARE,18:57:19.810,18:57:19.840,0.46033475,0.28
DARE,19:00:38.900,19:00:38.910,0.9848658,0.78
DARE,19:03:05.600,19:03:05.830,0.38528448,0.24
DARE,19:04:21.530,19:04:21.000,0.39023104,0.69
DARE,19:08:02.790,19:08:03.240,0.7535587,0.3
DARE,19:08:50.660,19:08:50.600,0.9610615,0.52
DARE,19:10:46.920,19:10:47.000,0.27984858,0.88
DARE,19:12:41.060,19:12:41.000,0.7665764,0.93
DARE,19:16:05.440,19:16:05.270,0.32484475,0.35
DARE,19:19:08.290,19:19:08.290,0.61878896,0.89
DARE,19:24:33.540,19:24:34.010,0.62030005,0.86
DARE,19:30:06.560,19:30:06.990,0.46610603,0.81
DARE,19:31:09.200,19:31:09.050,0.8087709,0.31
DARE,19:35:06.360,19:35:07.000,0.6544991,0.4
DARE,19:37:20.410,19:37:20.390,0.44466263,0.61
DARE,19:37:44.980,19:37:45.000,0.5845798,0.91
DARE,19:40:29.190,19:40:29.000,0.9186409,0.96
DARE,19:43:06.500,19:43:07.000,0.276811,0.68
DARE,19:43:51.700,19:43:51.570,0.95942295,0.61
DARE,19:48:14.080,19:48:15.000,0.27459908,0.38
DARE,19:49:54.420,19:49:54.990,0.32143486,0.68
DARE,19:55:11.160,19:55:10.820,0.6885078,0.24
DARE,19:57:27.370,19:57:28.010,0.3294525,0.71
DARE,20:05:32.250,20:05:32.280,0.92125446,0.9
DARE,20:07:24.170,20:07:24.350,0.3940483,0.54
DARE,20:10:40.510,20:10:40.480,0.4345029,0.83
DARE,20:11:58.990,20:11:59.000,0.8664707,0.96
DARE,20:13:20.140,20:13:20.240,0.94323254,0.79
DARE,20:14:29.050,20:14:29.000,0.44213387,0.55
DARE,20:19:06.050,20:19:06.220,0.6633949,0.24
DARE,20:21:03.110,20:21:02.900,0.9179681,0.36
DARE,20:22:12.760,20:22:13.000,0.5093134,0.87
DARE,20:24:51.640,20:24:51.650,0.3035017,0.15
DARE,20:28:22.080,20:28:22.110,0.55880797,0.67
DARE,20:32:55.270,20:32:55.000,0.4465967,0.87
DARE,20:33:23.590,20:33:23.810,0.2881223,0.43
DARE,20:35:13.940,20:35:14.000,0.9421972,0.9
DARE,20:36:05.000,20:36:04.860,0.5275189,0.34
DARE,20:40:16.040,20:40:16.000,0.91878104,0.78
DARE,20:44:06.570,20:44:06.480,0.5548814,0.69
DARE,20:49:19.760,20:49:19.000,0.47895348,0.25
DARE,20:50:49.530,20:50:49.000,0.31196845,0.7
DARE,20:53:35.900,20:53:36.000,0.87783384,0.93
DARE,20:59:20.030,20:59:19.820,0.35626793,0.21
DARE,21:01:05.720,21:01:05.720,0.531165,0.5
DARE,21:02:08.180,21:02:08.280,0.32142594,0.83
DARE,21:05:25.190,21:05:25.000,0.4193458,0.86
DARE,21:11:55.360,21:11:55.360,0.982903,0.81
DARE,21:13:21.430,21:13:21.480,0.97836643,0.83
DARE,21:15:28.770,21:15:28.790,0.8829378,0.46
DARE,21:17:50.640,21:17:50.540,0.79384124,0.34
DARE,21:19:58.400,21:19:57.990,0.93892366,0.52
DARE,21:21:49.810,21:21:49.890,0.4543682,0.54
DARE,21:22:49.330,21:22:49.330,0.9890915,0.84
DARE,21:25:11.040,21:25:11.000,0.3889608,0.82
DARE,21:28:20.010,21:28:20.270,0.85584706,0.43
DARE,21:36:48.660,21:36:48.700,0.90771616,0.56
DARE,21:37:06.520,21:37:06.620,0.46310332,0.72
DARE,21:41:41.430,21:41:41.720,0.33181512,0.16
DARE,21:45:20.120,21:45:20.130,0.8873936,0.38
DARE,21:46:11.600,21:46:11.630,0.40605134,0.48
DARE,21:47:35.700,21:47:35.710,0.30923495,0.57
DARE,21:50:50.240,21:50:50.280,0.99291456,0.87
DARE,21:51:43.140,21:51:43.000,0.41385567,0.9
DARE,21:57:12.830,21:57:12.830,0.9935992,0.62
DARE,21:57:59.850,21:58:00.000,0.4301552,0.85
DARE,22:01:23.740,22:01:23.730,0.48630458,0.56
DARE,22:02:52.350,22:02:52.360,0.49109736,0.69
DARE,22:10:03.450,22:10:04.000,0.27953187,0.91
DARE,22:11:46.700,22:11:46.000,0.7674039,0.47
DARE,22:14:11.830,22:14:11.730,0.82874405,0.48
DARE,22:16:04.970,22:16:05.000,0.30173346,0.82
DARE,22:17:35.440,22:17:36.000,0.2756894,0.74
DARE,22:20:04.510,22:20:04.340,0.87491167,0.38
DARE,22:23:07.100,22:23:07.160,0.8760754,0.86
DARE,22:23:44.580,22:23:44.020,0.8097001,0.39
DARE,22:26:27.810,22:26:27.990,0.76949805,0.83
DARE,22:28:12.620,22:28:12.670,0.61447287,0.62
DARE,22:29:21.680,22:29:22.010,0.670933,0.79
DARE,22:29:56.440,22:29:57.000,0.27538803,0.82
DARE,22:34:31.330,22:34:31.420,0.9466052,0.75
DARE,22:36:25.240,22:36:25.290,0.35827297,0.75
DARE,22:37:46.880,22:37:47.000,0.29191935,0.81
DARE,22:40:18.240,22:40:18.310,0.32543942,0.25
DARE,22:41:09.000,22:41:09.000,0.41320464,0.82
DARE,22:45:11.720,22:45:11.000,0.33184108,0.8
DARE,22:49:50.630,22:49:50.300,0.48329595,0.51
DARE,22:53:49.870,22:53:50.000,0.48147482,0.84
DARE,22:54:24.550,22:54:25.010,0.41526672,0.89
DARE,22:54:54.210,22:54:53.980,0.49369615,0.35
DARE,22:57:36.350,22:57:36.280,0.2795181,0.64
DARE,22:59:16.280,22:59:16.000,0.42162615,0.8
DARE,23:00:43.030,23:00:43.000,0.53291667,0.83
DARE,23:02:05.520,23:02:05.000,0.8819761,0.66
DARE,23:03:43.520,23:03:43.510,0.9942264,0.83
DARE,23:05:33.820,23:05:33.820,0.95821524,0.67
DARE,23:07:58.250,23:07:58.220,0.8070593,0.57
DARE,23:08:15.720,23:08:15.800,0.6724458,0.7
DARE,23:10:38.260,23:10:38.010,0.33465672,0.83
DARE,23:11:49.110,23:11:49.000,0.51105875,0.93
DARE,23:13:00.850,23:13:01.000,0.8109854,0.86
DARE,23:16:05.640,23:16:05.000,0.7190943,0.84
DARE,23:17:20.790,23:17:20.280,0.94077235,0.48
DARE,23:18:25.020,23:18:25.000,0.50049424,0.95
DARE,23:23:34.430,23:23:34.780,0.3200796,0.19
DARE,23:28:04.530,23:28:04.490,0.5098055,0.82
DARE,23:28:58.570,23:28:58.300,0.97764564,0.26
DARE,23:29:19.910,23:29:19.890,0.45368543,0.43
DARE,23:30:18.710,23:30:18.370,0.3879556,0.17
DARE,23:34:10.840,23:34:11.000,0.3387658,0.92
DARE,23:35:06.280,23:35:07.000,0.338964,0.17
DARE,23:35:59.800,23:36:00.000,0.7815571,0.75
DARE,23:37:21.290,23:37:21.000,0.46058363,0.65
DARE,23:38:04.440,23:38:04.130,0.32112086,0.18
DARE,23:38:37.620,23:38:37.620,0.88950133,0.46
DARE,23:43:00.590,23:43:00.590,0.74035954,0.65
DARE,23:45:20.810,23:45:20.750,0.43959448,0.44
DARE,23:45:53.540,23:45:53.720,0.8541781,0.68
DARE,23:48:44.560,23:48:45.060,0.37144735,0.18
DARE,23:54:30.670,23:54:31.000,0.6611646,0.94
DARE,23:56:13.120,23:56:13.000,0.8329005,0.92
DIKM,04:06:23.410,04:06:23.000,0.45228022,0.59
DIKM,04:40:52.600,04:40:52.000,0.34396124,0.45
DIKM,06:27:39.110,06:27:39.000,0.39051378,0.92
DIKM,06:56:04.740,06:56:05.000,0.34805885,0.91
DIKM,13:01:19.630,13:01:19.000,0.29155234,0.78
DIKM,17:27:23.550,17:27:23.770,0.30494583,0.4
DIKM,22:30:39.590,22:30:39.000,0.34842893,0.37
DKL ,05:39:36.060,05:39:37.000,0.27958027,0.51
DKL ,06:56:37.600,06:56:37.000,0.31348416,0.82
DKL ,14:01:02.700,14:01:03.000,0.2807775,0.71
DKL ,18:03:30.830,18:03:30.830,0.9108339,0.79
DKL ,21:14:21.810,21:14:22.000,0.39282826,0.78
DYBB,02:17:03.720,02:17:04.000,0.3700484,0.83
DYBB,02:24:04.850,02:24:05.000,0.40222913,0.9
DYBB,02:26:20.630,02:26:20.000,0.3486134,0.64
DYBB,02:26:56.000,02:26:56.130,0.34797376,0.41
DYBB,02:31:53.190,02:31:54.000,0.2928156,0.19
DYBB,02:33:51.120,02:33:51.000,0.36380258,0.95
DYBB,02:41:36.980,02:41:37.000,0.4100534,0.92
DYBB,03:05:07.720,03:05:07.000,0.5537756,0.62
DYBB,03:07:08.750,03:07:08.720,0.491487,0.9
DYBB,03:12:09.170,03:12:09.000,0.29221982,0.92
DYBB,03:23:07.010,03:23:07.000,0.2910425,0.92
DYBB,06:00:52.440,06:00:52.000,0.3620015,0.89
DYBB,15:05:19.610,15:05:19.000,0.27344647,0.69
DYBB,19:00:34.780,19:00:35.000,0.40180424,0.9
DYBB,22:12:04.260,22:12:04.000,0.2971919,0.47
DYBB,22:19:37.760,22:19:37.720,0.58040476,0.92
DYBB,22:33:36.070,22:33:36.000,0.3047121,0.83
DYBB,22:40:38.670,22:40:39.000,0.35834762,0.86
DYBB,22:42:25.720,22:42:26.000,0.5139813,0.93
EDC ,05:05:07.400,05:05:07.430,0.48766062,0.82
EDC ,23:09:50.240,23:09:50.280,0.345744,0.82
ELL ,00:02:33.980,00:02:34.010,0.32137865,0.85
ELL ,00:12:50.030,00:12:51.000,0.3327135,0.38
ELL ,05:37:53.070,05:37:53.000,0.30474406,0.92
ELL ,15:41:52.480,15:41:52.440,0.44252655,0.41
ELL ,16:19:40.520,16:19:40.480,0.48137274,0.42
ELL ,21:42:05.850,21:42:05.720,0.32469037,0.81
ENEZ,04:24:56.760,04:24:57.000,0.31309527,0.92
ENEZ,05:00:17.510,05:00:17.000,0.33847442,0.81
ERIK,00:02:06.450,00:02:06.390,0.27938953,0.33
ERIK,04:24:51.920,04:24:51.820,0.41851714,0.86
ERIK,05:32:05.340,05:32:05.000,0.3193063,0.91
ERIK,05:41:24.050,05:41:24.270,0.36753076,0.44
ERIK,08:01:05.480,08:01:05.000,0.2697183,0.86
ERIK,09:08:19.190,09:08:19.280,0.32684132,0.82
ERIK,10:24:34.860,10:24:35.000,0.3252211,0.91
ERIK,13:28:37.780,13:28:37.800,0.42793953,0.61
ERIK,19:15:54.470,19:15:54.790,0.3405989,0.24
ERIK,19:37:35.860,19:37:36.110,0.33918792,0.65
ERIK,19:59:24.850,19:59:25.010,0.36853397,0.74
ERIK,21:13:22.220,21:13:22.280,0.32034612,0.39
ERIK,21:14:34.520,21:14:34.300,0.42703748,0.24
ERIK,21:49:10.280,21:49:10.000,0.32250223,0.8
ERIK,22:38:50.330,22:38:50.250,0.28693616,0.77
ERIK,22:52:36.510,22:52:36.990,0.4144683,0.31
ERIK,23:13:04.800,23:13:04.000,0.36041716,0.23
ERZN,01:39:09.240,01:39:09.280,0.49663988,0.85
ERZN,02:37:41.880,02:37:41.830,0.45446205,0.56
ERZN,02:57:08.240,02:57:08.270,0.44377986,0.66
ERZN,03:07:07.240,03:07:07.240,0.47967836,0.83
ERZN,03:09:54.250,03:09:55.000,0.32098183,0.48
ERZN,03:28:52.280,03:28:52.010,0.27275473,0.7
ERZN,03:40:09.060,03:40:09.000,0.45272544,0.92
ERZN,04:02:05.160,04:02:05.180,0.53276646,0.4
ERZN,04:08:34.630,04:08:34.740,0.36640817,0.27
ERZN,05:03:19.950,05:03:20.030,0.28154725,0.43
ERZN,05:15:35.440,05:15:35.300,0.40965962,0.58
ERZN,05:46:04.550,05:46:04.540,0.5117782,0.57
ERZN,07:13:52.240,07:13:52.130,0.304199,0.32
ERZN,07:51:05.600,07:51:05.000,0.4295284,0.36
