station,Phasenet-EQCCT_Average_pick_time,EQTransformer_pick_time,EQTransformer_pick_score,Phasenet_score,EQCCT_score
KMRS,09:36:21.290,09:36:21.565,0.23,0.7671766,0.586
KMRS,09:38:17.950,09:38:17.900,0.66,0.2682999,0.853
KMRS,09:38:17.950,09:38:17.900,0.66,0.2682999,0.843
KMRS,09:38:17.950,09:38:17.900,0.66,0.2682999,0.828
KMRS,09:38:17.950,09:38:17.915,0.66,0.2682999,0.181
KMRS,09:38:17.950,09:38:17.935,0.66,0.2682999,0.936
KMRS,09:39:28.720,09:39:28.820,0.85,0.36703345,0.774
KMRS,09:39:28.720,09:39:28.830,0.85,0.36703345,0.84
KMRS,09:39:28.720,09:39:28.830,0.85,0.36703345,0.808
KMRS,09:39:28.720,09:39:28.830,0.85,0.36703345,0.839
KMRS,09:39:28.720,09:39:28.835,0.85,0.36703345,0.736
KMRS,09:40:27.560,09:40:27.945,0.35,0.2857235,0.315
KMRS,09:40:27.560,09:40:27.945,0.35,0.2857235,0.379
KMRS,09:40:27.560,09:40:27.950,0.35,0.2857235,0.433
KMRS,09:42:03.630,09:42:03.675,0.35,0.97075045,0.609
KMRS,09:42:03.630,09:42:03.675,0.35,0.97075045,0.757
KMRS,09:42:03.630,09:42:03.675,0.35,0.97075045,0.715
KMRS,09:42:03.630,09:42:03.680,0.35,0.97075045,0.813
KMRS,09:42:49.000,09:42:49.100,0.85,0.37117487,0.673
KMRS,09:42:49.000,09:42:49.105,0.85,0.37117487,0.598
KMRS,09:42:49.000,09:42:49.105,0.85,0.37117487,0.656
KMRS,09:42:49.000,09:42:49.105,0.85,0.37117487,0.864
KMRS,09:42:49.000,09:42:49.105,0.85,0.37117487,0.169
KMRS,09:45:23.860,09:45:24.005,0.5,0.35544637,0.27
KMRS,09:45:23.860,09:45:24.005,0.5,0.35544637,0.341
KMRS,09:45:23.860,09:45:24.010,0.5,0.35544637,0.298
KMRS,09:45:57.270,09:45:57.240,0.72,0.68380594,0.836
KMRS,09:45:57.270,09:45:57.240,0.72,0.68380594,0.879
KMRS,09:45:57.270,09:45:57.240,0.72,0.68380594,0.875
KMRS,09:45:57.270,09:45:57.240,0.72,0.68380594,0.845
KMRS,09:47:12.530,09:47:12.445,0.72,0.38148043,0.776
KMRS,09:47:50.740,09:47:50.730,0.78,0.56087,0.832
KMRS,09:47:50.740,09:47:50.730,0.78,0.56087,0.807
KMRS,09:47:50.740,09:47:50.730,0.78,0.56087,0.729
KMRS,09:47:50.740,09:47:50.740,0.78,0.56087,0.798
KMRS,09:48:21.380,09:48:21.370,0.76,0.977783,0.775
KMRS,09:48:21.380,09:48:21.375,0.76,0.977783,0.797
KMRS,09:48:21.380,09:48:21.380,0.76,0.977783,0.804
KMRS,09:49:10.010,09:49:10.040,0.91,0.33150992,0.168
KMRS,09:51:59.420,09:51:59.505,0.8,0.7060918,0.818
KMRS,09:51:59.420,09:51:59.505,0.8,0.7060918,0.843
KMRS,09:51:59.420,09:51:59.505,0.8,0.7060918,0.828
KMRS,09:51:59.420,09:51:59.515,0.8,0.7060918,0.819
KMRS,09:53:05.180,09:53:05.065,0.44,0.5057207,0.517
KMRS,09:53:05.180,09:53:05.150,0.44,0.5057207,0.806
KMRS,09:53:05.180,09:53:05.150,0.44,0.5057207,0.736
KMRS,09:53:05.180,09:53:05.150,0.44,0.5057207,0.717
KMRS,09:54:22.000,09:54:22.030,0.85,0.98509055,0.959
KMRS,09:54:22.000,09:54:22.050,0.85,0.98509055,0.772
KMRS,09:54:22.000,09:54:22.055,0.85,0.98509055,0.819
KMRS,09:54:22.000,09:54:22.055,0.85,0.98509055,0.805
KMRS,09:55:24.460,09:55:24.450,0.7,0.5636782,0.767
KMRS,09:55:24.460,09:55:24.450,0.7,0.5636782,0.533
KMRS,09:55:24.460,09:55:24.455,0.7,0.5636782,0.46
KMRS,09:55:24.460,09:55:24.455,0.7,0.5636782,0.686
KMRS,09:57:14.280,09:57:14.230,0.94,0.9316124,0.644
KMRS,09:57:14.280,09:57:14.245,0.94,0.9316124,0.824
KMRS,09:57:14.280,09:57:14.245,0.94,0.9316124,0.796
KMRS,09:57:14.280,09:57:14.245,0.94,0.9316124,0.712
KMRS,09:57:14.280,09:57:14.245,0.94,0.9316124,0.7
KMRS,09:58:10.000,09:58:10.160,0.42,0.6520808,0.625
KOZT,09:03:43.000,09:03:43.100,0.83,0.39949068,0.355
KOZT,09:03:43.000,09:03:43.345,0.83,0.39949068,0.199
KOZT,09:03:43.000,09:03:43.345,0.83,0.39949068,0.181
KOZT,09:05:34.010,09:05:34.110,0.68,0.42814675,0.932
KOZT,09:05:34.010,09:05:34.175,0.68,0.42814675,0.378
KOZT,09:05:34.010,09:05:34.180,0.68,0.42814675,0.36
KOZT,09:10:36.000,09:10:35.475,0.78,0.3082452,0.296
KOZT,09:10:36.000,09:10:35.485,0.78,0.3082452,0.345
KOZT,09:10:36.000,09:10:35.505,0.78,0.3082452,0.397
KOZT,09:12:00.000,09:11:59.200,0.52,0.8182734,0.589
KOZT,09:12:00.000,09:11:59.350,0.52,0.8182734,0.244
KOZT,09:12:00.000,09:11:59.415,0.52,0.8182734,0.606
KOZT,09:12:00.000,09:11:59.430,0.52,0.8182734,0.405
KOZT,09:18:23.000,09:18:22.355,0.91,0.27585548,0.636
KOZT,09:18:23.000,09:18:22.735,0.91,0.27585548,0.539
KOZT,09:18:23.000,09:18:22.760,0.91,0.27585548,0.465
KOZT,09:34:37.000,09:34:37.160,0.95,0.42258987,0.581
KOZT,09:34:37.000,09:34:37.170,0.95,0.42258987,0.507
KOZT,09:34:37.000,09:34:37.195,0.95,0.42258987,0.446
KOZT,09:35:46.000,09:35:45.960,0.48,0.3288247,0.564
KOZT,09:35:46.000,09:35:45.980,0.48,0.3288247,0.691
KOZT,09:35:46.000,09:35:45.980,0.48,0.3288247,0.667
KOZT,09:35:46.000,09:35:45.990,0.48,0.3288247,0.757
KOZT,09:36:32.310,09:36:32.300,0.42,0.731341,0.253
KOZT,09:36:32.310,09:36:32.550,0.42,0.731341,0.425
KOZT,09:36:32.310,09:36:32.550,0.42,0.731341,0.38
KOZT,09:36:32.310,09:36:32.705,0.42,0.731341,0.688
KOZT,09:38:34.720,09:38:34.320,0.31,0.32722083,0.901
KOZT,09:58:43.000,09:58:42.100,0.66,0.28122014,0.818
KOZT,09:58:43.000,09:58:42.120,0.66,0.28122014,0.293
KOZT,09:58:43.000,09:58:42.120,0.66,0.28122014,0.285
KULU,14:45:24.000,14:45:24.625,0.81,0.3982731,0.375
KULU,14:45:24.000,14:45:24.625,0.81,0.3982731,0.802
KULU,14:45:24.000,14:45:24.625,0.81,0.3982731,0.737
LFK ,09:24:08.310,09:24:07.495,0.21,0.3624966,0.114
LFK ,09:24:08.310,09:24:07.690,0.21,0.3624966,0.251
LFK ,09:24:08.310,09:24:07.925,0.21,0.3624966,0.779
LMOS,09:09:51.000,09:09:51.125,0.91,0.5181217,0.324
LMOS,09:09:51.000,09:09:51.605,0.91,0.5181217,0.651
LMOS,09:24:33.990,09:24:34.400,0.19,0.29720086,0.836
LMOS,16:25:54.990,16:25:54.255,0.48,0.3162586,0.805
LMOS,16:25:54.990,16:25:54.460,0.48,0.3162586,0.23
LMOS,16:25:54.990,16:25:54.510,0.48,0.3162586,0.175
LMOS,16:44:24.000,16:44:23.960,0.91,0.35532606,0.466
LOD ,09:55:08.640,09:55:08.605,0.63,0.49239507,0.185
LOD ,09:55:08.640,09:55:08.615,0.63,0.49239507,0.809
LOD ,09:55:08.640,09:55:08.615,0.63,0.49239507,0.851
LOD ,09:55:08.640,09:55:08.615,0.63,0.49239507,0.842
LOD ,09:55:08.640,09:55:08.625,0.63,0.49239507,0.786
MERS,09:02:03.000,09:02:03.195,0.95,0.44654343,0.574
MERS,09:02:03.000,09:02:03.300,0.95,0.44654343,0.635
MERS,09:02:03.000,09:02:03.305,0.95,0.44654343,0.127
MERS,09:02:03.000,09:02:03.310,0.95,0.44654343,0.757
MERS,09:02:03.000,09:02:03.665,0.95,0.44654343,0.913
MLAZ,09:21:19.380,09:21:19.210,0.49,0.9741137,0.93
MLAZ,09:21:19.380,09:21:19.395,0.49,0.9741137,0.333
MLAZ,09:21:19.380,09:21:19.405,0.49,0.9741137,0.658
MLAZ,09:21:19.380,09:21:19.405,0.49,0.9741137,0.636
MLAZ,09:21:19.380,09:21:19.440,0.49,0.9741137,0.442
SARI,09:02:07.000,09:02:07.105,0.93,0.40775174,0.882
SARI,09:02:07.000,09:02:07.170,0.93,0.40775174,0.419
SARI,09:02:07.000,09:02:07.210,0.93,0.40775174,0.533
SARI,09:02:07.000,09:02:07.225,0.93,0.40775174,0.531
SARI,09:04:55.010,09:04:54.725,0.91,0.30806544,0.288
SARI,09:04:55.010,09:04:54.770,0.91,0.30806544,0.369
SARI,09:04:55.010,09:04:54.780,0.91,0.30806544,0.612
SARI,09:04:55.010,09:04:54.835,0.91,0.30806544,0.325
SARI,09:10:41.000,09:10:40.110,0.7,0.3152649,0.489
SARI,09:10:41.000,09:10:40.255,0.7,0.3152649,0.196
SARI,09:10:41.000,09:10:40.255,0.7,0.3152649,0.182
SARI,09:12:05.000,09:12:04.895,0.92,0.55047184,0.471
SARI,09:12:05.000,09:12:04.915,0.92,0.55047184,0.494
SARI,09:12:05.000,09:12:04.930,0.92,0.55047184,0.952
SARI,09:12:05.000,09:12:04.930,0.92,0.55047184,0.653
SARI,09:24:12.080,09:24:12.585,0.14,0.34468877,0.601
SARI,09:24:12.080,09:24:12.655,0.14,0.34468877,0.173
SARI,09:27:04.300,09:27:04.185,0.39,0.2963254,0.79
SARI,09:27:04.300,09:27:04.440,0.39,0.2963254,0.177
SARI,09:36:38.990,09:36:38.830,0.77,0.72195965,0.651
SARI,09:36:38.990,09:36:38.830,0.77,0.72195965,0.815
SARI,09:36:38.990,09:36:38.830,0.77,0.72195965,0.758
SARI,09:36:38.990,09:36:38.895,0.77,0.72195965,0.641
SARI,09:38:34.000,09:38:34.985,0.23,0.36865506,0.372
SARI,09:38:34.000,09:38:34.985,0.23,0.36865506,0.331
SARI,09:38:34.000,09:38:34.985,0.23,0.36865506,0.34
SARI,09:39:04.000,09:39:04.080,0.85,0.3008007,0.724
SARI,09:42:19.000,09:42:19.195,0.67,0.4115157,0.766
SARI,09:42:19.000,09:42:19.350,0.67,0.4115157,0.371
SARI,09:42:19.000,09:42:19.360,0.67,0.4115157,0.446
SARI,09:42:19.000,09:42:19.360,0.67,0.4115157,0.283
SARI,09:52:20.000,09:52:19.880,0.9,0.332793,0.453
SARI,09:52:20.000,09:52:19.895,0.9,0.332793,0.162
SDAG,13:13:52.000,13:13:52.175,0.79,0.34012568,0.656
SDAG,13:13:52.000,13:13:52.240,0.79,0.34012568,0.191
SDAG,13:13:52.000,13:13:52.240,0.79,0.34012568,0.193
SDAG,13:13:52.000,13:13:52.240,0.79,0.34012568,0.216
SILT,08:32:20.300,08:32:20.125,0.32,0.34007606,0.764
SILT,08:32:20.300,08:32:20.190,0.32,0.34007606,0.377
SILT,08:32:20.300,08:32:20.190,0.32,0.34007606,0.388
TAHT,05:01:22.000,05:01:22.000,0.95,0.92910004,0.875
TAHT,05:01:22.000,05:01:22.000,0.95,0.92910004,0.859
TAHT,05:01:22.000,05:01:22.000,0.95,0.92910004,0.841
TAHT,05:01:22.000,05:01:22.000,0.95,0.92910004,0.904
TAHT,05:03:59.730,05:03:59.750,0.77,0.97830987,0.858
TAHT,05:03:59.730,05:03:59.750,0.77,0.97830987,0.87
TAHT,05:03:59.730,05:03:59.750,0.77,0.97830987,0.874
TAHT,05:03:59.730,05:03:59.750,0.77,0.97830987,0.88
URFA,14:08:48.720,14:08:48.750,0.68,0.50276345,0.684
URFA,14:08:48.720,14:08:48.780,0.68,0.50276345,0.48
URFA,14:10:36.000,14:10:35.795,0.9,0.38793367,0.391
URFA,14:10:36.000,14:10:35.805,0.9,0.38793367,0.464
URFA,14:10:36.000,14:10:35.875,0.9,0.38793367,0.794
URFA,14:21:10.840,14:21:11.245,0.55,0.93643194,0.792
URFA,14:21:10.840,14:21:11.245,0.55,0.93643194,0.771
URFA,14:21:10.840,14:21:11.250,0.55,0.93643194,0.584
URFA,14:21:10.840,14:21:11.260,0.55,0.93643194,0.703
URFA,14:27:35.000,14:27:34.695,0.85,0.27406734,0.27
URFA,14:27:35.000,14:27:34.695,0.85,0.27406734,0.287
URFA,14:27:35.000,14:27:34.710,0.85,0.27406734,0.237
URFA,14:31:21.260,14:31:21.165,0.63,0.45207897,0.684
URFA,14:31:21.260,14:31:21.360,0.63,0.45207897,0.376
URFA,14:31:21.260,14:31:21.360,0.63,0.45207897,0.746
URFA,14:31:21.260,14:31:21.365,0.63,0.45207897,0.496
URFA,14:34:22.000,14:34:21.030,0.95,0.3345546,0.191
URFA,14:39:34.380,14:39:34.505,0.49,0.3410728,0.219
URFA,14:44:39.000,14:44:39.525,0.9,0.27918205,0.126
URFA,14:44:39.000,14:44:39.535,0.9,0.27918205,0.241
URFA,14:44:39.000,14:44:39.675,0.9,0.27918205,0.472
URFA,14:51:30.460,14:51:30.170,0.4,0.77028483,0.829
URFA,14:51:30.460,14:51:30.370,0.4,0.77028483,0.209
URFA,14:51:30.460,14:51:30.375,0.4,0.77028483,0.388
URFA,14:51:30.460,14:51:30.375,0.4,0.77028483,0.596
URFA,14:51:30.460,14:51:30.375,0.4,0.77028483,0.394
URFA,14:58:08.710,14:58:08.225,0.44,0.6834258,0.724
URFA,14:58:08.710,14:58:08.490,0.44,0.6834258,0.528
URFA,14:58:08.710,14:58:08.490,0.44,0.6834258,0.615
URFA,14:58:08.710,14:58:08.490,0.44,0.6834258,0.443
YAYX,14:07:12.560,14:07:12.550,0.91,0.79997945,0.893
YAYX,14:07:12.560,14:07:12.550,0.91,0.79997945,0.898
YAYX,14:07:12.560,14:07:12.550,0.91,0.79997945,0.899
YAYX,14:07:12.560,14:07:12.550,0.91,0.79997945,0.904
YAYX,14:07:12.560,14:07:12.555,0.91,0.79997945,0.494
YAYX,14:45:28.720,14:45:28.645,0.89,0.40117577,0.591
YAYX,14:45:28.720,14:45:28.650,0.89,0.40117577,0.582
YAYX,14:45:28.720,14:45:28.650,0.89,0.40117577,0.597
YAYX,14:45:28.720,14:45:28.650,0.89,0.40117577,0.56
