station,EQTransformer_pick_time,EQCCT_pick_time,EQTransformer_pick_score,EQCCT_score
KMRS,09:20:23.010,09:20:23.000,0.6,0.413
KMRS,09:23:58.010,09:23:58.000,0.93,0.944
KMRS,09:23:58.010,09:23:58.040,0.93,0.738
KMRS,09:23:58.010,09:23:58.070,0.93,0.711
KMRS,09:23:58.010,09:23:58.090,0.93,0.371
KMRS,09:25:40.310,09:25:40.020,0.85,0.667
KMRS,09:25:40.310,09:25:40.110,0.85,0.554
KMRS,09:25:40.310,09:25:40.130,0.85,0.543
KMRS,09:25:40.310,09:25:40.440,0.85,0.329
KMRS,09:26:03.480,09:26:03.280,0.67,0.182
KMRS,09:26:03.480,09:26:04.080,0.67,0.668
KMRS,09:27:33.570,09:27:33.600,0.67,0.155
KMRS,09:27:42.910,09:27:42.910,0.8,0.18
KMRS,09:27:42.910,09:27:42.930,0.8,0.232
KMRS,09:27:42.910,09:27:42.930,0.8,0.711
KMRS,09:27:42.910,09:27:42.930,0.8,0.701
KMRS,09:30:22.380,09:30:22.400,0.51,0.593
KMRS,09:30:22.380,09:30:22.430,0.51,0.82
KMRS,09:30:22.380,09:30:22.430,0.51,0.831
KMRS,09:30:22.380,09:30:22.440,0.51,0.835
KMRS,09:32:43.000,09:32:43.000,0.67,0.43
KMRS,09:35:34.330,09:35:34.280,0.54,0.769
KMRS,09:35:34.330,09:35:34.290,0.54,0.762
KMRS,09:35:34.330,09:35:34.290,0.54,0.79
KMRS,09:36:21.290,09:36:21.550,0.23,0.514
KMRS,09:36:21.290,09:36:21.630,0.23,0.652
KMRS,09:36:21.290,09:36:21.640,0.23,0.569
KMRS,09:36:21.290,09:36:21.640,0.23,0.586
KMRS,09:38:17.950,09:38:17.930,0.66,0.853
KMRS,09:38:17.950,09:38:17.930,0.66,0.843
KMRS,09:38:17.950,09:38:17.930,0.66,0.828
KMRS,09:38:17.950,09:38:17.960,0.66,0.181
KMRS,09:38:17.950,09:38:18.000,0.66,0.936
KMRS,09:38:46.110,09:38:46.040,0.75,0.618
KMRS,09:39:28.720,09:39:28.810,0.85,0.774
KMRS,09:39:28.720,09:39:28.830,0.85,0.84
KMRS,09:39:28.720,09:39:28.830,0.85,0.808
KMRS,09:39:28.720,09:39:28.830,0.85,0.839
KMRS,09:39:28.720,09:39:28.840,0.85,0.736
KMRS,09:40:27.560,09:40:28.000,0.35,0.315
KMRS,09:40:27.560,09:40:28.000,0.35,0.379
KMRS,09:40:27.560,09:40:28.010,0.35,0.433
KMRS,09:42:03.630,09:42:03.680,0.35,0.609
KMRS,09:42:03.630,09:42:03.680,0.35,0.757
KMRS,09:42:03.630,09:42:03.680,0.35,0.715
KMRS,09:42:03.630,09:42:03.690,0.35,0.813
KMRS,09:42:49.000,09:42:48.990,0.85,0.673
KMRS,09:42:49.000,09:42:49.000,0.85,0.598
KMRS,09:42:49.000,09:42:49.000,0.85,0.656
KMRS,09:42:49.000,09:42:49.000,0.85,0.864
KMRS,09:42:49.000,09:42:49.000,0.85,0.169
KMRS,09:44:32.630,09:44:32.880,0.35,0.347
KMRS,09:44:32.630,09:44:32.900,0.35,0.629
KMRS,09:44:32.630,09:44:32.900,0.35,0.656
KMRS,09:44:32.630,09:44:32.900,0.35,0.201
KMRS,09:45:23.860,09:45:24.070,0.5,0.27
KMRS,09:45:23.860,09:45:24.070,0.5,0.341
KMRS,09:45:23.860,09:45:24.080,0.5,0.298
KMRS,09:45:57.270,09:45:57.260,0.72,0.836
KMRS,09:45:57.270,09:45:57.260,0.72,0.879
KMRS,09:45:57.270,09:45:57.260,0.72,0.875
KMRS,09:45:57.270,09:45:57.260,0.72,0.845
KMRS,09:46:48.340,09:46:48.400,0.77,0.489
KMRS,09:46:48.340,09:46:48.400,0.77,0.77
KMRS,09:47:12.530,09:47:12.400,0.72,0.776
KMRS,09:47:31.320,09:47:31.180,0.23,0.522
KMRS,09:47:50.740,09:47:50.730,0.78,0.832
KMRS,09:47:50.740,09:47:50.730,0.78,0.807
KMRS,09:47:50.740,09:47:50.730,0.78,0.729
KMRS,09:47:50.740,09:47:50.750,0.78,0.798
KMRS,09:48:21.380,09:48:21.370,0.76,0.775
KMRS,09:48:21.380,09:48:21.380,0.76,0.797
KMRS,09:48:21.380,09:48:21.390,0.76,0.804
KMRS,09:49:10.010,09:49:10.160,0.91,0.168
KMRS,09:51:32.230,09:51:32.400,0.64,0.234
KMRS,09:51:32.230,09:51:32.400,0.64,0.101
KMRS,09:51:59.420,09:51:59.440,0.8,0.818
KMRS,09:51:59.420,09:51:59.440,0.8,0.843
KMRS,09:51:59.420,09:51:59.440,0.8,0.828
KMRS,09:51:59.420,09:51:59.460,0.8,0.819
KMRS,09:53:05.180,09:53:04.990,0.44,0.517
KMRS,09:53:05.180,09:53:05.160,0.44,0.806
KMRS,09:53:05.180,09:53:05.160,0.44,0.736
KMRS,09:53:05.180,09:53:05.160,0.44,0.717
KMRS,09:54:22.000,09:54:22.000,0.85,0.959
KMRS,09:54:22.000,09:54:22.040,0.85,0.772
KMRS,09:54:22.000,09:54:22.050,0.85,0.819
KMRS,09:54:22.000,09:54:22.050,0.85,0.805
KMRS,09:55:24.460,09:55:24.470,0.7,0.767
KMRS,09:55:24.460,09:55:24.470,0.7,0.533
KMRS,09:55:24.460,09:55:24.480,0.7,0.46
KMRS,09:55:24.460,09:55:24.480,0.7,0.686
KMRS,09:57:14.280,09:57:14.230,0.94,0.644
KMRS,09:57:14.280,09:57:14.260,0.94,0.824
KMRS,09:57:14.280,09:57:14.260,0.94,0.796
KMRS,09:57:14.280,09:57:14.260,0.94,0.712
KMRS,09:57:14.280,09:57:14.260,0.94,0.7
KMRS,09:58:10.000,09:58:10.170,0.42,0.625
KMRS,09:58:32.270,09:58:32.230,0.76,0.667
KMRS,09:58:32.270,09:58:32.240,0.76,0.687
KMRS,09:58:32.270,09:58:32.240,0.76,0.728
KMRS,09:58:32.270,09:58:32.260,0.76,0.858
KMRS,09:58:32.270,09:58:32.260,0.76,0.851
KOZT,09:03:43.000,09:03:43.000,0.83,0.355
KOZT,09:03:43.000,09:03:43.490,0.83,0.199
KOZT,09:03:43.000,09:03:43.490,0.83,0.181
KOZT,09:04:55.000,09:04:54.930,0.94,0.236
KOZT,09:04:55.000,09:04:55.060,0.94,0.129
KOZT,09:05:34.010,09:05:34.000,0.68,0.932
KOZT,09:05:34.010,09:05:34.130,0.68,0.378
KOZT,09:05:34.010,09:05:34.140,0.68,0.36
KOZT,09:06:11.240,09:06:11.630,0.12,0.272
KOZT,09:06:11.240,09:06:11.640,0.12,0.281
KOZT,09:06:11.240,09:06:11.870,0.12,0.171
KOZT,09:09:29.210,09:09:29.000,0.11,0.453
KOZT,09:09:29.210,09:09:29.490,0.11,0.186
KOZT,09:09:29.210,09:09:29.560,0.11,0.123
KOZT,09:10:36.000,09:10:35.470,0.78,0.296
KOZT,09:10:36.000,09:10:35.490,0.78,0.345
KOZT,09:10:36.000,09:10:35.530,0.78,0.397
KOZT,09:12:00.000,09:11:59.000,0.52,0.589
KOZT,09:12:00.000,09:11:59.300,0.52,0.244
KOZT,09:12:00.000,09:11:59.430,0.52,0.606
KOZT,09:12:00.000,09:11:59.460,0.52,0.405
KOZT,09:12:52.000,09:12:52.070,0.89,0.129
KOZT,09:14:40.010,09:14:41.000,0.45,0.418
KOZT,09:18:23.000,09:18:22.000,0.91,0.636
KOZT,09:18:23.000,09:18:22.760,0.91,0.539
KOZT,09:18:23.000,09:18:22.810,0.91,0.465
KOZT,09:20:43.000,09:20:43.140,0.93,0.124
KOZT,09:20:43.000,09:20:43.140,0.93,0.201
KOZT,09:20:43.000,09:20:44.000,0.93,0.44
KOZT,09:23:59.000,09:23:58.000,0.71,0.774
KOZT,09:25:53.000,09:25:52.020,0.82,0.539
KOZT,09:25:53.000,09:25:52.660,0.82,0.153
KOZT,09:26:51.940,09:26:52.000,0.22,0.768
KOZT,09:26:51.940,09:26:52.040,0.22,0.151
KOZT,09:30:06.990,09:30:06.000,0.44,0.222
KOZT,09:30:32.650,09:30:32.830,0.42,0.439
KOZT,09:34:37.000,09:34:37.140,0.95,0.581
KOZT,09:34:37.000,09:34:37.160,0.95,0.507
KOZT,09:34:37.000,09:34:37.210,0.95,0.446
KOZT,09:35:46.000,09:35:46.000,0.48,0.564
KOZT,09:35:46.000,09:35:46.040,0.48,0.691
KOZT,09:35:46.000,09:35:46.040,0.48,0.667
KOZT,09:35:46.000,09:35:46.060,0.48,0.757
KOZT,09:36:32.310,09:36:32.190,0.42,0.253
KOZT,09:36:32.310,09:36:32.690,0.42,0.425
KOZT,09:36:32.310,09:36:32.690,0.42,0.38
KOZT,09:36:32.310,09:36:33.000,0.42,0.688
KOZT,09:36:40.000,09:36:41.000,0.49,0.184
KOZT,09:38:34.720,09:38:34.000,0.31,0.901
KOZT,09:38:50.000,09:38:49.980,0.38,0.225
KOZT,09:42:15.050,09:42:15.090,0.18,0.395
KOZT,09:42:15.050,09:42:15.240,0.18,0.364
KOZT,09:42:15.050,09:42:15.250,0.18,0.336
KOZT,09:42:15.050,09:42:16.000,0.18,0.727
KOZT,09:44:19.000,09:44:18.000,0.35,0.4
KOZT,09:48:03.000,09:48:04.000,0.74,0.157
KOZT,09:53:18.000,09:53:18.000,0.75,0.87
KOZT,09:53:18.000,09:53:18.010,0.75,0.535
KOZT,09:54:39.000,09:54:38.000,0.5,0.308
KOZT,09:54:39.000,09:54:38.780,0.5,0.197
KOZT,09:54:39.000,09:54:38.780,0.5,0.303
KOZT,09:54:39.000,09:54:40.000,0.5,0.863
KOZT,09:54:54.000,09:54:54.000,0.38,0.533
KOZT,09:57:28.740,09:57:28.000,0.36,0.181
KOZT,09:57:28.740,09:57:29.000,0.36,0.861
KOZT,09:58:43.000,09:58:42.000,0.66,0.818
KOZT,09:58:43.000,09:58:42.040,0.66,0.293
KOZT,09:58:43.000,09:58:42.040,0.66,0.285
KOZT,09:58:43.000,09:58:43.850,0.66,0.247
KRBG,09:02:37.270,09:02:37.580,0.44,0.135
KRBG,09:02:37.270,09:02:37.580,0.44,0.251
KRBG,09:07:42.000,09:07:42.480,0.92,0.254
KRBG,09:35:34.000,09:35:34.130,0.68,0.113
KRBG,09:35:34.000,09:35:34.130,0.68,0.238
KRBG,09:35:34.000,09:35:34.130,0.68,0.234
KRBG,09:50:44.030,09:50:43.860,0.58,0.267
KTUT,09:49:08.320,09:49:08.010,0.14,0.162
KULU,08:48:59.120,08:48:58.990,0.93,0.244
KULU,13:18:33.000,13:18:33.000,0.57,0.655
KULU,13:40:06.000,13:40:06.000,0.64,0.839
KULU,14:45:24.000,14:45:24.600,0.81,0.375
KULU,14:45:24.000,14:45:24.600,0.81,0.802
KULU,14:45:24.000,14:45:24.600,0.81,0.737
KULU,16:14:30.000,16:14:29.980,0.95,0.53
KULU,16:14:30.000,16:14:29.980,0.95,0.29
KVT ,09:37:16.010,09:37:16.000,0.92,0.943
KVT ,09:37:16.010,09:37:16.040,0.92,0.292
KVT ,09:49:39.000,09:49:40.000,0.65,0.9
KVT ,09:55:19.000,09:55:18.650,0.54,0.274
LADK,09:24:41.000,09:24:40.980,0.7,0.531
LADK,09:24:41.000,09:24:41.210,0.7,0.102
LFK ,09:01:56.280,09:01:56.690,0.43,0.183
LFK ,09:01:56.280,09:01:56.690,0.43,0.22
LFK ,09:01:56.280,09:01:57.000,0.43,0.805
LFK ,09:09:19.000,09:09:18.810,0.88,0.415
LFK ,09:09:19.000,09:09:18.840,0.88,0.337
LFK ,09:09:19.000,09:09:19.000,0.88,0.51
LFK ,09:17:42.280,09:17:41.860,0.5,0.187
LFK ,09:17:42.280,09:17:41.890,0.5,0.164
LFK ,09:17:42.280,09:17:41.930,0.5,0.155
LFK ,09:17:42.280,09:17:42.040,0.5,0.246
LFK ,09:18:46.000,09:18:45.550,0.54,0.447
LFK ,09:24:08.310,09:24:07.530,0.21,0.251
LFK ,09:24:08.310,09:24:08.000,0.21,0.779
LFK ,09:24:43.000,09:24:43.000,0.9,0.273
LFK ,09:35:45.990,09:35:46.000,0.69,0.593
LFK ,09:48:25.000,09:48:25.090,0.93,0.251
LFK ,09:48:25.000,09:48:25.180,0.93,0.182
LMOS,02:02:41.000,02:02:41.000,0.9,0.71
LMOS,02:10:19.000,02:10:18.000,0.37,0.335
LMOS,02:21:57.000,02:21:56.000,0.67,0.391
LMOS,02:32:13.000,02:32:12.000,0.6,0.4
LMOS,02:49:31.000,02:49:31.980,0.33,0.157
LMOS,02:50:52.400,02:50:52.000,0.13,0.414
LMOS,02:53:53.000,02:53:52.020,0.63,0.323
LMOS,02:54:49.000,02:54:49.050,0.92,0.362
LMOS,02:54:49.000,02:54:49.090,0.92,0.175
LMOS,02:54:49.000,02:54:49.150,0.92,0.199
LMOS,09:02:24.000,09:02:24.010,0.84,0.191
LMOS,09:04:45.000,09:04:46.000,0.41,0.463
LMOS,09:06:50.000,09:06:50.040,0.8,0.299
LMOS,09:09:51.000,09:09:51.050,0.91,0.324
LMOS,09:12:35.010,09:12:36.010,0.72,0.183
LMOS,09:18:57.000,09:18:57.000,0.9,0.875
LMOS,09:20:55.000,09:20:54.000,0.62,0.732
LMOS,09:24:33.990,09:24:34.000,0.19,0.836
LMOS,09:32:42.000,09:32:43.000,0.29,0.47
LMOS,09:36:19.000,09:36:18.990,0.81,0.138
LMOS,09:48:53.000,09:48:53.000,0.88,0.882
LMOS,09:58:05.000,09:58:04.000,0.19,0.224
LMOS,11:05:34.830,11:05:34.000,0.18,0.318
LMOS,11:12:09.000,11:12:08.000,0.56,0.374
LMOS,11:29:13.000,11:29:13.210,0.85,0.276
LMOS,11:29:13.000,11:29:13.240,0.85,0.379
LMOS,11:29:13.000,11:29:13.240,0.85,0.162
LMOS,11:31:55.000,11:31:54.000,0.9,0.499
LMOS,11:31:55.000,11:31:54.350,0.9,0.123
LMOS,11:31:55.000,11:31:54.530,0.9,0.236
LMOS,11:36:05.000,11:36:04.000,0.29,0.473
LMOS,11:50:56.000,11:50:56.000,0.44,0.357
LMOS,11:56:52.000,11:56:52.000,0.85,0.555
LMOS,11:56:52.000,11:56:52.250,0.85,0.312
LMOS,11:56:52.000,11:56:52.270,0.85,0.229
LMOS,11:56:52.000,11:56:52.270,0.85,0.437
LMOS,13:01:16.400,13:01:16.000,0.36,0.575
LMOS,13:04:21.000,13:04:21.930,0.69,0.133
LMOS,13:07:41.000,13:07:40.000,0.26,0.499
LMOS,13:12:54.370,13:12:54.000,0.23,0.836
LMOS,13:12:54.370,13:12:54.240,0.23,0.276
LMOS,13:17:25.000,13:17:25.950,0.57,0.465
LMOS,13:17:25.000,13:17:25.980,0.57,0.135
LMOS,13:18:05.000,13:18:06.000,0.43,0.116
LMOS,13:25:04.000,13:25:04.160,0.62,0.432
LMOS,13:25:04.000,13:25:04.340,0.62,0.417
LMOS,13:25:04.000,13:25:04.380,0.62,0.416
LMOS,13:25:04.000,13:25:04.380,0.62,0.246
LMOS,13:27:07.000,13:27:07.000,0.38,0.764
LMOS,13:27:07.000,13:27:07.310,0.38,0.18
LMOS,13:32:29.000,13:32:29.000,0.68,0.698
LMOS,13:40:11.000,13:40:10.000,0.54,0.702
LMOS,13:40:31.000,13:40:30.000,0.47,0.535
LMOS,14:07:31.000,14:07:31.000,0.95,0.765
LMOS,14:07:31.000,14:07:31.000,0.95,0.125
LMOS,14:11:06.000,14:11:05.730,0.9,0.323
LMOS,14:11:06.000,14:11:05.730,0.9,0.405
LMOS,14:11:06.000,14:11:05.730,0.9,0.153
LMOS,14:11:06.000,14:11:06.010,0.9,0.551
LMOS,14:21:53.000,14:21:53.980,0.81,0.307
LMOS,14:25:49.000,14:25:48.690,0.65,0.494
LMOS,14:25:49.000,14:25:48.690,0.65,0.574
LMOS,14:25:49.000,14:25:48.840,0.65,0.301
LMOS,14:27:45.290,14:27:45.000,0.7,0.269
LMOS,14:27:45.290,14:27:45.440,0.7,0.497
LMOS,14:27:45.290,14:27:45.440,0.7,0.536
LMOS,14:28:34.730,14:28:34.000,0.44,0.802
LMOS,14:30:55.000,14:30:54.970,0.63,0.219
LMOS,14:38:30.980,14:38:30.980,0.13,0.108
LMOS,14:38:46.000,14:38:46.000,0.63,0.793
LMOS,14:42:08.000,14:42:07.980,0.43,0.252
LMOS,14:54:40.380,14:54:40.000,0.52,0.675
LMOS,14:54:40.380,14:54:40.690,0.52,0.371
LMOS,14:54:40.380,14:54:40.690,0.52,0.31
LMOS,14:54:40.380,14:54:40.690,0.52,0.16
LMOS,14:58:32.000,14:58:32.000,0.83,0.874
LMOS,14:58:32.000,14:58:32.000,0.83,0.608
LMOS,14:58:32.000,14:58:32.010,0.83,0.366
LMOS,16:22:11.420,16:22:11.210,0.46,0.314
LMOS,16:22:11.420,16:22:11.250,0.46,0.532
LMOS,16:25:54.990,16:25:54.000,0.48,0.805
LMOS,16:25:54.990,16:25:54.410,0.48,0.23
LMOS,16:25:54.990,16:25:54.510,0.48,0.175
LMOS,16:27:15.000,16:27:16.000,0.83,0.608
LMOS,16:31:44.050,16:31:43.980,0.6,0.513
LMOS,16:31:44.050,16:31:43.980,0.6,0.529
LMOS,16:31:44.050,16:31:44.000,0.6,0.936
LMOS,16:31:44.050,16:31:44.010,0.6,0.528
LMOS,16:33:01.000,16:33:00.940,0.84,0.438
LMOS,16:39:05.000,16:39:04.000,0.41,0.731
LMOS,16:41:09.080,16:41:09.000,0.19,0.231
LMOS,16:44:24.000,16:44:24.010,0.91,0.466
LMOS,16:54:41.250,16:54:41.000,0.21,0.657
LMOS,16:54:41.250,16:54:41.450,0.21,0.179
LMOS,16:54:41.250,16:54:41.490,0.21,0.444
LMOS,16:54:41.250,16:54:41.580,0.21,0.311
LOD ,09:55:08.640,09:55:08.590,0.63,0.185
LOD ,09:55:08.640,09:55:08.610,0.63,0.809
LOD ,09:55:08.640,09:55:08.610,0.63,0.851
LOD ,09:55:08.640,09:55:08.610,0.63,0.842
LOD ,09:55:08.640,09:55:08.630,0.63,0.786
MDUB,09:53:13.720,09:53:13.860,0.84,0.862
MDUB,09:53:13.720,09:53:13.860,0.84,0.853
MDUB,09:53:13.720,09:53:13.860,0.84,0.838
MDUB,09:53:13.720,09:53:13.860,0.84,0.837
MDUB,09:53:13.720,09:53:13.860,0.84,0.715
MERS,09:02:03.000,09:02:03.060,0.95,0.574
MERS,09:02:03.000,09:02:03.270,0.95,0.635
MERS,09:02:03.000,09:02:03.280,0.95,0.127
MERS,09:02:03.000,09:02:03.290,0.95,0.757
MERS,09:02:03.000,09:02:04.000,0.95,0.913
MERS,09:04:00.730,09:04:00.750,0.41,0.543
MERS,09:04:00.730,09:04:00.790,0.41,0.508
MERS,09:04:00.730,09:04:00.840,0.41,0.263
MERS,09:05:52.000,09:05:52.000,0.83,0.832
MERS,09:05:52.000,09:05:52.040,0.83,0.158
MERS,09:05:52.000,09:05:52.040,0.83,0.258
MLAZ,09:21:19.380,09:21:19.000,0.49,0.93
MLAZ,09:21:19.380,09:21:19.370,0.49,0.333
MLAZ,09:21:19.380,09:21:19.390,0.49,0.658
MLAZ,09:21:19.380,09:21:19.390,0.49,0.636
MLAZ,09:21:19.380,09:21:19.460,0.49,0.442
MLAZ,09:22:12.000,09:22:11.880,0.95,0.322
MLAZ,09:22:12.000,09:22:12.000,0.95,0.596
MLAZ,09:49:29.000,09:49:28.010,0.57,0.489
MRMT,14:27:12.000,14:27:12.360,0.81,0.19
MRMT,14:31:53.080,14:31:53.000,0.27,0.124
MRMT,18:01:42.000,18:01:42.000,0.31,0.313
SARI,09:02:07.000,09:02:07.000,0.93,0.882
SARI,09:02:07.000,09:02:07.130,0.93,0.419
SARI,09:02:07.000,09:02:07.210,0.93,0.533
SARI,09:02:07.000,09:02:07.240,0.93,0.531
SARI,09:03:53.000,09:03:54.000,0.86,0.56
SARI,09:04:55.010,09:04:54.690,0.91,0.288
SARI,09:04:55.010,09:04:54.780,0.91,0.369
SARI,09:04:55.010,09:04:54.800,0.91,0.612
SARI,09:04:55.010,09:04:54.910,0.91,0.325
SARI,09:05:39.990,09:05:40.530,0.75,0.19
SARI,09:05:39.990,09:05:40.570,0.75,0.297
SARI,09:05:39.990,09:05:40.570,0.75,0.366
SARI,09:06:13.000,09:06:12.260,0.66,0.168
SARI,09:06:13.000,09:06:13.420,0.66,0.252
SARI,09:08:05.000,09:08:04.000,0.52,0.801
SARI,09:10:41.000,09:10:40.000,0.7,0.489
SARI,09:10:41.000,09:10:40.290,0.7,0.196
SARI,09:10:41.000,09:10:40.290,0.7,0.182
SARI,09:12:05.000,09:12:04.930,0.92,0.471
SARI,09:12:05.000,09:12:04.970,0.92,0.494
SARI,09:12:05.000,09:12:05.000,0.92,0.952
SARI,09:12:05.000,09:12:05.000,0.92,0.653
SARI,09:13:48.000,09:13:48.110,0.63,0.139
SARI,09:13:48.000,09:13:48.110,0.63,0.252
SARI,09:13:48.000,09:13:48.130,0.63,0.237
SARI,09:14:39.000,09:14:39.730,0.72,0.252
SARI,09:16:43.000,09:16:43.000,0.92,0.171
SARI,09:16:43.000,09:16:43.180,0.92,0.292
SARI,09:16:43.000,09:16:43.240,0.92,0.288
SARI,09:17:29.000,09:17:29.000,0.93,0.614
SARI,09:17:29.000,09:17:29.330,0.93,0.49
SARI,09:17:29.000,09:17:29.330,0.93,0.352
SARI,09:20:55.000,09:20:56.000,0.89,0.889
SARI,09:21:29.000,09:21:29.000,0.69,0.495
SARI,09:24:12.080,09:24:13.000,0.14,0.601
SARI,09:25:58.000,09:25:58.000,0.82,0.93
SARI,09:25:58.000,09:25:58.130,0.82,0.211
SARI,09:25:58.000,09:25:58.130,0.82,0.298
SARI,09:27:04.300,09:27:04.000,0.39,0.79
SARI,09:27:04.300,09:27:04.510,0.39,0.177
SARI,09:28:47.710,09:28:47.700,0.31,0.235
SARI,09:28:47.710,09:28:47.730,0.31,0.291
SARI,09:30:01.110,09:30:00.670,0.28,0.249
SARI,09:31:46.830,09:31:46.750,0.23,0.107
SARI,09:34:09.000,09:34:09.000,0.81,0.454
SARI,09:34:09.000,09:34:09.240,0.81,0.131
SARI,09:34:09.550,09:34:09.000,0.19,0.454
SARI,09:34:09.550,09:34:09.240,0.19,0.131
SARI,09:35:49.000,09:35:49.050,0.92,0.397
SARI,09:35:49.000,09:35:49.050,0.92,0.465
SARI,09:35:49.000,09:35:49.050,0.92,0.371
SARI,09:36:38.990,09:36:38.840,0.77,0.651
SARI,09:36:38.990,09:36:38.840,0.77,0.815
SARI,09:36:38.990,09:36:38.840,0.77,0.758
SARI,09:36:38.990,09:36:38.970,0.77,0.641
SARI,09:39:04.000,09:39:04.000,0.85,0.724
SARI,09:39:47.000,09:39:47.180,0.59,0.131
SARI,09:42:19.000,09:42:19.000,0.67,0.766
SARI,09:42:19.000,09:42:19.310,0.67,0.371
SARI,09:42:19.000,09:42:19.330,0.67,0.446
SARI,09:42:19.000,09:42:19.330,0.67,0.283
SARI,09:45:41.760,09:45:42.000,0.24,0.869
SARI,09:45:41.760,09:45:42.110,0.24,0.504
SARI,09:45:41.760,09:45:42.110,0.24,0.488
SARI,09:47:09.000,09:47:09.000,0.9,0.577
SARI,09:47:09.000,09:47:09.270,0.9,0.127
SARI,09:48:05.000,09:48:04.970,0.43,0.281
SARI,09:48:05.000,09:48:05.160,0.43,0.104
SARI,09:48:05.000,09:48:05.180,0.43,0.139
SARI,09:49:28.000,09:49:28.010,0.47,0.119
SARI,09:52:20.000,09:52:19.950,0.9,0.453
SARI,09:52:20.000,09:52:19.980,0.9,0.162
SARI,09:53:20.000,09:53:21.000,0.37,0.753
SARI,09:55:40.880,09:55:40.910,0.2,0.166
SARI,09:55:40.880,09:55:40.990,0.2,0.254
SARI,09:55:40.880,09:55:41.000,0.2,0.803
SARI,09:58:55.000,09:58:54.000,0.55,0.551
SARI,09:58:55.000,09:58:54.130,0.55,0.2
SAUV,09:53:16.120,09:53:16.000,0.44,0.557
SAUV,09:53:16.120,09:53:16.130,0.44,0.744
SAUV,09:53:16.120,09:53:16.130,0.44,0.721
SAUV,09:53:16.120,09:53:16.140,0.44,0.756
SDAG,00:09:18.010,00:09:18.000,0.2,0.197
SDAG,00:11:22.030,00:11:21.580,0.21,0.297
SDAG,00:48:39.010,00:48:39.580,0.42,0.173
SDAG,00:51:47.000,00:51:47.060,0.87,0.613
SDAG,00:51:47.000,00:51:47.080,0.87,0.342
SDAG,00:54:32.850,00:54:32.990,0.27,0.132
SDAG,00:58:54.490,00:58:54.440,0.2,0.363
SDAG,09:06:41.010,09:06:41.270,0.53,0.101
SDAG,09:33:34.000,09:33:33.790,0.68,0.229
SDAG,09:45:12.000,09:45:12.510,0.82,0.263
SDAG,09:48:08.030,09:48:07.980,0.4,0.218
SDAG,11:10:22.970,11:10:22.950,0.8,0.857
SDAG,11:10:22.970,11:10:22.950,0.8,0.862
SDAG,11:10:22.970,11:10:22.950,0.8,0.861
SDAG,11:10:22.970,11:10:22.950,0.8,0.864
SDAG,11:15:34.000,11:15:34.040,0.83,0.282
SDAG,11:29:12.000,11:29:12.650,0.67,0.103
SDAG,11:30:58.540,11:30:58.500,0.81,0.457
SDAG,11:30:58.540,11:30:58.500,0.81,0.82
SDAG,11:30:58.540,11:30:58.530,0.81,0.812
SDAG,11:30:58.540,11:30:58.530,0.81,0.817
SDAG,11:30:58.540,11:30:58.530,0.81,0.806
SDAG,11:47:07.280,11:47:07.490,0.61,0.635
SDAG,11:47:07.280,11:47:07.490,0.61,0.295
SDAG,11:47:07.280,11:47:07.490,0.61,0.64
SDAG,11:53:04.280,11:53:04.000,0.68,0.679
SDAG,11:53:04.280,11:53:04.440,0.68,0.551
SDAG,11:53:04.280,11:53:04.500,0.68,0.582
SDAG,11:53:04.280,11:53:04.530,0.68,0.505
SDAG,11:56:20.550,11:56:20.780,0.53,0.59
SDAG,11:56:20.550,11:56:20.780,0.53,0.595
SDAG,11:56:20.550,11:56:20.830,0.53,0.608
SDAG,11:56:20.550,11:56:20.970,0.53,0.485
SDAG,13:01:30.250,13:01:30.000,0.35,0.672
SDAG,13:12:54.000,13:12:54.080,0.76,0.1
SDAG,13:13:52.000,13:13:52.000,0.79,0.656
SDAG,13:13:52.000,13:13:52.130,0.79,0.191
SDAG,13:13:52.000,13:13:52.130,0.79,0.193
SDAG,13:13:52.000,13:13:52.130,0.79,0.216
SDAG,13:45:53.980,13:45:54.010,0.22,0.148
SDAG,14:32:26.560,14:32:26.040,0.77,0.484
SDAG,14:32:26.560,14:32:26.040,0.77,0.441
SDAG,14:32:26.560,14:32:26.040,0.77,0.545
SDAG,16:09:45.720,16:09:45.710,0.77,0.854
SDAG,16:09:45.720,16:09:45.710,0.77,0.87
SDAG,16:09:45.720,16:09:45.710,0.77,0.866
SDAG,16:09:45.720,16:09:45.710,0.77,0.858
SDAG,16:27:30.000,16:27:30.000,0.19,0.715
SDAG,16:44:39.000,16:44:40.000,0.92,0.83
SDAG,16:56:54.000,16:56:54.010,0.12,0.181
SENK,09:17:03.000,09:17:02.380,0.35,0.121
SHUT,01:28:13.580,01:28:13.560,0.81,0.89
SHUT,01:28:13.580,01:28:13.560,0.81,0.888
SHUT,01:28:13.580,01:28:13.560,0.81,0.894
SHUT,01:28:13.580,01:28:13.560,0.81,0.898
SHUT,01:28:13.580,01:28:13.670,0.81,0.556
SILT,08:32:20.300,08:32:20.000,0.32,0.764
SILT,08:32:20.300,08:32:20.130,0.32,0.377
SILT,08:32:20.300,08:32:20.130,0.32,0.388
SIMA,02:24:53.000,02:24:53.010,0.89,0.622
SIMA,09:00:07.000,09:00:07.160,0.43,0.326
SVSK,01:19:39.000,01:19:38.660,0.83,0.417
SVSK,01:27:26.000,01:27:26.030,0.95,0.683
