station,Phasenet-EQTransformer_Average_pick_time,Kandilli_pick_time,Phasenet_score,EQTransformer_score
SARI,21:05:18.700,21:05:18.790,0.45520625,0.77
SARI,21:06:54.100,21:06:53.960,0.42130706,0.94
SARI,21:15:28.800,21:15:28.825,0.8104302,0.45
SARI,21:39:10.500,21:39:10.745,0.35670802,0.81
SARI,21:41:32.700,21:41:32.685,0.92642224,0.8
SARI,21:57:51.400,21:57:51.105,0.7487719,0.32
SARI,22:01:22.500,22:01:21.870,0.3719282,0.85
SARI,22:26:35.900,22:26:35.155,0.36948943,0.85
SARI,22:29:46.600,22:29:46.550,0.8843903,0.62
SARI,22:45:02.100,22:45:02.050,0.9694095,0.56
SARI,22:51:25.200,22:51:25.100,0.4831613,0.57
SARI,22:55:36.300,22:55:36.480,0.65492964,0.46
SARI,23:11:51.700,23:11:51.130,0.3598184,0.88
SARI,23:13:46.000,23:13:45.890,0.2893208,0.94
SARI,23:15:04.400,23:15:04.765,0.28693572,0.59
SARI,23:17:19.800,23:17:19.740,0.5993237,0.74
SARI,23:21:18.800,23:21:18.830,0.6938282,0.91
SARI,23:45:56.400,23:45:56.380,0.27955398,0.3
SARI,23:54:23.200,23:54:23.195,0.9407662,0.76
SAUV,08:25:04.400,08:25:04.235,0.46828088,0.33
SAUV,08:32:09.500,08:32:09.465,0.77120495,0.3
SAUV,18:31:09.600,18:31:09.390,0.49035075,0.41
SENK,22:37:32.500,22:37:32.345,0.85580146,0.82
SILT,08:32:20.300,08:32:20.275,0.34007606,0.32
SLVT,04:24:53.200,04:24:52.780,0.637033,0.69
SVAN,01:47:55.900,01:47:55.720,0.44364914,0.6
SVAN,02:52:27.800,02:52:27.505,0.6209122,0.75
SVAN,07:59:27.400,07:59:26.710,0.361902,0.56
SVAN,09:49:10.800,09:49:10.980,0.70331126,0.86
SVAN,17:18:05.800,17:18:05.705,0.6844453,0.5
SVAN,19:51:35.600,19:51:34.990,0.27863246,0.94
SVAN,23:55:08.300,23:55:08.225,0.35701975,0.6
SVSK,03:01:50.100,03:01:51.045,0.2728743,0.93
SVSK,05:17:32.600,05:17:33.085,0.39444968,0.29
SVSK,07:41:50.800,07:41:51.180,0.37736315,0.9
SVSK,15:34:06.400,15:34:07.040,0.45918366,0.26
SVSK,15:53:21.000,15:53:21.120,0.44955003,0.25
SVSK,19:47:09.600,19:47:10.165,0.29917276,0.57
SVSK,20:12:23.800,20:12:24.110,0.61457783,0.91
SVSK,20:40:40.200,20:40:39.900,0.3279379,0.33
SVSK,21:15:50.800,21:15:50.735,0.56077754,0.32
SVSK,22:28:37.700,22:28:38.275,0.31203735,0.57
SVSK,23:56:38.100,23:56:39.035,0.3036601,0.86
TAHT,01:58:36.900,01:58:37.280,0.411336,0.77
TAHT,02:23:33.500,02:23:33.720,0.36803532,0.75
TAHT,02:54:07.000,02:54:07.010,0.58183783,0.94
TAHT,02:56:42.400,02:56:42.830,0.4344594,0.76
TAHT,03:58:23.300,03:58:23.260,0.52318287,0.13
TAHT,04:08:06.500,04:08:07.030,0.4923675,0.95
TAHT,04:13:10.900,04:13:10.940,0.99141216,0.89
TAHT,04:24:17.400,04:24:17.295,0.991557,0.9
TAHT,04:28:09.600,04:28:09.535,0.43595612,0.54
TAHT,04:31:26.600,04:31:26.740,0.9592983,0.77
TAHT,04:48:04.600,04:48:04.175,0.88812244,0.7
TAHT,04:50:21.900,04:50:21.950,0.9397753,0.81
TASB,00:16:24.500,00:16:24.750,0.46274683,0.77
URFA,01:27:20.100,01:27:20.825,0.31918687,0.54
URFA,02:03:54.400,02:03:54.315,0.6024729,0.74
URFA,02:26:48.700,02:26:49.030,0.37170386,0.64
URFA,02:33:42.900,02:33:42.865,0.3505315,0.77
URFA,03:02:37.100,03:02:37.605,0.9511061,0.69
URFA,03:05:00.100,03:05:00.815,0.68933296,0.59
URFA,03:08:03.100,03:08:03.165,0.45248666,0.4
URFA,03:10:39.100,03:10:39.195,0.8590739,0.36
URFA,03:16:29.600,03:16:28.745,0.30611032,0.73
URFA,03:29:00.400,03:29:01.035,0.9250231,0.95
URFA,04:19:02.500,04:19:02.630,0.72162485,0.79
URFA,04:25:09.500,04:25:09.040,0.40673456,0.9
URFA,04:40:06.100,04:40:05.780,0.42595768,0.75
URFA,04:56:31.700,04:56:30.845,0.27581182,0.95
URFA,05:02:08.300,05:02:08.155,0.92258215,0.63
URFA,05:17:14.700,05:17:15.010,0.42013073,0.89
URFA,05:20:03.800,05:20:04.340,0.8868214,0.82
URFA,05:23:07.400,05:23:07.915,0.93314934,0.76
URFA,05:31:40.500,05:31:40.405,0.7145462,0.38
URFA,05:33:26.700,05:33:27.010,0.56304574,0.91
URFA,05:40:53.600,05:40:53.695,0.37590843,0.65
URFA,05:43:17.400,05:43:18.135,0.27733943,0.56
URFA,05:49:45.500,05:49:46.055,0.9781001,0.94
URFA,05:56:05.100,05:56:05.925,0.8682066,0.58
URFA,06:18:16.900,06:18:17.185,0.4755717,0.86
URFA,06:28:07.300,06:28:08.195,0.4154837,0.46
URFA,06:40:10.100,06:40:10.045,0.6021759,0.91
URFA,06:43:43.300,06:43:44.270,0.58592236,0.61
URFA,06:50:05.900,06:50:06.510,0.84325856,0.79
URFA,06:53:06.900,06:53:06.825,0.46983397,0.66
URFA,06:55:21.100,06:55:20.770,0.42970946,0.95
URFA,07:19:46.600,07:19:47.060,0.33824757,0.94
URFA,07:26:20.100,07:26:19.950,0.3304357,0.86
URFA,07:36:06.200,07:36:05.840,0.35293126,0.13
URFA,07:41:31.900,07:41:31.815,0.93085134,0.69
URFA,07:47:53.700,07:47:53.275,0.47732878,0.73
URFA,08:02:31.900,08:02:32.665,0.85495514,0.29
URFA,08:15:09.400,08:15:10.150,0.5762703,0.13
URFA,08:15:09.400,08:15:10.190,0.5762703,0.5
URFA,08:21:54.900,08:21:55.820,0.9260951,0.6
URFA,08:36:26.300,08:36:26.350,0.41161188,0.83
URFA,08:38:40.900,08:38:40.985,0.7128457,0.96
URFA,08:44:59.400,08:44:59.335,0.9259033,0.74
URFA,09:21:17.700,09:21:18.065,0.7533957,0.86
URFA,10:07:51.700,10:07:51.930,0.8725019,0.84
URFA,10:12:31.800,10:12:32.270,0.4752469,0.94
URFA,10:15:21.600,10:15:20.635,0.38381463,0.16
URFA,10:21:57.700,10:21:57.745,0.48833314,0.45
URFA,11:12:06.800,11:12:06.980,0.32145947,0.83
URFA,11:31:05.700,11:31:05.010,0.33155054,0.95
URFA,11:35:51.200,11:35:51.875,0.3286697,0.94
URFA,11:58:58.400,11:58:58.900,0.51999295,0.26
URFA,12:35:01.500,12:35:02.385,0.5655655,0.35
URFA,12:39:36.100,12:39:37.035,0.49272537,0.96
URFA,13:00:35.000,13:00:35.250,0.7831496,0.66
URFA,13:33:37.900,13:33:38.800,0.29076836,0.88
URFA,13:39:47.700,13:39:47.870,0.8873286,0.91
URFA,13:52:24.800,13:52:24.670,0.8096442,0.65
URFA,14:10:34.900,14:10:35.875,0.38793367,0.9
URFA,14:21:10.200,14:21:11.045,0.93643194,0.55
URFA,14:27:34.500,14:27:34.755,0.27406734,0.85
URFA,14:51:29.500,14:51:30.400,0.77028483,0.4
URFA,14:58:07.600,14:58:08.580,0.6834258,0.44
URFA,15:06:47.200,15:06:47.390,0.45733663,0.75
URFA,15:14:52.800,15:14:52.890,0.530682,0.52
URFA,15:38:25.400,15:38:24.545,0.40284404,0.86
URFA,15:51:42.500,15:51:43.120,0.41665,0.83
URFA,16:35:34.300,16:35:34.830,0.68126565,0.94
URFA,16:52:21.400,16:52:21.920,0.43490222,0.51
URFA,17:05:06.700,17:05:07.010,0.40002185,0.94
URFA,17:10:29.500,17:10:29.700,0.91614294,0.49
URFA,17:12:13.900,17:12:14.485,0.42042455,0.15
URFA,17:39:39.500,17:39:39.150,0.4358011,0.87
URFA,17:47:11.600,17:47:12.530,0.30323896,0.87
URFA,18:10:44.300,18:10:45.270,0.41652912,0.72
URFA,18:20:22.900,18:20:22.745,0.27697617,0.29
URFA,18:27:12.200,18:27:11.765,0.5187659,0.47
URFA,18:32:55.900,18:32:55.390,0.46472508,0.29
URFA,18:51:47.800,18:51:48.050,0.5322055,0.96
URFA,18:56:09.600,18:56:09.920,0.95932156,0.8
URFA,19:40:34.000,19:40:33.980,0.9590769,0.92
URFA,19:44:04.500,19:44:05.325,0.5751672,0.79
URFA,19:46:50.200,19:46:50.260,0.9561282,0.88
URFA,20:12:11.600,20:12:11.660,0.809129,0.5
URFA,20:26:29.500,20:26:29.690,0.6112429,0.71
URFA,20:35:23.400,20:35:23.425,0.9659915,0.64
URFA,20:36:19.700,20:36:19.285,0.42570493,0.71
URFA,20:38:19.400,20:38:20.265,0.7651017,0.88
URFA,20:41:54.900,20:41:54.430,0.36512053,0.44
URFA,21:20:06.100,21:20:06.495,0.7698036,0.52
URFA,21:21:24.200,21:21:24.340,0.56324255,0.56
URFA,22:06:35.000,22:06:34.825,0.5033072,0.3
URFA,22:11:56.400,22:11:57.175,0.59106636,0.9
URFA,22:16:36.300,22:16:37.110,0.43683738,0.88
URFA,22:20:19.300,22:20:19.205,0.396775,0.72
URFA,22:26:42.400,22:26:42.930,0.36349812,0.89
URFA,22:40:21.900,22:40:22.525,0.9909742,0.23
URFA,22:59:25.500,22:59:25.565,0.71112454,0.24
URFA,23:02:18.600,23:02:19.015,0.36367056,0.88
URFA,23:13:04.300,23:13:04.285,0.9095844,0.9
URFA,23:15:06.200,23:15:06.345,0.3682793,0.18
URFA,23:43:50.400,23:43:51.350,0.42820892,0.58
UVEZ,08:24:57.200,08:24:57.350,0.8085973,0.58
UVEZ,08:32:04.500,08:32:04.465,0.99562454,0.81
UVEZ,09:53:09.300,09:53:09.275,0.9224105,0.77
UVEZ,18:26:29.900,18:26:29.540,0.87245494,0.66
VRTB,03:18:52.900,03:18:52.770,0.40301743,0.31
YAYO,04:24:47.500,04:24:47.490,0.9594978,0.78
YAYX,09:31:20.700,09:31:20.415,0.26985836,0.86
YAYX,14:45:27.900,14:45:28.675,0.40117577,0.89
YAYX,22:30:19.900,22:30:19.695,0.30879867,0.88
