station,Phasenet_pick_time,Kandilli_pick_time,Phasenet_pick_score
SARI,01:52:06.290,01:52:06.500,0.38161767
SARI,02:02:08.680,02:02:07.900,0.2732544
SARI,02:18:06.030,02:18:06.100,0.3895366
SARI,02:23:39.460,02:23:39.400,0.53091526
SARI,02:34:39.270,02:34:39.300,0.5676405
SARI,03:12:35.230,03:12:35.600,0.44057494
SARI,03:18:50.600,03:18:50.400,0.27502847
SARI,03:49:49.590,03:49:50.000,0.3292202
SARI,04:01:36.830,04:01:37.800,0.37443343
SARI,04:40:08.050,04:40:07.500,0.29149634
SARI,05:08:57.880,05:08:58.300,0.41508126
SARI,05:22:06.480,05:22:05.700,0.43613127
SARI,05:25:39.380,05:25:40.200,0.32107437
SARI,05:30:23.210,05:30:23.700,0.4857829
SARI,05:31:50.440,05:31:50.700,0.45161653
SARI,05:52:27.810,05:52:27.300,0.395743
SARI,06:14:59.360,06:15:00.200,0.51053804
SARI,06:26:51.520,06:26:51.900,0.42542338
SARI,06:38:39.380,06:38:39.900,0.30749202
SARI,06:52:08.260,06:52:08.800,0.32439733
SARI,06:55:16.730,06:55:17.500,0.48898512
SARI,07:09:03.120,07:09:02.800,0.6692932
SARI,07:09:03.120,07:09:03.000,0.6692932
SARI,07:12:34.990,07:12:35.200,0.32664597
SARI,07:31:22.980,07:31:23.900,0.2948107
SARI,08:09:03.410,08:09:03.500,0.51699024
SARI,08:26:13.840,08:26:13.700,0.9331242
SARI,08:42:25.010,08:42:25.600,0.4200434
SARI,09:10:40.220,09:10:41.200,0.3152649
SARI,09:12:04.860,09:12:05.800,0.55047184
SARI,09:24:12.170,09:24:11.900,0.34468877
SARI,09:36:38.820,09:36:38.900,0.72195965
SARI,09:44:24.780,09:44:24.300,0.27518407
SARI,10:09:36.400,10:09:36.500,0.38951868
SARI,10:22:00.800,10:22:00.800,0.5945319
SARI,11:05:43.020,11:05:43.100,0.9669083
SARI,11:16:34.220,11:16:33.300,0.28180876
SARI,11:39:48.660,11:39:48.700,0.7249511
SARI,11:44:34.190,11:44:34.600,0.9522144
SARI,11:56:05.720,11:56:06.100,0.7578039
SARI,12:02:18.130,12:02:18.600,0.73070085
SARI,12:07:39.950,12:07:40.900,0.33670047
SARI,12:21:25.010,12:21:25.100,0.37738398
SARI,12:30:40.560,12:30:39.700,0.4536671
SARI,12:36:52.750,12:36:53.200,0.43881676
SARI,12:45:26.920,12:45:27.000,0.46271232
SARI,12:48:09.840,12:48:09.600,0.45117822
SARI,13:03:33.860,13:03:33.500,0.4360085
SARI,13:17:50.110,13:17:49.800,0.78271854
SARI,13:21:25.610,13:21:24.900,0.42601076
SARI,13:58:57.090,13:58:57.100,0.8800878
SARI,14:48:29.650,14:48:29.800,0.8307253
SARI,14:59:26.530,14:59:26.700,0.3990313
SARI,15:01:32.210,15:01:32.500,0.9404077
SARI,15:10:48.620,15:10:48.600,0.90552163
SARI,15:27:23.290,15:27:23.400,0.44214466
SARI,15:41:38.830,15:41:38.900,0.98989344
SARI,15:56:31.170,15:56:31.300,0.88909954
SARI,15:58:54.150,15:58:54.200,0.5427652
SARI,16:10:51.680,16:10:52.100,0.34256765
SARI,16:13:19.150,16:13:18.700,0.49871576
SARI,16:22:52.270,16:22:52.400,0.7534648
SARI,16:25:07.540,16:25:06.800,0.9428704
SARI,16:43:35.700,16:43:36.300,0.6373663
SARI,16:46:45.460,16:46:45.400,0.82836175
SARI,16:53:52.350,16:53:51.900,0.74645925
SARI,16:59:33.730,16:59:33.800,0.8051979
SARI,17:15:52.350,17:15:52.000,0.4528339
SARI,17:16:24.040,17:16:24.100,0.94674385
SARI,17:22:08.680,17:22:08.900,0.37011912
SARI,17:26:31.750,17:26:31.800,0.9734644
SARI,17:33:24.700,17:33:24.100,0.38501096
SARI,17:37:34.570,17:37:34.000,0.9145621
SARI,17:44:39.220,17:44:38.300,0.2876278
SARI,17:47:11.440,17:47:11.800,0.3172698
SARI,17:54:55.030,17:54:54.500,0.3473906
SARI,18:02:51.140,18:02:51.200,0.9835659
SARI,18:04:01.190,18:04:01.200,0.6342969
SARI,18:05:08.970,18:05:08.700,0.38316673
SARI,18:07:18.750,18:07:19.200,0.39618212
SARI,18:40:14.440,18:40:14.500,0.8715688
SARI,18:45:38.820,18:45:39.300,0.35408986
SARI,19:10:38.170,19:10:38.100,0.9300677
SARI,19:12:48.040,19:12:48.500,0.49906224
SARI,19:15:54.630,19:15:54.600,0.72214544
SARI,19:36:12.420,19:36:12.300,0.311566
SARI,19:48:06.680,19:48:06.800,0.42600214
SARI,19:49:46.540,19:49:46.900,0.79756665
SARI,20:02:36.180,20:02:36.900,0.29355237
SARI,20:14:18.770,20:14:18.800,0.93056285
SARI,20:22:02.190,20:22:02.200,0.87182903
SARI,20:35:23.060,20:35:22.800,0.27469426
SARI,20:44:09.030,20:44:09.100,0.92917585
SARI,20:55:55.980,20:55:55.900,0.6310473
SARI,20:58:22.460,20:58:23.100,0.49220538
SARI,21:05:18.580,21:05:18.700,0.45520625
SARI,21:06:53.920,21:06:54.100,0.42130706
SARI,21:15:28.730,21:15:28.800,0.8104302
SARI,21:39:10.490,21:39:10.500,0.35670802
SARI,21:41:32.680,21:41:32.700,0.92642224
SARI,21:57:50.960,21:57:51.400,0.7487719
SARI,22:01:21.730,22:01:22.500,0.3719282
SARI,22:10:01.250,22:10:02.200,0.54174966
SARI,22:26:35.310,22:26:35.900,0.36948943
SARI,22:29:46.520,22:29:46.600,0.8843903
SARI,22:45:01.980,22:45:02.100,0.9694095
SARI,22:51:25.090,22:51:25.200,0.4831613
SARI,22:55:36.420,22:55:36.300,0.65492964
SARI,23:11:51.270,23:11:51.700,0.3598184
SARI,23:13:45.780,23:13:46.000,0.2893208
SARI,23:15:04.540,23:15:04.400,0.28693572
SARI,23:17:19.670,23:17:19.800,0.5993237
SARI,23:21:18.660,23:21:18.800,0.6938282
SARI,23:36:35.670,23:36:36.100,0.32346767
SARI,23:45:56.240,23:45:56.400,0.27955398
SARI,23:54:23.160,23:54:23.200,0.9407662
SAUV,08:25:04.480,08:25:04.400,0.46828088
SAUV,08:32:09.510,08:32:09.500,0.77120495
SAUV,18:31:09.400,18:31:09.600,0.49035075
SENK,22:37:32.300,22:37:32.500,0.85580146
SILT,08:32:20.250,08:32:20.300,0.34007606
SLVT,04:24:52.750,04:24:53.200,0.637033
SVAN,01:47:55.800,01:47:55.900,0.44364914
SVAN,02:52:27.490,02:52:27.800,0.6209122
SVAN,07:59:26.660,07:59:27.400,0.361902
SVAN,09:49:10.960,09:49:10.800,0.70331126
SVAN,17:18:05.680,17:18:05.800,0.6844453
SVAN,18:11:05.930,18:11:05.500,0.27780625
SVAN,19:51:34.980,19:51:35.600,0.27863246
SVAN,23:55:08.450,23:55:08.300,0.35701975
SVSK,03:01:51.090,03:01:50.100,0.2728743
SVSK,05:09:19.300,05:09:19.700,0.2787062
SVSK,05:17:33.350,05:17:32.600,0.39444968
SVSK,07:41:51.360,07:41:50.800,0.37736315
SVSK,13:59:24.190,13:59:24.600,0.30703613
SVSK,14:58:21.060,14:58:21.300,0.2703016
SVSK,15:34:07.050,15:34:06.400,0.45918366
SVSK,15:53:21.010,15:53:21.000,0.44955003
SVSK,17:10:49.160,17:10:48.700,0.41191563
SVSK,19:47:10.330,19:47:09.600,0.29917276
SVSK,20:12:24.210,20:12:23.800,0.61457783
SVSK,20:40:39.660,20:40:40.200,0.3279379
SVSK,21:15:50.600,21:15:50.800,0.56077754
SVSK,22:06:53.320,22:06:53.300,0.4097748
SVSK,22:28:38.430,22:28:37.700,0.31203735
SVSK,23:56:39.070,23:56:38.100,0.3036601
TAHT,01:58:37.560,01:58:36.900,0.411336
TAHT,02:23:33.440,02:23:33.500,0.36803532
TAHT,02:54:07.020,02:54:07.000,0.58183783
TAHT,02:56:42.660,02:56:42.400,0.4344594
TAHT,03:58:23.290,03:58:23.300,0.52318287
TAHT,04:08:07.060,04:08:06.500,0.4923675
TAHT,04:13:10.880,04:13:10.900,0.99141216
TAHT,04:24:17.300,04:24:17.400,0.991557
TAHT,04:28:09.520,04:28:09.600,0.43595612
TAHT,04:31:26.740,04:31:26.600,0.9592983
TAHT,04:48:04.350,04:48:04.600,0.88812244
TAHT,04:50:21.910,04:50:21.900,0.9397753
TASB,00:16:24.500,00:16:23.600,0.46274683
TASB,00:16:24.500,00:16:24.500,0.46274683
URFA,01:27:20.650,01:27:20.100,0.31918687
URFA,02:03:54.350,02:03:54.400,0.6024729
URFA,02:26:49.070,02:26:48.700,0.37170386
URFA,02:33:42.740,02:33:42.900,0.3505315
URFA,03:02:37.610,03:02:37.100,0.9511061
URFA,03:05:00.630,03:05:00.100,0.68933296
URFA,03:08:03.060,03:08:03.100,0.45248666
URFA,03:10:39.260,03:10:39.100,0.8590739
URFA,03:29:01.070,03:29:00.400,0.9250231
URFA,04:14:33.080,04:14:32.900,0.5024114
URFA,04:19:02.550,04:19:02.500,0.72162485
URFA,04:25:09.080,04:25:09.500,0.40673456
URFA,04:40:05.560,04:40:06.100,0.42595768
URFA,05:02:08.290,05:02:08.300,0.92258215
URFA,05:17:15.020,05:17:14.700,0.42013073
URFA,05:20:04.310,05:20:03.800,0.8868214
URFA,05:23:07.830,05:23:07.400,0.93314934
URFA,05:31:40.420,05:31:40.500,0.7145462
URFA,05:33:27.020,05:33:26.700,0.56304574
URFA,05:40:53.670,05:40:53.600,0.37590843
URFA,05:43:18.130,05:43:17.400,0.27733943
URFA,05:49:46.100,05:49:45.500,0.9781001
URFA,05:56:05.890,05:56:05.100,0.8682066
URFA,06:18:17.370,06:18:16.900,0.4755717
URFA,06:28:08.120,06:28:07.300,0.4154837
URFA,06:31:58.770,06:31:58.500,0.2959848
URFA,06:40:10.080,06:40:10.100,0.6021759
URFA,06:43:44.260,06:43:43.300,0.58592236
URFA,06:50:06.470,06:50:05.900,0.84325856
URFA,06:53:06.810,06:53:06.900,0.46983397
URFA,06:55:20.540,06:55:21.100,0.42970946
URFA,07:12:37.280,07:12:37.900,0.49358645
URFA,07:19:47.120,07:19:46.600,0.33824757
URFA,07:26:19.890,07:26:20.100,0.3304357
URFA,07:36:06.020,07:36:06.200,0.35293126
URFA,07:41:31.890,07:41:31.900,0.93085134
URFA,07:47:53.550,07:47:53.700,0.47732878
URFA,07:53:54.010,07:53:54.900,0.36585698
URFA,08:02:32.330,08:02:31.900,0.85495514
URFA,08:15:10.360,08:15:09.400,0.5762703
URFA,08:21:55.830,08:21:54.900,0.9260951
URFA,08:36:26.420,08:36:26.300,0.41161188
URFA,08:38:40.970,08:38:40.900,0.7128457
URFA,08:40:37.420,08:40:36.600,0.4389865
URFA,08:44:59.310,08:44:59.400,0.9259033
URFA,09:21:18.130,09:21:17.700,0.7533957
URFA,10:07:51.910,10:07:51.700,0.8725019
URFA,10:12:32.260,10:12:31.800,0.4752469
URFA,10:15:20.780,10:15:21.600,0.38381463
URFA,10:21:57.750,10:21:57.700,0.48833314
URFA,11:12:06.960,11:12:06.800,0.32145947
URFA,11:24:07.620,11:24:08.500,0.30604556
URFA,11:31:05.020,11:31:05.700,0.33155054
URFA,11:35:51.750,11:35:51.200,0.3286697
URFA,11:51:41.800,11:51:41.400,0.34294212
URFA,11:58:59.000,11:58:58.400,0.51999295
URFA,12:14:11.320,12:14:10.900,0.27511728
URFA,12:28:56.130,12:28:56.600,0.38294622
URFA,12:35:02.400,12:35:01.500,0.5655655
URFA,12:39:37.070,12:39:36.100,0.49272537
URFA,13:00:35.500,13:00:35.000,0.7831496
URFA,13:33:38.600,13:33:37.900,0.29076836
URFA,13:39:47.740,13:39:47.700,0.8873286
URFA,13:52:24.640,13:52:24.800,0.8096442
URFA,14:10:35.750,14:10:34.900,0.38793367
URFA,14:27:34.510,14:27:34.500,0.27406734
URFA,14:38:50.750,14:38:50.700,0.32753706
URFA,14:51:30.340,14:51:29.500,0.77028483
URFA,14:58:08.450,14:58:07.600,0.6834258
URFA,15:06:47.770,15:06:47.200,0.45733663
URFA,15:14:52.790,15:14:52.800,0.530682
URFA,15:33:53.160,15:33:52.200,0.83518386
URFA,15:51:43.240,15:51:42.500,0.41665
URFA,16:35:34.820,16:35:34.300,0.68126565
URFA,16:52:21.850,16:52:21.400,0.43490222
URFA,17:05:07.010,17:05:06.700,0.40002185
URFA,17:10:29.690,17:10:29.500,0.91614294
URFA,17:39:39.300,17:39:39.500,0.4358011
URFA,17:47:12.060,17:47:11.600,0.30323896
URFA,17:49:20.350,17:49:20.600,0.31327397
URFA,18:20:22.500,18:20:22.900,0.27697617
URFA,18:27:11.800,18:27:12.200,0.5187659
URFA,18:30:07.920,18:30:07.200,0.3995047
URFA,18:32:55.640,18:32:55.900,0.46472508
URFA,18:51:48.100,18:51:47.800,0.5322055
URFA,18:53:54.950,18:53:54.900,0.46657687
URFA,18:56:09.880,18:56:09.600,0.95932156
URFA,19:40:33.960,19:40:34.000,0.9590769
URFA,19:44:05.360,19:44:04.500,0.5751672
URFA,19:46:50.250,19:46:50.200,0.9561282
URFA,20:12:11.590,20:12:11.600,0.809129
URFA,20:23:29.090,20:23:28.800,0.41464496
URFA,20:26:29.660,20:26:29.500,0.6112429
URFA,20:35:23.400,20:35:23.400,0.9659915
URFA,20:36:19.570,20:36:19.700,0.42570493
URFA,20:38:20.250,20:38:19.400,0.7651017
URFA,20:41:54.440,20:41:54.900,0.36512053
URFA,21:20:06.480,21:20:06.100,0.7698036
URFA,21:21:24.340,21:21:24.200,0.56324255
URFA,22:06:34.860,22:06:35.000,0.5033072
URFA,22:11:57.350,22:11:56.400,0.59106636
URFA,22:16:37.220,22:16:36.300,0.43683738
URFA,22:20:19.410,22:20:19.300,0.396775
URFA,22:26:42.860,22:26:42.400,0.36349812
URFA,22:40:22.670,22:40:21.900,0.9909742
URFA,22:59:25.570,22:59:25.500,0.71112454
URFA,23:02:19.030,23:02:18.600,0.36367056
URFA,23:13:04.290,23:13:04.300,0.9095844
URFA,23:13:54.350,23:13:53.600,0.29251027
URFA,23:15:06.400,23:15:06.200,0.3682793
URFA,23:27:34.270,23:27:33.300,0.2895013
URFA,23:38:51.080,23:38:51.400,0.28116617
URFA,23:43:51.350,23:43:50.400,0.42820892
UVEZ,08:24:57.300,08:24:57.200,0.8085973
UVEZ,08:32:04.450,08:32:04.500,0.99562454
UVEZ,09:53:09.230,09:53:09.300,0.9224105
UVEZ,18:26:29.530,18:26:29.900,0.87245494
VRTB,03:18:52.810,03:18:52.900,0.40301743
VRTB,03:33:40.000,03:33:40.100,0.34743446
YAYO,04:24:47.460,04:24:47.500,0.9594978
YAYX,09:31:20.830,09:31:20.700,0.26985836
YAYX,14:45:28.630,14:45:27.900,0.40117577
YAYX,20:44:40.920,20:44:41.700,0.3262867
YAYX,22:30:19.670,22:30:19.900,0.30879867
