,file_name,begin_time,phase_time,phase_score,phase_type,station_id
199,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:28:57.580000Z,0.138,P,GULA
200,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:28:56.980000Z,0.505,P,GULA
201,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:29:04.000000Z,0.803,P,GULA
202,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:35:30.560000Z,0.147,P,GULA
203,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:36:56.000000Z,0.105,P,GULA
204,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:37:07.000000Z,0.418,P,GULA
205,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:43:40.290000Z,0.246,P,GULA
206,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:47:43.000000Z,0.285,P,GULA
207,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:50:56.000000Z,0.383,P,GULA
208,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:51:05.980000Z,0.104,P,GULA
209,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:52:29.000000Z,0.745,P,GULA
210,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:55:20.690000Z,0.443,P,GULA
211,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:55:21.000000Z,0.48,P,GULA
212,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:59:03.890000Z,0.146,P,GULA
213,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:59:01.940000Z,0.142,P,GULA
214,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:58:57.930000Z,0.224,P,GULA
216,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:18:48.490000Z,0.197,S,GULA
217,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:27:15.890000Z,0.111,S,GULA
218,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:28:08.190000Z,0.38,S,GULA
219,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:29:02.590000Z,0.366,S,GULA
220,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:29:02.570000Z,0.337,S,GULA
221,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:29:02.690000Z,0.1,S,GULA
222,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:29:31.700000Z,0.457,S,GULA
223,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:37:42.360000Z,0.712,S,GULA
224,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:47:42.990000Z,0.159,S,GULA
225,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:48:17.630000Z,0.528,S,GULA
226,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:48:17.630000Z,0.577,S,GULA
227,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:52:31.690000Z,0.392,S,GULA
228,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:53:04.130000Z,0.219,S,GULA
229,GULA_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:55:51.320000Z,0.312,S,GULA
