No,Code,Latitude,Longitude,Elivation Mt.,Location,OpenDate,Notes - İstasyon Kurulumunu Yapanlar,Sensor and Digitizer,Netwok Code,SensorType,Registry,Status,CloseDate,fType
1,BOZU,39.9107,30.0325,850,Bozuyuk,20120501,AnadoluUniv.,T6761/C054,AU,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
2,CIFT,39.3612,31.0626,895,Cifteler-ESKISEHIR,20130313,Anadolu Univ,T37501/A4284,AU,[B] 3TD/CMG-DM24,YES,OPEN,OnSite,HZ
3,KUTH,39.3955,30.0213,1300,Kutahya,20120501,AnadoluUniv.,T6760/C050,AU,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
4,MIHA,39.868,31.4832,850,Mihaliccik,20120501,AnadoluUniv.,T6763/C053,AU,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
5,SIVR,39.4398,31.5395,1061,Sivrihisar,20120501,AnadoluUniv.,T6753/C049,AU,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
6,SRCK,40.0417,30.6259,331,Saricakayalar-ESKISEHIR,20130313,Anadolu Univ.,T37535/A4285,AU,[B] 3TD/CMG-DM24,YES,OPEN,OnSite,HZ
7,JMB,42.4667,26.5833,216,BS_JMB,20040401,Bulgaristan,xxx/yyy,BS,[B] CMG-40T/CMG-DM24,YES,OPEN,OnSite,HZ
8,KDZ,41.6303,25.3397,340,BS_KDZ,20040101,Bulgaristan,xxx/yyy,BS,[B] 3ESPC/REFTEK-130,YES,OPEN,OnSite,HZ
9,PLD,42.1049,24.7031,176,BS_PLD,20040401,Bulgaristan,xxx/yyy,BS,[B] CMG-40T/CMG-DM24,YES,OPEN,OnSite,HZ
10,PSN,43.6375,28.1359,180,BS_PSN,20060101,Bulgaristan,xxx/yyy,BS,[B] KS2000/REFTEK-130,YES,OPEN,OnSite,RAD
11,OSC1,33.5,31.2768,0,OBS AKDENIZ,19900101,Güney KIBRIS,T35821/A1359,CQ,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
12,OSC2,33.0749,32.2669,0,OBS AKDENIZ,19900101,Güney KIBRIS,T35821/A1359,CQ,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
13,APE,37.0727,25.523,608,YUNANISTAN,19981023,GFZ,xxx/yyy,GE,[B] STS-2/PS6-SC,YES,OPEN,OnSite,RAD
14,CSS,34.9622,33.3307,396,Güney Kibris,19990721,GFZ,xxx/yyy,GE,[B] STS-2/Q380,YES,OPEN,OnSite,RAD
15,EIL,29.6699,34.9512,210,Israil,20000101,GFZ,xxx/yyy,GE,[B] STS-2/Q330,YES,OPEN,OnSite,RAD
16,GVD,34.8392,24.0873,180,GE_GVD,19991101,GFZ,xxx/yyy,GE,[B] STS-2/PS6-SC,YES,OPEN,OnSite,RAD
17,IMMV,35.4607,23.9812,230,Girit,20100716,GFZ,xxx/yyy,GE,[B] STS-2/PS6-SC,YES,OPEN,OnSite,RAD
18,ISP,37.8446,30.5089,1155,Isparta,19980101,GFZ,01000010FA80E0FF/yyy,GE,[B] STS-1/Q330,YES,OPEN,OnSite,RAD
19,KARN,35.4018,23.9174,420,GE_KARN,20000101,GFZ,xxx/yyy,GE,[B] STS-2/Q4120,YES,OPEN,OnSite,RAD
20,KARP,35.5471,27.161,524,GE_KARP,20080405,GFZ,xxx/yyy,GE,[B] STS-2/PS6-SC,YES,OPEN,OnSite,RAD
21,KTHA,36.2566,23.0621,360,GE_KTHA,20130618,GFZ,xxx/yyy,GE,[B] STS-2/PS6-SC,YES,OPEN,OnSite,RAD
22,SANT,36.371,25.459,540,GE_SANT,19970620,GFZ,xxx/yyy,GE,[B] STS-2/PS6-SC,YES,OPEN,OnSite,RAD
23,SIVA,35.0178,24.812,95,GE_SIVA,20041201,GFZ,xxx/yyy,GE,[B] CMG-3ESPC/PS6-SC,YES,OPEN,OnSite,RAD
24,TIRR,44.4582,28.4128,77,GE_TIRR,20000101,GFZ,xxx/yyy,GE,[B] STS-2/PS6-SC,YES,OPEN,OnSite,RAD
25,UJAP,31.952,35.4644,0,Israil,19000101,GFZ,NA,GE,SensorType,Registry,Status,CloseDate,HZ
26,ZKR,35.1147,26.217,270,GE_ZKR,20100718,GFZ,xxx/yyy,GE,[B] STS-2/PS6-SC,YES,OPEN,OnSite,RAD
27,AKH,41.4097,43.4928,1708,TI_AKHA,20080910,GURCISTAN,T34766/C038,GO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
28,BATM,41.604,41.6936,268,Batum-Gürcistan,19900101,GURCISTAN,T34766/C038,GO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
29,CHVG,42.84,42.718,390,GEORGIA,20090601,GURCISTAN,xxx/yyy,GO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
30,DGRG,41.4507,45.3728,690,,19900101,GURCISTAN,T4F58/D0920,GO,[B] 40T/CMG-DM24,YES,OPEN,OnSite,HZ
31,ONI,42.5903,43.4525,810,Gürcistan,20040930,GURCISTAN,T3F32/xxx,GO,[B] CMG-3T/gmsys2009,YES,OPEN,OnSite,HZ
32,TBLG,41.731,44.738,580,TI_DELI,20000101,GURCISTAN,T3E90/DA15,GO,[B] CMG-3T/CMG-DM24,YES,OPEN,OnSite,HZ
33,GVDS,34.8389,24.0585,348,Crete,19900101,HSNC Netok Istasyonu,xxx/yyy,HC,[B] CMG-3ESPC/REFTEK-130,YES,OPEN,OnSite,RAD
34,HRKL,35.3115,25.1015,81,Crete-Girit,19900101,HSNC Network Istasyonu,xxx/yyy,HC,[B] 3ESPC/REFTEK-130,YES,OPEN,OnSite,HZ
35,KNDR,35.2348,23.6248,14,Crete-Girit,19900101,HSNC Network Istasyonu,xxx/yyy,HC,[B] CMG-3ESPC/REFTEK-130,YES,OPEN,OnSite,RAD
36,KOSK,36.7516,26.9785,10,Crete-Girit,19900101,HSNC Netwrok Istasyonu,xxx/yyy,HC,[B] 3ESPC/REFTEK-130,YES,OPEN,OnSite,HZ
37,RODP,35.5604,23.7577,308,Crete,19900101,HSNC Netok Istasyonu,xxx/yyy,HC,[B] CMG-3ESPC/REFTEK-130,YES,OPEN,OnSite,RAD
38,THT2,36.4351,25.4218,24,Crete,19900101,HSNC Netok Istasyonu,xxx/yyy,HC,[B] CMG-3ESPC/REFTEK-130,YES,OPEN,OnSite,RAD
39,ARG,36.216,28.126,170,YUNANISTAN,19971014,Atina-Yunanistan,xxx/yyy,HL,[B] Le3D/HDR24-SC,YES,OPEN,OnSite,RAD
40,ATH,37.9738,23.7177,0,YUNANISTAN,20100302,Atina-Yunanistan,NA,HL,BB,YES,OPEN,OnSite,HZ
41,ITM,37.1787,21.9252,423,YUNANISTAN,19970605,Atina-Yunanistan,xxx/yyy,HL,[B] STS-2/HDR24-SC,YES,OPEN,OnSite,RAD
42,KEK,39.7127,19.7962,227,YUNANISTAN,20070714,Atina-Yunanistan,xxx/yyy,HL,[B] STS-2/HDR24-SC,YES,OPEN,OnSite,RAD
43,LAST,35.162,25.478,870,YUNANISTAN,20040622,Atina-Yunanistan,xxx/yyy,HL,[B] 40T/PS6-SC,YES,CLOSED,20110720,HZ
44,LIA,39.8972,25.1805,67,YUNANISTAN,20100101,Atina-Yunanistan,xxx/yyy,HL,[B] CMG-3ESPC/PS6-SC,YES,OPEN,OnSite,HZ
45,NISR,36.6106,27.1309,48,YUNANISTAN,20100615,Atina-Yunanistan,xxx/yyy,HL,[B] 40T/PS6-SC,YES,OPEN,OnSite,HZ
46,NVR,41.3485,23.8652,627,YUNANISTAN,20101207,Atina-Yunanistan,xxx/yyy,HL,[B] 3ESP/CMG-DM24,YES,OPEN,Onsite,HZ
47,PLG,40.3733,23.4444,566,YUNANISTAN,20101208,Atina-Yunanistan,xxx/yyy,HL,[B] 3ESP/CMG-DM24,YES,OPEN,Onsite,HZ
48,PRK,39.2456,26.265,130,YUNANISTAN,20100101,Atina-Yunanistan,xxx/yyy,HL,[B] STS-2/HDR24-SC,YES,OPEN,OnSite,RAD
49,RDO,41.145,25.5355,116,YUNANYSTAN,19981215,Atina-Yunanistan,xxx/yyy,HL,[B] CMG-3ESPC/HDR24-SC,YES,OPEN,OnSite,RAD
50,SMG,37.7042,26.8377,348,YUNANISTAN,20100101,Atina-Yunanistan,xxx/yyy,HL,[B] Trillium 120P/TRIDENT,YES,OPEN,Onsite,HZ
51,SMTH,40.4709,25.5304,365,YUNANISTAN,20100101,Atina-Yunanistan,xxx/yyy,HL,[B] CMG-3ESPC/PS6-SC,YES,OPEN,Onsite,HZ
52,AGG,39.0212,22.336,622,HT_AGG,20070112,SELANIK,xxx/yyy,HT,[B] CMG-3ESP/TRIDENT,YES,OPEN,OnSite,HZ
53,ALN,40.8957,26.0497,110,HT_ALN,20070201,SELANIK,xxx/yyy,HT,[B] CMG-3ESP/TRIDENT,YES,OPEN,OnSite,HZ
54,AOS,39.1654,23.8639,230,HT_AOS,20080410,SELANIK,xxx/yyy,HT,[B] CMG-3ESP/TAURUS,YES,OPEN,OnSite,HZ
55,CHOS,38.3869,26.0506,854,HT_CHOS,20060330,SELANIK,xxx/yyy,HT,[B] CMG-3ESP/TRIDENT,YES,OPEN,OnSite,HZ
56,FNA,40.7818,21.3935,750,HT_FNA,20070525,SELANIK,xxx/yyy,HT,[B] CMG-3ESP/HRD-24,YES,OPEN,OnSite,HZ
57,GRG,40.9558,22.4028,600,HT_GRG,20070430,SELANIK,xxx/yyy,HT,[B] CMG-3ESP/TAURUS,YES,OPEN,OnSite,HZ
58,HORT,40.5978,23.0995,925,HT_HORT,20000101,SELANIK,xxx/yyy,HT,[B] CMG-3ESP/TRIDENT,YES,OPEN,OnSite,HZ
59,IGT,39.5315,20.33,270,HT_IGT,20080212,SELANIK,xxx/yyy,HT,[B] CMG-3ESP/HRD-24,YES,OPEN,OnSite,HZ
60,KNT,41.162,22.898,380,HT_KNT,20080604,SELANIK,xxx/yyy,HT,[B] CMG-3ESP/HRD-24,YES,OPEN,OnSite,HZ
61,NIS1,36.6023,27.1782,378,HT_NIS1,20080524,SELANIK,xxx/yyy,HT,[B] CMG-3ESP/TAURUS,YES,OPEN,OnSite,HZ
62,OUR,40.3325,23.9791,117,HT_OUR,20080422,SELANIK,xxx/yyy,HT,[B] CMG-3ESP/TRIDENT,YES,OPEN,OnSite,HZ
63,PAIG,39.9363,23.6768,213,,19900101,SELANIK,xxx/yyy,HT,[B] CMG-3ESP/TAURUS,YES,OPEN,OnSite,HZ
64,SIGR,39.2114,25.8553,92,HT_SIGR,20071221,SELANIK,xxx/yyy,HT,[B] CMG-3ESP/TRIDENT,YES,OPEN,OnSite,HZ
65,THR1,36.3712,25.4597,522,HT_THR1,20080602,SELANIK,xxx/yyy,HT,[S] S13/TRIDENT,YES,OPEN,OnSite,RAD
66,THR5,36.4172,25.3478,180,HT_THR5,20080602,SELANIK,xxx/yyy,HT,[S] S13/TRIDENT,YES,OPEN,OnSite,RAD
67,KIV,43.9553,42.6863,0,II_KIV,19900101, --,xxx/yyy,II,[B] STS-1/xxx,YES,OPEN,OnSite,RAD
68,BLBS,39.725,33.639,1440,Ankara-Belbasi (Kirikkale-Keskin),19900101,CTBTO,T35092/yyy,IM,[B] CMG-3TB/AIM24S-3,YES,OPEN,OnSite,HZ
69,BR131,39.725,33.639,1440,Ankara-Belbasi,19000101,CTBTO,NA,IM,NA,NA,CLOSED,NA,HZ
70,BRTR,39.725,33.639,1440,Ankara-Belbasi,19000101,CTBTO,NA,IM,NA,NA,CLOSED,NA,HZ
71,HRFI,30.04,35.03,467,IS_HRFI,20031028,ISRAIL,xxx/yyy,IS,[B] STS-2N/Q-4120-M,YES,OPEN,OnSite,RAD
72,KSDI,33.192,35.659,123,GE_KSDI,20020130,ISRAIL,xxx/yyy,IS,[B] STS-2N/Q-4120-M,YES,OPEN,OnSite,RAD
73,KZIT,30.906,34.398,247,IS_KZIT,20031028,ISRAIL,xxx/yyy,IS,[B] STS-2N/Q-4120-M,YES,OPEN,OnSite,RAD
74,MMLI,32.438,35.422,511,IS_MMLI,20031028,ISRAIL,xxx/yyy,IS,[B] STS-2N/Q-4120-M,YES,OPEN,OnSite,RAD
75,ANTO,39.868,32.7937,883,ANKARA,19750101,IU_ANTO,xxx/yyy,IU,[B] KS-36000-I/Q680,YES,OPEN,OnSite,RAD
76,GNI,40.148,44.741,1509,GURCISTAN,20101015,----,xxx/yyy,IU,[B] STS-1/Q330,YES,OPEN,OnSite,RAD
77,ADVT,40.4332,29.7383,193,ABDULVAHAP-IZNIK,20060519,Yavuz GÜNES-Murat BERBEROGLU,T3Y19/A524,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
78,AFSR,39.4468,33.0707,1055,AFSAR-BALA-ANKARA,20080905,Yavuz GÜNES,T3G51/D677,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
79,AGRB,39.5755,42.992,1820,AGRI,20061121,ZAFER ÖGÜTÇÜ,T3Z08/A646,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
80,AKA3,36.1588,33.5508,141,Akkuyu,20110701,Geçici kod,T5V58/A2538,KO,[A] 5T/CMG-DM24,YES,CLOSED,20190726,HZ
81,AKDA,40.1034,41.3636,1882,ERZURUM,19000101,ERZURUM,T6I83/C2655,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
82,AKDM,38.3285,42.98,1662,Akdamar,20121129,Notes,T33971/B086,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
83,AKDN,35.2977,32.9677,85,KKTC-AKDENIZ,20080101,"MY, MS",T5H84/C780,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
84,AKIN,35.0157,33.4662,225,KKTC-AKINCILAR,20080101,"MY, MS",T5H81/C786,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
85,AKK1,36.161,33.5757,7,Akkuyu,20110701,Dogan Kalafat-Murat Suvarikli-Zafer ÖGÜTÇÜ,T5AF5/C2231,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
86,AKK2,36.1461,33.5457,33,Akkuyu,20110701,Dogan Kalafat-Murat Suvarikli-Zafer ÖGÜTÇÜ,T5BR5/C2516,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
87,AKKU,36.1588,33.5508,141,AKKUYU Vel,20110701,DOGAN-ZAFER-MURAT,T36893/A2538,KO,[B] 3ESPC/CMG-DM24,YES,CLOSED,20190713,HZ
88,AKS,38.8785,27.8129,385,AKHISAR MANISA,20111005,ZAFER ÖGÜTÇÜ-NAFIZ KAFADAR,T5U82/C1494,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
89,ALAN,36.557,32.0327,215,Alanya-ANTALYA,20110810,Ivme Olcer,T5V18/C1469,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
90,ALT,39.0541,30.1104,1060,Altintas,20200225,MS-ÖÇ,T5U95/C1529,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
91,ANTB,36.8998,30.6538,20,ANTALYA,20050105,Jeofizik ABD,T3721/D0946,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
92,APMY,37.4717,29.3018,930,Acipayam-DENIZLI,20160531,"MS, ZÖ, ÖÇ",T6R04/C3620,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
93,ARMT,40.5683,28.866,320,ARMUTLU-YALOVA,20071217,Yavuz GÜNES-Dogan KALAFAT,[T33973/DC60]-[T5GL2/A6483],KO,[BA] [3ESP]-[5T]/[CMG-DM24]-[CMG-DM24],YES,OPEN,OnSite,HZ
94,ARMU,40.5088,28.838,1,Armutlu-YALOVA,20240325,"IRAP -ivme-selevel-meteo Ozkan C,Mehmet G, Hasan D, SENTEZ",6700/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
95,ARPR,39.0929,38.3356,1522,Arapgir-MALATYA,20130901,Ivme Olcer,[xxx/yyy]-[T5V10/C1498],KO,[BA] [STS-2]-[5TD]/[Q380]-[CMG-CD24],YES,OPEN,OnSite,HZ
96,ASYA,40.8956,27.465,2,ASYAPORT-Barbaros-Suleymanpasa-TEKIRDAG,20210321,Dogan Kalafat-Ozkan Cok - SEALEVEL+IVME ,4010/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
97,ATA5,39.9046,41.2447,1857,ERZURUM,19000101,ERZURUM,T5809 / DE06,KO,[A] 5TD/CMG-DM24,YES,OPEN,OnSite,HZ
98,ATAM,40.9688,28.875,1,Atakoy-ISTANBUL,20240315,"IRAP -ivme-selevel-meteo Murat S,Mehmet G, Hasan D, SENTEZ",6706/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
99,AVCI,40.9958,28.7225,90,Avcylar-Istanbul Univ.,20140129,Istanbul UNiv. Avcilar Kampusu,T5V01/C1493,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
100,AYDB,37.9467,27.8908,1246,AYDIN,20091003,Yavuz GÜNES,T35810/A1296,KO,[B] 3ESPC/CMG-DM24,YES,OPEN,OnSite,HZ
101,BABD,37.802,28.8531,900,Babadag-DENIZLI,20201223,"Dogan Kalafat, Murat Suvarikli - Özkan Çok",T6X87/C4451,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
102,BAKL,37.9793,29.6135,1032,Baklan- DENIZLI,20201223,"Dogan Kalafat, Murat Suvarikli - Özkan Çok",T6W67/C4342,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
103,BALB,39.6507,27.8642,266,BALIKESIR,20030411,"MS,OC_SP-IVME oldu.",[T4X33/A4002]-[T5CH8/A4177],KO,[SA] [40T]-[5T]/[CMG-DM24]-[CMG-DM24],YES,OPEN,OnSite,HZ
104,BASM,37.9194,30.035,897,Basmakci-Afyon,20131121,IVME ve 40T birarada,[T4X37/A4004]-[T5CH6/A4158],KO,[SA] [40T]-[5T]/[CMG-DM24]-[CMG-DM24],YES,OPEN,OnSite,HZ
105,BAYT,40.3937,40.141,1680,BAYBURT,20080912,Yavuz GÜNES,T35520/C830,KO,[B] 3ESPC/CMG-DM24,YES,OPEN,OnSite,HZ
106,BBRN,36.6796,28.0587,194,Bozburun-Marmaris-MUGLA,20130116,Ivme Olcer,T5BS0/C2525,KO,[A] 5TD/CMG-CD24,YES,CLOSED,20131225,HZ
107,BCA,41.445,41.6223,500,Borcka,20060524,----,T3Z65/A539,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
108,BCK,37.4602,30.5885,858,BCK,20231215,20070329 BB OLARAK KURULDU- 20231215 SM OLDU,T5U81/C1521,KO,[A] 5T/CMG-DM24,YES,OPEN,OnSite,HZ
109,BECA,36.1562,33.5595,217,AKKUYU MERKEZ IVME (YENI YER),20190727,Yavuz GÜNES-Dogan KALAFAT,T5V58/A2538,KO,[A] 5T/CMG-DM24,YES,OPEN,OnSite,HZ
110,BECE,36.1562,33.5595,217,AKKUYU MERKEZ HIZ (YENI YER),20190727,Yavuz GÜNES-Dogan KALAFAT,T36893/A2538,KO,[B] 3ESPC/CMG-DM24,YES,OPEN,OnSite,HZ
111,BERE,36.3476,33.2228,1383,Akkuyu,20110701,Dogan Kalafat-Murat Suvarikli-Zafer ÖGÜTÇÜ,T6X78/C4455,KO,[B] 6T/CMG-DM24,YES,OPEN,OnSite,HZ
112,BGKT,41.181,28.773,80,Bogazkoy,20070529,Yavuz GÜNES-Dogan KALAFAT,T33972/A720,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
113,BIGA,40.2813,27.1505,60,Biga-CANAKKALE,20191121,IVME OLCER-TOLGA BEKLER,T5DP6/C3134,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
114,BLCB,38.3853,27.042,150,BALÇOVA-IZMIR,20041004,Jeofizik ABD,T3727/D0935,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
115,BLVD,38.7946,31.095,1220,Tasagil-BOLVADIN-AFYON,20190709,Yavuz Gunes-D.Kalafat-M.Kara,T6V59/C4308,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
116,BMYO,39.8098,26.6009,121,Bayramic-MYO-CANAKKALE,20221121,Tolga BEKLER,T5BN4/C2537,KO,[A] 5T/CMG-DM24,YES,OPEN,OnSite,HZ
117,BNGB,38.9913,40.6792,1180,BINGÖL,20081121,ZAFER ÖGÜTÇÜ-MEHMET KARA,T34563/C640,KO,[B] 3ESPC/CMG-DM24,YES,OPEN,OnSite,HZ
118,BNN,38.8521,35.8472,1380,Bonyan,20070123,----,T3W31/A616,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
119,BODA,37.0348,27.4304,12,Bodrum Belediyesi-MUGLA,20200206,Dogan Kalafat-Ozkan Cok - SEALEVEL+IVME ,3071/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
120,BODM,37.031,27.4246,0,Bodrum-Su Seviyesi-MUGLA,20200206,Dogan Kalafat-Ozkan Cok - SEALEVEL+IVME ,3070/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
121,BODT,37.0622,27.3103,379,BODRUM,20050214,Yavuz GÜNES-Dogan KALAFAT,T3795/DF25,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
122,BOLI,40.7175,31.5148,910,BOLU Izzet Baysal Universitesi,20231227,Yavuz GUNES-Dogan Kalafat-Zafer ÖGÜTÇÜ,T6X12/C4398,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
123,BOTS,40.9902,27.981,30,Botas Acc,20110101,--,T5BP7/C2490,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
124,BOZY,36.1069,32.9763,9,Bozyazi Acc,20110101,Turkcell-Ivme Olcer,T5AG1/C2226,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
125,BRGA,40.8846,29.065,67,BURGAZ ADA,20120912,DEP.MÜH,T5BT8/C2524,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
126,BUYA,40.8694,29.1278,40,BUYUK ADA ,20120912,DEP.MUH.,T5BP4/C2515,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
127,BUYK,41.0168,28.5828,2,Büyükçekmece-İSTANBUL,20210528,Özkan Çok-Murat Suvarıklı SEALEVEL+IVME,4008/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
128,BYKA,40.8738,29.1251,1,Buyukada-ISTANBUL,20240421,"IRAP -ivme-selevel-meteo,Ozkan ç, Mehmet G, Hasan D, SENTEZ",6717/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
129,BZK,41.96,34.0035,158,Bozkurt,20060803,Yavuz GÜNES,T3W27/A649,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
130,CADB,40.9534,29.083,1,Caddebostan-ISTANBUL,20240221,"IRAP -ivme-selevel-meteo Murat-Özkan-Mehmet-Burak, Hasan D,-SENTEZ",6707/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
131,CAME,36.9435,29.3023,1391,Cameli-DENIZLI,20141015,IVME ve 40T Birarada,[T4X35/A3860]-[T5CJ5/A4181],KO,[SA] [40T]-[5T]/[CMG-DM24]-[CMG-DM24],YES,OPEN,OnSite,HZ
132,CANB,40.0167,27.0625,229,,20041201,,T6248/yyy,KO,[B] 6T/CMG-CD24,YES,CLOSED,20061212,HZ
133,CAND,38.9542,26.8031,157,Candarly,20110101,Turkcell-Ivme Olcer,T5U89/C1456,KO,[A] 5TD/CMG-CD24,YES,CLOSED,20200225,HZ
134,CANM,40.0113,27.0529,180,Can-Canakkale,20170222,Canakkale 18 Mart Ivme Short Period,[T4X49/A4097]-[T5CJ2/A4188],KO,[SA] [40T]-[5T]/[CMG-DM24]-[CMG-DM24],YES,OPEN,OnSite,HZ
135,CANT,40.6062,33.6193,815,Cankiri,20061212,Cankiri,T3G53/DC18,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
136,CAVI,40.2018,29.8377,670,ÇAVUSKÖY-IZNIK,20070927,Mehmet KARA- Özkan ÇOK,T3W90/A607,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
137,CAYL,40.3745,36.159,750,Cayli-TURHAL-TOKAT,20230713,Murat Suvarikli - Özkan Çok,T6X20/C4406,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
138,CESE,38.3306,26.2997,95,Cesme,20110101,Turkcell-Ivme Olcer,T5U85/C1531,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
139,CEYT,37.0105,35.7478,100,Ceyhan,20050824,Yavuz GÜNES-Dogan KALAFAT,T3J63/DC38,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
140,CHAY,41.0862,40.7253,60,Cayeli Ivme Olcer,20120318,Cayeli Ivme Olcer,T5BN7/C2542,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
141,CHBY,38.5823,32.8902,1086,CAL,20090601,Yavuz Gunes-Dogan Kalafat - Zafer OgutcuTUZ GOLU PROJESI,T6990/C1019,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
142,CHOM,41.097,40.7612,422,Cayeli Broadband,20120323,Cayeli Istasyonlari,T33976/B088,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
143,CLDR,39.144,43.9172,2094,ÇALDIRAN-VAN,20041216,MURAT SUVARIKLI,T3M23/DE26,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
144,CMRD,37.6623,34.9902,1234,Camardi-Nigde,20131119,IVME ve 40T birarada,[T4X30/A4092]-[T5CH4/A4178],KO,[SA] [40T]-[5T]/[CMG-DM24]-[CMG-DM24],YES,OPEN,OnSite,HZ
145,CORM,40.1785,34.6302,1292,SUNGURLU-ÇORUM,20041008,Yavuz GÜNES,T3M24/DE27,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
146,CRLT,41.129,27.736,230,Corlu,20070801,----,T35497/C809,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
147,CRLU,41.1428,27.8215,126,Corlu-TEKIRDAG,20221215,Yavuz Gunes-Dogan Kalafat - Zafer Ogutcu,5410/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
148,CTKS,41.2373,28.5072,47,KESTANELIK-CATALCA,20070928,Yavuz GÜNES-Dogan KALAFAT,T33974/A461,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
149,CTTX,41.3422,28.3577,378,,19981020,,T4611/176,KO,[B] 40T/CMG-DM24,YES,CLOSED,20080101,HZ
150,CTYL,41.476,28.2897,77,YALIKÖY - ÇATALCA,20070929,Yavuz GÜNES-Dogan KALAFAT,[T3X32/A652]-[T5U79/C1525],KO,[BA] [3T]-[5TD]/[CMG-DM24]-[CMG-CD24],YES,OPEN,OnSite,HZ
151,CUKT,37.2473,43.6077,1298,Cukurca-HAKKARI,20051001,Sadık_SAHINASLAN-İvme Ölçer konuldu.20240731,[T3P62/A102]-[T5V07/C1476],KO,[BA] [3ESP]-[5TD]/[CMG-DM24]-[CMG-CD24],YES,OPEN,OnSite,HZ
152,CUND,39.336,26.6663,10,Cunda Adasi,20110101,Turkcell-Ivme Olcer,T5V91/C1555,KO,[A] 5TD/CMG-CD24,YES,CLOSED,20141225,HZ
