,file_name,begin_time,phase_time,phase_score,phase_type,station_id
0,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:03:28.000000Z,0.369,P,ADVT
1,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:05:16.290000Z,0.274,P,ADVT
2,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:19:18.840000Z,0.34,P,ADVT
3,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:19:18.810000Z,0.281,P,ADVT
4,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:19:18.810000Z,0.485,P,ADVT
5,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:24:30.000000Z,0.132,P,ADVT
6,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:24:53.030000Z,0.257,P,ADVT
7,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:41:10.130000Z,0.254,P,ADVT
8,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:41:10.110000Z,0.165,P,ADVT
10,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:19:22.030000Z,0.183,S,ADVT
11,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:19:22.030000Z,0.159,S,ADVT
12,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:19:22.090000Z,0.245,S,ADVT
13,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:24:58.030000Z,0.106,S,ADVT
14,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:24:58.070000Z,0.137,S,ADVT
15,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:24:58.090000Z,0.164,S,ADVT
16,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:41:18.120000Z,0.242,S,ADVT
17,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:41:18.120000Z,0.245,S,ADVT
18,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:41:18.120000Z,0.226,S,ADVT
19,ADVT_20230206_0200,2023-02-06T02:00:00.000000Z,2023-02-06T02:45:53.690000Z,0.226,S,ADVT
19,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:11:49.890000Z,0.204,P,ADVT
20,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:11:49.890000Z,0.273,P,ADVT
21,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:21:53.980000Z,0.22,P,ADVT
22,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:25:02.790000Z,0.205,P,ADVT
23,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:25:02.880000Z,0.208,P,ADVT
24,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:25:02.840000Z,0.229,P,ADVT
25,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:25:02.990000Z,0.453,P,ADVT
26,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:25:04.000000Z,0.891,P,ADVT
27,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:25:17.000000Z,0.321,P,ADVT
29,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:12:01.390000Z,0.109,S,ADVT
30,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:12:01.390000Z,0.483,S,ADVT
31,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:12:01.390000Z,0.481,S,ADVT
32,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:12:01.390000Z,0.17,S,ADVT
33,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:20:35.730000Z,0.13,S,ADVT
34,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:20:35.760000Z,0.257,S,ADVT
35,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:25:25.770000Z,0.368,S,ADVT
36,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:25:25.770000Z,0.519,S,ADVT
37,ADVT_20230206_0400,2023-02-06T04:00:00.000000Z,2023-02-06T04:25:25.760000Z,0.286,S,ADVT
37,AFSR_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:18:32.000000Z,0.533,P,AFSR
38,AFSR_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:18:42.000000Z,0.612,P,AFSR
39,AFSR_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:18:52.000000Z,0.141,P,AFSR
40,AFSR_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:27:44.010000Z,0.139,P,AFSR
41,AFSR_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:27:54.000000Z,0.468,P,AFSR
42,AFSR_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:29:09.980000Z,0.106,P,AFSR
43,AFSR_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:29:18.010000Z,0.262,P,AFSR
44,AFSR_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:37:22.000000Z,0.264,P,AFSR
45,AFSR_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:37:28.000000Z,0.757,P,AFSR
47,AFSR_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:37:37.090000Z,0.169,S,AFSR
48,AFSR_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:37:46.400000Z,0.427,S,AFSR
49,AFSR_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:37:46.400000Z,0.356,S,AFSR
50,AFSR_20230206_0100,2023-02-06T01:00:00.000000Z,2023-02-06T01:37:46.400000Z,0.185,S,AFSR
50,AFSR_20230206_1100,2023-02-06T11:00:00.000000Z,2023-02-06T11:06:16.980000Z,0.202,P,AFSR
51,AFSR_20230206_1100,2023-02-06T11:00:00.000000Z,2023-02-06T11:06:32.010000Z,0.274,P,AFSR
52,AFSR_20230206_1100,2023-02-06T11:00:00.000000Z,2023-02-06T11:12:28.000000Z,0.195,P,AFSR
53,AFSR_20230206_1100,2023-02-06T11:00:00.000000Z,2023-02-06T11:40:32.010000Z,0.19,P,AFSR
54,AFSR_20230206_1100,2023-02-06T11:00:00.000000Z,2023-02-06T11:40:40.000000Z,0.141,P,AFSR
55,AFSR_20230206_1100,2023-02-06T11:00:00.000000Z,2023-02-06T11:52:58.660000Z,0.18,P,AFSR
57,AFSR_20230206_1100,2023-02-06T11:00:00.000000Z,2023-02-06T11:06:38.030000Z,0.237,S,AFSR
58,AFSR_20230206_1100,2023-02-06T11:00:00.000000Z,2023-02-06T11:06:38.000000Z,0.424,S,AFSR
59,AFSR_20230206_1100,2023-02-06T11:00:00.000000Z,2023-02-06T11:41:20.350000Z,0.191,S,AFSR
59,AFSR_20230206_1300,2023-02-06T13:00:00.000000Z,2023-02-06T13:00:57.980000Z,0.138,P,AFSR
60,AFSR_20230206_1300,2023-02-06T13:00:00.000000Z,2023-02-06T13:18:34.060000Z,0.121,P,AFSR
61,AFSR_20230206_1300,2023-02-06T13:00:00.000000Z,2023-02-06T13:18:40.120000Z,0.391,P,AFSR
62,AFSR_20230206_1300,2023-02-06T13:00:00.000000Z,2023-02-06T13:39:54.000000Z,0.158,P,AFSR
63,AFSR_20230206_1300,2023-02-06T13:00:00.000000Z,2023-02-06T13:40:08.010000Z,0.359,P,AFSR
64,AFSR_20230206_1300,2023-02-06T13:00:00.000000Z,2023-02-06T13:45:52.010000Z,0.328,P,AFSR
66,AFSR_20230206_1300,2023-02-06T13:00:00.000000Z,2023-02-06T13:01:59.150000Z,0.534,S,AFSR
67,AFSR_20230206_1300,2023-02-06T13:00:00.000000Z,2023-02-06T13:13:39.710000Z,0.224,S,AFSR
68,AFSR_20230206_1300,2023-02-06T13:00:00.000000Z,2023-02-06T13:19:24.900000Z,0.263,S,AFSR
69,AFSR_20230206_1300,2023-02-06T13:00:00.000000Z,2023-02-06T13:40:34.120000Z,0.145,S,AFSR
70,AFSR_20230206_1300,2023-02-06T13:00:00.000000Z,2023-02-06T13:46:26.490000Z,0.174,S,AFSR
70,AGRB_20230206_0000,2023-02-06T00:00:00.000000Z,2023-02-06T00:02:59.180000Z,0.123,P,AGRB
71,AGRB_20230206_0000,2023-02-06T00:00:00.000000Z,2023-02-06T00:02:58.840000Z,0.121,P,AGRB
72,AGRB_20230206_0000,2023-02-06T00:00:00.000000Z,2023-02-06T00:03:00.840000Z,0.161,P,AGRB
73,AGRB_20230206_0000,2023-02-06T00:00:00.000000Z,2023-02-06T00:02:59.960000Z,0.136,P,AGRB
75,AGRB_20230206_0000,2023-02-06T00:00:00.000000Z,2023-02-06T00:02:58.530000Z,0.164,S,AGRB
76,AGRB_20230206_0000,2023-02-06T00:00:00.000000Z,2023-02-06T00:04:30.560000Z,0.365,S,AGRB
77,AGRB_20230206_0000,2023-02-06T00:00:00.000000Z,2023-02-06T00:04:30.530000Z,0.25,S,AGRB
78,AGRB_20230206_0000,2023-02-06T00:00:00.000000Z,2023-02-06T00:07:54.830000Z,0.129,S,AGRB
79,AGRB_20230206_0000,2023-02-06T00:00:00.000000Z,2023-02-06T00:07:54.830000Z,0.161,S,AGRB
80,AGRB_20230206_0000,2023-02-06T00:00:00.000000Z,2023-02-06T00:07:54.830000Z,0.398,S,AGRB
81,AGRB_20230206_0000,2023-02-06T00:00:00.000000Z,2023-02-06T00:07:54.830000Z,0.381,S,AGRB
82,AGRB_20230206_0000,2023-02-06T00:00:00.000000Z,2023-02-06T00:08:47.070000Z,0.31,S,AGRB
83,AGRB_20230206_0000,2023-02-06T00:00:00.000000Z,2023-02-06T00:08:47.100000Z,0.193,S,AGRB
83,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:09:22.660000Z,0.73,P,AGRB
84,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:09:22.670000Z,0.739,P,AGRB
85,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:09:22.660000Z,0.781,P,AGRB
86,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:09:22.660000Z,0.736,P,AGRB
87,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:11:12.910000Z,0.3,P,AGRB
88,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:11:12.910000Z,0.13,P,AGRB
89,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:17:16.760000Z,0.289,P,AGRB
90,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:17:37.400000Z,0.806,P,AGRB
91,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:17:37.410000Z,0.87,P,AGRB
92,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:18:06.480000Z,0.127,P,AGRB
93,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:20:02.540000Z,0.523,P,AGRB
94,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:20:02.540000Z,0.506,P,AGRB
95,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:20:04.100000Z,0.562,P,AGRB
96,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:20:04.040000Z,0.47,P,AGRB
97,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:05.260000Z,0.814,P,AGRB
98,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:28.010000Z,0.107,P,AGRB
99,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:27.930000Z,0.402,P,AGRB
100,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:28.010000Z,0.611,P,AGRB
101,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:28.000000Z,0.927,P,AGRB
102,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:25:18.000000Z,0.102,P,AGRB
103,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:25:31.030000Z,0.156,P,AGRB
104,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:29:52.910000Z,0.159,P,AGRB
106,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:09:26.670000Z,0.319,S,AGRB
107,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:09:26.670000Z,0.332,S,AGRB
108,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:09:26.670000Z,0.334,S,AGRB
109,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:09:26.670000Z,0.342,S,AGRB
110,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:11:17.490000Z,0.236,S,AGRB
111,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:11:17.510000Z,0.314,S,AGRB
112,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:11:17.490000Z,0.103,S,AGRB
113,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:12:45.230000Z,0.164,S,AGRB
114,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:17:19.510000Z,0.114,S,AGRB
115,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:17:19.520000Z,0.575,S,AGRB
116,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:17:19.540000Z,0.62,S,AGRB
117,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:17:39.920000Z,0.452,S,AGRB
118,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:19:20.430000Z,0.327,S,AGRB
119,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:19:20.430000Z,0.209,S,AGRB
120,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:20:22.090000Z,0.115,S,AGRB
121,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:20:22.090000Z,0.132,S,AGRB
122,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:20:40.470000Z,0.244,S,AGRB
123,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:20:40.470000Z,0.221,S,AGRB
124,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:09.930000Z,0.221,S,AGRB
125,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:41.040000Z,0.487,S,AGRB
126,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:41.040000Z,0.483,S,AGRB
127,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:41.060000Z,0.539,S,AGRB
128,AGRB_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:41.070000Z,0.112,S,AGRB
128,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:03:15.450000Z,0.63,P,AGRB
129,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:03:15.440000Z,0.612,P,AGRB
130,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:03:15.450000Z,0.625,P,AGRB
131,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:03:15.620000Z,0.134,P,AGRB
132,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:13:30.000000Z,0.254,P,AGRB
133,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:16:46.290000Z,0.329,P,AGRB
134,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:16:46.010000Z,0.286,P,AGRB
135,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:16:46.000000Z,0.922,P,AGRB
136,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:16:52.000000Z,0.114,P,AGRB
137,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:20:11.070000Z,0.302,P,AGRB
138,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:20:11.050000Z,0.354,P,AGRB
139,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:20:10.840000Z,0.332,P,AGRB
140,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:20:10.810000Z,0.253,P,AGRB
142,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:03:23.330000Z,0.159,S,AGRB
143,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:03:23.370000Z,0.296,S,AGRB
144,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:03:23.360000Z,0.276,S,AGRB
145,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:03:23.390000Z,0.356,S,AGRB
146,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:09:04.690000Z,0.222,S,AGRB
147,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:09:04.690000Z,0.209,S,AGRB
148,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:09:04.690000Z,0.21,S,AGRB
149,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:10:03.290000Z,0.108,S,AGRB
150,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:10:03.300000Z,0.371,S,AGRB
151,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:10:03.300000Z,0.312,S,AGRB
152,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:10:03.300000Z,0.303,S,AGRB
153,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:16:58.800000Z,0.305,S,AGRB
154,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:16:58.800000Z,0.294,S,AGRB
155,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:16:58.800000Z,0.322,S,AGRB
156,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:16:58.800000Z,0.293,S,AGRB
157,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:20:18.990000Z,0.267,S,AGRB
158,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:20:19.060000Z,0.392,S,AGRB
159,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:20:19.120000Z,0.375,S,AGRB
160,AGRB_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:20:19.120000Z,0.361,S,AGRB
160,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:10:48.750000Z,0.135,P,AKDM
161,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:10:46.010000Z,0.23,P,AKDM
162,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:10:52.070000Z,0.233,P,AKDM
163,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:31.090000Z,0.5,P,AKDM
164,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:31.190000Z,0.635,P,AKDM
165,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:31.150000Z,0.623,P,AKDM
166,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:31.130000Z,0.634,P,AKDM
167,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:31.000000Z,0.931,P,AKDM
168,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:24:52.020000Z,0.192,P,AKDM
169,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:25:08.000000Z,0.299,P,AKDM
170,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:25:18.000000Z,0.593,P,AKDM
171,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:26:36.760000Z,0.124,P,AKDM
172,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:30:32.000000Z,0.109,P,AKDM
173,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:34:06.000000Z,0.495,P,AKDM
174,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:37:32.000000Z,0.179,P,AKDM
175,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:37:43.130000Z,0.172,P,AKDM
176,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:45:32.530000Z,0.124,P,AKDM
177,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:45:32.380000Z,0.176,P,AKDM
178,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:49:08.000000Z,0.151,P,AKDM
179,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:49:20.000000Z,0.298,P,AKDM
180,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:49:30.010000Z,0.444,P,AKDM
181,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:52:56.000000Z,0.314,P,AKDM
182,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:54:56.060000Z,0.121,P,AKDM
183,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:58:29.490000Z,0.176,P,AKDM
185,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:11:17.950000Z,0.336,S,AKDM
186,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:11:17.950000Z,0.564,S,AKDM
187,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:11:17.950000Z,0.448,S,AKDM
188,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:11:17.990000Z,0.304,S,AKDM
189,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:31.230000Z,0.178,S,AKDM
190,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:46.080000Z,0.4,S,AKDM
191,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:46.100000Z,0.51,S,AKDM
192,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:46.100000Z,0.565,S,AKDM
193,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:21:46.130000Z,0.39,S,AKDM
194,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:25:26.310000Z,0.16,S,AKDM
195,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:25:30.790000Z,0.28,S,AKDM
196,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:25:30.770000Z,0.394,S,AKDM
197,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:25:30.770000Z,0.651,S,AKDM
198,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:31:08.430000Z,0.237,S,AKDM
199,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:31:07.370000Z,0.272,S,AKDM
200,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:31:08.490000Z,0.12,S,AKDM
201,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:31:08.490000Z,0.284,S,AKDM
202,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:34:12.310000Z,0.197,S,AKDM
203,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:34:41.350000Z,0.368,S,AKDM
204,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:34:41.350000Z,0.48,S,AKDM
205,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:37:52.210000Z,0.515,S,AKDM
206,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:37:52.270000Z,0.271,S,AKDM
207,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:37:52.260000Z,0.453,S,AKDM
208,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:37:52.270000Z,0.536,S,AKDM
209,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:44:52.430000Z,0.126,S,AKDM
210,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:44:52.430000Z,0.146,S,AKDM
211,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:44:52.430000Z,0.149,S,AKDM
212,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:49:31.990000Z,0.279,S,AKDM
213,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:50:12.070000Z,0.113,S,AKDM
214,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:54:20.920000Z,0.138,S,AKDM
215,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:54:20.920000Z,0.139,S,AKDM
216,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:54:20.930000Z,0.103,S,AKDM
217,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:55:31.320000Z,0.263,S,AKDM
218,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:55:31.350000Z,0.295,S,AKDM
219,AKDM_20230206_0900,2023-02-06T09:00:00.000000Z,2023-02-06T09:55:31.350000Z,0.325,S,AKDM
219,AKDM_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:13:17.990000Z,0.218,P,AKDM
220,AKDM_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:16:49.860000Z,0.612,P,AKDM
221,AKDM_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:16:49.860000Z,0.631,P,AKDM
222,AKDM_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:16:49.870000Z,0.564,P,AKDM
223,AKDM_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:16:49.930000Z,0.189,P,AKDM
224,AKDM_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:32:08.010000Z,0.442,P,AKDM
225,AKDM_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:32:18.530000Z,0.161,P,AKDM
226,AKDM_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:36:52.970000Z,0.125,P,AKDM
227,AKDM_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:41:15.980000Z,0.123,P,AKDM
228,AKDM_20230206_1900,2023-02-06T19:00:00.000000Z,2023-02-06T19:41:16.010000Z,0.194,P,AKDM
