station,EQTransformer_pick_time,Kandilli_pick_time,EQTransformer_pick_score
SARI,16:22:58.410,16:22:58.300,0.57
SARI,16:25:13.240,16:25:12.500,0.51
SARI,16:26:52.470,16:26:52.600,0.41
SARI,16:41:37.930,16:41:37.900,0.35
SARI,16:46:51.620,16:46:51.300,0.36
SARI,16:50:05.120,16:50:04.300,0.36
SARI,16:59:39.940,16:59:39.500,0.39
SARI,17:01:33.540,17:01:33.700,0.29
SARI,17:16:30.080,17:16:29.900,0.52
SARI,17:26:37.070,17:26:37.100,0.33
SARI,17:37:40.840,17:37:41.200,0.39
SARI,17:43:16.950,17:43:16.800,0.32
SARI,18:02:56.030,18:02:55.700,0.73
SARI,18:02:56.040,18:02:55.700,0.52
SARI,18:04:07.450,18:04:07.700,0.41
SARI,18:05:15.030,18:05:14.300,0.19
SARI,18:07:25.330,18:07:25.600,0.25
SARI,18:14:02.650,18:14:03.200,0.55
SARI,18:25:54.750,18:25:55.000,0.54
SARI,18:41:53.980,18:41:54.600,0.24
SARI,18:45:45.750,18:45:45.800,0.59
SARI,19:10:44.490,19:10:43.900,0.35
SARI,19:13:00.260,19:13:01.200,0.24
SARI,19:13:01.360,19:13:01.200,0.42
SARI,19:25:22.320,19:25:21.800,0.37
SARI,20:02:46.190,20:02:45.800,0.26
SARI,20:14:25.200,20:14:25.300,0.35
SARI,20:19:11.520,20:19:11.800,0.67
SARI,20:22:08.140,20:22:07.900,0.45
SARI,20:26:58.560,20:26:58.900,0.31
SARI,20:54:13.110,20:54:12.800,0.14
SARI,20:56:02.380,20:56:02.500,0.52
SARI,20:58:30.120,20:58:30.300,0.41
SARI,21:05:25.160,21:05:25.000,0.33
SARI,21:07:09.610,21:07:10.600,0.37
SARI,21:23:55.330,21:23:54.600,0.41
SARI,21:23:55.390,21:23:54.600,0.47
SARI,21:57:56.900,21:57:56.900,0.63
SARI,22:01:29.510,22:01:29.500,0.2
SARI,22:29:51.630,22:29:52.000,0.31
SARI,22:41:23.930,22:41:23.100,0.39
SARI,22:51:31.600,22:51:32.200,0.35
SARI,22:55:44.010,22:55:44.200,0.15
SARI,23:12:00.740,23:12:00.800,0.55
SARI,23:13:58.660,23:13:58.600,0.3
SARI,23:13:59.110,23:13:58.600,0.29
SARI,23:17:25.740,23:17:25.900,0.45
SARI,23:21:28.580,23:21:28.500,0.52
SARI,23:21:28.930,23:21:28.500,0.36
SARI,23:46:06.430,23:46:06.300,0.22
SARI,23:54:28.810,23:54:29.100,0.66
SARI,23:56:34.420,23:56:34.100,0.24
SARI,23:56:34.460,23:56:34.100,0.38
SAUV,08:25:12.930,08:25:13.100,0.51
SAUV,08:32:16.020,08:32:15.700,0.74
SAUV,09:53:23.400,09:53:22.800,0.52
SAUV,18:31:11.680,18:31:12.100,0.73
SDAG,05:29:07.300,05:29:07.000,0.5
SVAN,02:54:32.960,02:54:32.600,0.33
SVAN,02:54:32.970,02:54:32.600,0.32
SVAN,17:18:22.730,17:18:23.100,0.46
SVAN,22:41:18.260,22:41:18.400,0.53
TAHT,02:02:22.760,02:02:22.300,0.34
TAHT,02:23:47.700,02:23:48.200,0.41
TAHT,02:54:11.890,02:54:11.900,0.51
TAHT,03:58:26.680,03:58:26.300,0.41
TAHT,04:08:19.120,04:08:18.600,0.17
TAHT,04:13:13.630,04:13:13.300,0.75
TAHT,04:24:19.090,04:24:19.600,0.81
TAHT,04:28:14.370,04:28:14.800,0.58
TAHT,04:37:18.880,04:37:19.500,0.34
TAHT,04:37:18.910,04:37:19.500,0.39
TAHT,04:48:10.440,04:48:10.100,0.24
TAHT,04:50:25.170,04:50:25.300,0.53
TASB,15:26:33.650,15:26:33.200,0.3
URFA,01:34:01.290,01:34:00.800,0.22
URFA,01:34:01.480,01:34:00.800,0.35
URFA,01:50:36.620,01:50:35.900,0.62
URFA,02:06:50.470,02:06:51.000,0.57
URFA,02:06:50.490,02:06:51.000,0.37
URFA,02:29:34.900,02:29:35.100,0.38
URFA,02:34:58.900,02:34:59.600,0.15
URFA,02:34:58.960,02:34:59.600,0.27
URFA,02:39:10.530,02:39:10.300,0.31
URFA,03:02:50.050,03:02:50.200,0.18
URFA,03:16:41.350,03:16:40.400,0.56
URFA,03:29:10.610,03:29:10.600,0.56
URFA,03:46:17.330,03:46:17.800,0.42
URFA,04:05:06.630,04:05:05.900,0.24
URFA,04:05:54.140,04:05:54.400,0.35
URFA,04:14:42.720,04:14:43.000,0.59
URFA,04:58:49.020,04:58:49.500,0.13
URFA,05:17:28.290,05:17:27.600,0.12
URFA,05:23:17.410,05:23:17.600,0.65
URFA,05:26:04.270,05:26:04.800,0.31
URFA,05:33:37.240,05:33:37.400,0.35
URFA,05:43:27.670,05:43:27.700,0.69
URFA,05:47:57.500,05:47:56.900,0.31
URFA,05:49:58.240,05:49:58.800,0.16
URFA,05:52:48.670,05:52:49.200,0.49
URFA,05:56:15.270,05:56:15.600,0.54
URFA,06:19:54.520,06:19:53.900,0.19
URFA,06:32:09.800,06:32:10.200,0.33
URFA,06:34:35.870,06:34:36.700,0.35
URFA,06:48:56.940,06:48:57.100,0.24
URFA,06:48:57.010,06:48:57.100,0.48
URFA,06:50:16.060,06:50:16.200,0.69
URFA,06:50:16.200,06:50:16.200,0.74
URFA,06:53:17.460,06:53:18.100,0.21
URFA,06:55:37.370,06:55:37.500,0.31
URFA,07:07:00.910,07:07:00.900,0.68
URFA,07:43:44.090,07:43:44.200,0.58
URFA,07:48:07.230,07:48:06.700,0.47
URFA,07:54:05.510,07:54:05.400,0.43
URFA,07:54:05.520,07:54:05.400,0.46
URFA,08:02:43.180,08:02:44.100,0.24
URFA,08:07:16.340,08:07:16.200,0.25
URFA,08:07:17.080,08:07:16.200,0.38
URFA,08:11:57.330,08:11:57.000,0.41
URFA,08:15:23.280,08:15:23.100,0.33
URFA,08:40:47.690,08:40:47.500,0.4
URFA,09:44:21.810,09:44:21.800,0.48
URFA,10:12:42.130,10:12:42.600,0.29
URFA,11:01:29.400,11:01:28.900,0.35
URFA,11:31:20.720,11:31:20.800,0.33
URFA,11:44:41.910,11:44:42.700,0.16
URFA,12:03:18.370,12:03:19.100,0.19
URFA,12:14:27.450,12:14:27.900,0.39
URFA,12:14:28.060,12:14:27.900,0.15
URFA,12:39:50.220,12:39:50.900,0.41
URFA,13:22:42.850,13:22:43.100,0.21
URFA,13:29:28.770,13:29:28.800,0.41
URFA,13:29:28.860,13:29:28.800,0.5
URFA,14:03:44.830,14:03:45.800,0.3
URFA,14:25:34.040,14:25:33.900,0.52
URFA,14:33:39.950,14:33:39.900,0.29
URFA,14:39:06.350,14:39:06.300,0.13
URFA,14:51:39.670,14:51:40.300,0.49
URFA,15:15:09.890,15:15:09.500,0.2
URFA,15:15:10.220,15:15:09.500,0.26
URFA,16:15:58.370,16:15:58.200,0.33
URFA,16:15:58.410,16:15:58.200,0.39
URFA,17:10:43.850,17:10:43.600,0.41
URFA,17:19:44.400,17:19:43.900,0.28
URFA,17:19:44.550,17:19:43.900,0.2
URFA,18:10:55.190,18:10:55.100,0.65
URFA,18:18:15.860,18:18:15.700,0.42
URFA,18:23:20.760,18:23:20.200,0.2
URFA,18:23:20.910,18:23:20.200,0.16
URFA,19:13:13.910,19:13:13.700,0.34
URFA,19:15:46.290,19:15:45.800,0.21
URFA,19:15:46.440,19:15:45.800,0.62
URFA,19:38:14.350,19:38:13.500,0.22
URFA,19:38:14.380,19:38:13.500,0.32
URFA,19:40:45.450,19:40:46.400,0.39
URFA,20:06:02.030,20:06:01.600,0.24
URFA,20:09:08.990,20:09:09.300,0.41
URFA,20:09:09.040,20:09:09.300,0.41
URFA,20:12:27.370,20:12:27.400,0.41
URFA,20:36:34.930,20:36:35.900,0.36
URFA,21:14:32.940,21:14:33.300,0.4
URFA,22:12:10.930,22:12:11.000,0.29
URFA,22:12:11.200,22:12:11.000,0.32
URFA,22:14:46.100,22:14:46.400,0.42
URFA,22:20:36.650,22:20:36.800,0.36
URFA,22:20:36.740,22:20:36.800,0.24
URFA,22:24:19.650,22:24:20.000,0.4
URFA,22:28:49.190,22:28:49.900,0.11
URFA,23:02:33.210,23:02:33.800,0.21
URFA,23:15:22.310,23:15:22.200,0.41
URFA,23:44:05.310,23:44:04.900,0.29
UVEZ,08:32:07.030,08:32:07.100,0.84
UVEZ,18:26:35.090,18:26:35.400,0.54
UVEZ,18:31:20.250,18:31:20.800,0.74
VRTB,03:18:59.290,03:18:59.200,0.48
YAYX,14:45:38.870,14:45:38.100,0.45
