station,Phasenet_pick_time,Kandilli_pick_time,Phasenet_pick_score
KOZT,18:05:28.310,18:05:28.200,0.4619794
KOZT,18:14:16.010,18:14:16.600,0.664755
KOZT,18:31:51.390,18:31:50.900,0.70964277
KOZT,18:37:49.970,18:37:50.400,0.3700717
KOZT,19:10:57.350,19:10:56.900,0.5169232
KOZT,19:16:13.480,19:16:13.700,0.53621274
KOZT,19:36:25.860,19:36:25.900,0.37586224
KOZT,19:48:25.180,19:48:24.700,0.67946887
KOZT,19:50:08.270,19:50:08.900,0.7479898
KOZT,20:14:37.470,20:14:36.900,0.49844408
KOZT,20:22:19.890,20:22:20.400,0.5815331
KOZT,20:38:25.110,20:38:25.100,0.37512922
KOZT,20:44:27.370,20:44:26.400,0.31741232
KOZT,20:58:35.990,20:58:35.400,0.7171881
KOZT,21:07:07.550,21:07:06.700,0.7030946
KOZT,21:11:54.150,21:11:55.100,0.38519073
KOZT,21:39:12.890,21:39:12.900,0.6424457
KOZT,21:40:01.320,21:40:02.200,0.46434405
KOZT,21:40:35.330,21:40:34.900,0.6453451
KOZT,21:41:54.220,21:41:53.800,0.79844993
