station,Phasenet-EQCCT_Average_pick_time,EQTransformer_pick_time,EQTransformer_pick_score,Phasenet_score,EQCCT_score
GAZ ,09:06:03.530,09:06:03.575,0.54,0.6136164,0.425
GAZ ,09:06:03.530,09:06:03.575,0.54,0.6136164,0.565
GAZ ,09:06:03.530,09:06:03.580,0.54,0.6136164,0.426
GAZ ,09:06:03.530,09:06:03.590,0.54,0.6136164,0.451
GAZ ,09:06:03.530,09:06:03.605,0.54,0.6136164,0.137
GAZ ,09:08:05.360,09:08:05.375,0.36,0.69623685,0.261
GAZ ,09:08:25.010,09:08:24.940,0.59,0.74286366,0.367
GAZ ,09:08:25.010,09:08:24.945,0.59,0.74286366,0.412
GAZ ,09:08:25.010,09:08:24.945,0.59,0.74286366,0.431
GAZ ,09:08:25.010,09:08:24.945,0.59,0.74286366,0.452
GAZ ,09:09:23.620,09:09:23.505,0.51,0.7615308,0.326
GAZ ,09:09:23.620,09:09:23.515,0.51,0.7615308,0.21
GAZ ,09:09:23.620,09:09:23.525,0.51,0.7615308,0.5
GAZ ,09:09:23.620,09:09:23.545,0.51,0.7615308,0.507
GAZ ,09:09:23.620,09:09:23.545,0.51,0.7615308,0.465
GAZ ,09:10:27.030,09:10:27.060,0.59,0.76096153,0.605
GAZ ,09:10:27.030,09:10:27.060,0.59,0.76096153,0.55
GAZ ,09:10:27.030,09:10:27.070,0.59,0.76096153,0.514
GAZ ,09:10:27.030,09:10:27.070,0.59,0.76096153,0.506
GAZ ,09:12:42.260,09:12:42.185,0.38,0.79935294,0.334
GAZ ,09:12:42.260,09:12:42.185,0.38,0.79935294,0.252
GAZ ,09:13:37.250,09:13:37.125,0.48,0.5297048,0.18
GAZ ,09:13:37.250,09:13:37.155,0.48,0.5297048,0.222
GAZ ,09:13:37.250,09:13:37.190,0.48,0.5297048,0.188
GAZ ,09:14:31.850,09:14:31.805,0.52,0.5178288,0.457
GAZ ,09:14:31.850,09:14:31.805,0.52,0.5178288,0.464
GAZ ,09:14:31.850,09:14:31.805,0.52,0.5178288,0.468
GAZ ,09:14:31.850,09:14:31.810,0.52,0.5178288,0.116
GAZ ,09:14:31.890,09:14:31.805,0.68,0.5178288,0.457
GAZ ,09:14:31.890,09:14:31.805,0.68,0.5178288,0.464
GAZ ,09:14:31.890,09:14:31.805,0.68,0.5178288,0.468
GAZ ,09:14:31.890,09:14:31.810,0.68,0.5178288,0.116
GAZ ,09:16:27.620,09:16:27.640,0.73,0.6952106,0.816
GAZ ,09:16:27.620,09:16:27.640,0.73,0.6952106,0.823
GAZ ,09:16:27.620,09:16:27.640,0.73,0.6952106,0.819
GAZ ,09:16:27.620,09:16:27.640,0.73,0.6952106,0.801
GAZ ,09:17:19.700,09:17:19.675,0.58,0.7135632,0.148
GAZ ,09:17:19.700,09:17:19.675,0.58,0.7135632,0.35
GAZ ,09:17:19.700,09:17:19.675,0.58,0.7135632,0.222
GAZ ,09:19:07.690,09:19:07.700,0.42,0.6639019,0.209
GAZ ,09:21:16.410,09:21:16.215,0.41,0.8245087,0.326
GAZ ,09:21:16.410,09:21:16.215,0.41,0.8245087,0.435
GAZ ,09:21:16.410,09:21:16.215,0.41,0.8245087,0.398
GAZ ,09:21:16.410,09:21:16.215,0.41,0.8245087,0.394
GAZ ,09:21:38.150,09:21:38.190,0.41,0.7414228,0.291
GAZ ,09:21:38.230,09:21:38.190,0.4,0.7414228,0.291
GAZ ,09:25:46.790,09:25:46.735,0.58,0.6587471,0.256
GAZ ,09:25:46.790,09:25:46.755,0.58,0.6587471,0.439
GAZ ,09:25:46.790,09:25:46.755,0.58,0.6587471,0.485
GAZ ,09:26:09.900,09:26:09.785,0.36,0.72789085,0.17
GAZ ,09:26:09.900,09:26:09.800,0.36,0.72789085,0.177
GAZ ,09:26:09.900,09:26:09.835,0.36,0.72789085,0.285
GAZ ,09:26:09.900,09:26:09.865,0.36,0.72789085,0.344
GAZ ,09:27:01.100,09:27:01.100,0.3,0.33235654,0.189
GAZ ,09:27:01.100,09:27:01.110,0.3,0.33235654,0.187
GAZ ,09:27:01.100,09:27:01.145,0.3,0.33235654,0.114
GAZ ,09:28:34.840,09:28:34.815,0.36,0.2910667,0.446
GAZ ,09:29:55.530,09:29:55.590,0.38,0.45656744,0.342
GAZ ,09:29:55.530,09:29:55.590,0.38,0.45656744,0.398
GAZ ,09:29:55.530,09:29:55.590,0.38,0.45656744,0.345
GAZ ,09:30:30.850,09:30:30.870,0.73,0.8906564,0.461
GAZ ,09:30:30.850,09:30:30.875,0.73,0.8906564,0.787
GAZ ,09:30:30.850,09:30:30.875,0.73,0.8906564,0.714
GAZ ,09:30:30.850,09:30:30.875,0.73,0.8906564,0.691
GAZ ,09:30:30.850,09:30:30.875,0.73,0.8906564,0.68
GAZ ,09:31:46.190,09:31:46.175,0.23,0.62197834,0.201
GAZ ,09:31:46.190,09:31:46.185,0.23,0.62197834,0.306
GAZ ,09:32:18.510,09:32:18.400,0.46,0.69951004,0.332
GAZ ,09:32:18.510,09:32:18.400,0.46,0.69951004,0.274
GAZ ,09:32:18.510,09:32:18.420,0.46,0.69951004,0.406
GAZ ,09:32:18.510,09:32:18.420,0.46,0.69951004,0.388
GAZ ,09:34:30.950,09:34:30.930,0.53,0.81379986,0.621
GAZ ,09:34:30.950,09:34:30.930,0.53,0.81379986,0.189
GAZ ,09:34:30.950,09:34:30.935,0.53,0.81379986,0.245
GAZ ,09:34:30.950,09:34:30.935,0.53,0.81379986,0.339
GAZ ,09:36:26.450,09:36:26.395,0.64,0.8221146,0.571
GAZ ,09:36:26.450,09:36:26.405,0.64,0.8221146,0.546
GAZ ,09:36:26.450,09:36:26.405,0.64,0.8221146,0.6
GAZ ,09:36:26.450,09:36:26.410,0.64,0.8221146,0.395
GAZ ,09:36:26.450,09:36:26.415,0.64,0.8221146,0.281
GAZ ,09:38:52.650,09:38:52.680,0.4,0.63628674,0.322
GAZ ,09:38:52.650,09:38:52.680,0.4,0.63628674,0.147
GAZ ,09:38:52.650,09:38:52.705,0.4,0.63628674,0.414
GAZ ,09:38:52.650,09:38:52.705,0.4,0.63628674,0.59
GAZ ,09:38:52.650,09:38:52.705,0.4,0.63628674,0.346
GAZ ,09:39:36.780,09:39:36.760,0.41,0.6678035,0.52
GAZ ,09:39:36.780,09:39:36.775,0.41,0.6678035,0.5
GAZ ,09:39:36.780,09:39:36.775,0.41,0.6678035,0.446
GAZ ,09:42:11.640,09:42:11.640,0.7,0.8777107,0.661
GAZ ,09:42:11.640,09:42:11.640,0.7,0.8777107,0.642
GAZ ,09:42:11.640,09:42:11.640,0.7,0.8777107,0.662
GAZ ,09:42:11.640,09:42:11.640,0.7,0.8777107,0.606
GAZ ,09:42:11.640,09:42:11.645,0.7,0.8777107,0.561
GAZ ,09:42:55.170,09:42:55.345,0.35,0.38638303,0.326
GAZ ,09:42:55.170,09:42:55.365,0.35,0.38638303,0.138
GAZ ,09:44:45.370,09:44:45.425,0.17,0.68156797,0.69
GAZ ,09:44:45.370,09:44:45.425,0.17,0.68156797,0.663
GAZ ,09:44:45.370,09:44:45.425,0.17,0.68156797,0.311
GAZ ,09:44:45.490,09:44:45.425,0.4,0.68156797,0.69
GAZ ,09:44:45.490,09:44:45.425,0.4,0.68156797,0.663
GAZ ,09:44:45.490,09:44:45.425,0.4,0.68156797,0.311
GAZ ,09:46:05.230,09:46:05.220,0.5,0.7676442,0.447
GAZ ,09:46:05.230,09:46:05.250,0.5,0.7676442,0.178
GAZ ,09:46:05.280,09:46:05.220,0.56,0.7676442,0.447
GAZ ,09:46:05.280,09:46:05.250,0.56,0.7676442,0.178
GAZ ,09:46:44.940,09:46:44.955,0.57,0.7864093,0.382
GAZ ,09:46:44.940,09:46:44.970,0.57,0.7864093,0.331
GAZ ,09:46:44.940,09:46:44.985,0.57,0.7864093,0.556
GAZ ,09:46:44.940,09:46:44.985,0.57,0.7864093,0.563
GAZ ,09:46:44.940,09:46:44.985,0.57,0.7864093,0.69
GAZ ,09:46:59.300,09:46:59.120,0.31,0.50186706,0.181
GAZ ,09:47:48.220,09:47:48.160,0.62,0.7052671,0.641
GAZ ,09:47:48.220,09:47:48.160,0.62,0.7052671,0.564
GAZ ,09:47:48.220,09:47:48.160,0.62,0.7052671,0.564
GAZ ,09:47:48.220,09:47:48.160,0.62,0.7052671,0.575
GAZ ,09:49:12.770,09:49:12.765,0.82,0.9006756,0.458
GAZ ,09:49:12.770,09:49:12.775,0.82,0.9006756,0.78
GAZ ,09:49:12.770,09:49:12.775,0.82,0.9006756,0.785
GAZ ,09:49:12.770,09:49:12.775,0.82,0.9006756,0.777
GAZ ,09:50:35.620,09:50:35.425,0.14,0.32898372,0.178
GAZ ,09:50:35.620,09:50:35.425,0.14,0.32898372,0.181
GAZ ,09:50:35.620,09:50:35.565,0.14,0.32898372,0.118
GAZ ,09:51:32.750,09:51:32.790,0.4,0.43698433,0.209
GAZ ,09:52:52.610,09:52:52.580,0.66,0.84994364,0.612
GAZ ,09:52:52.610,09:52:52.595,0.66,0.84994364,0.68
GAZ ,09:54:31.120,09:54:31.195,0.36,0.5849736,0.298
GAZ ,09:54:31.120,09:54:31.195,0.36,0.5849736,0.22
GAZ ,09:55:27.790,09:55:27.995,0.34,0.63444394,0.263
GAZ ,09:55:27.790,09:55:28.010,0.34,0.63444394,0.119
GAZ ,09:57:26.940,09:57:26.945,0.56,0.8803071,0.26
GAZ ,09:57:26.940,09:57:26.955,0.56,0.8803071,0.536
GAZ ,09:57:26.940,09:57:26.955,0.56,0.8803071,0.537
GAZ ,09:57:26.940,09:57:26.955,0.56,0.8803071,0.534
GAZ ,09:57:26.940,09:57:26.955,0.56,0.8803071,0.541
GAZ ,09:58:43.200,09:58:43.210,0.59,0.7913426,0.649
GAZ ,09:58:43.200,09:58:43.215,0.59,0.7913426,0.5
GAZ ,09:58:43.200,09:58:43.215,0.59,0.7913426,0.572
GAZ ,09:58:43.200,09:58:43.220,0.59,0.7913426,0.531
GAZ ,09:59:28.060,09:59:28.015,0.14,0.66911274,0.121
GAZ ,09:59:28.090,09:59:28.015,0.38,0.66911274,0.121
GULA,09:02:51.710,09:02:51.645,0.38,0.5052693,0.437
GULA,09:02:51.710,09:02:51.700,0.38,0.5052693,0.188
GULA,09:24:53.080,09:24:52.995,0.41,0.64635634,0.313
GULA,09:24:53.080,09:24:53.015,0.41,0.64635634,0.371
GULA,09:24:53.080,09:24:53.015,0.41,0.64635634,0.685
GULA,09:24:53.130,09:24:52.995,0.42,0.64635634,0.313
GULA,09:24:53.130,09:24:53.015,0.42,0.64635634,0.371
GULA,09:24:53.130,09:24:53.015,0.42,0.64635634,0.685
GULA,09:31:27.760,09:31:27.580,0.28,0.5405105,0.252
GULA,09:31:27.760,09:31:27.580,0.28,0.5405105,0.261
GULA,09:37:30.820,09:37:30.685,0.2,0.7431718,0.137
GULA,09:37:30.820,09:37:30.685,0.2,0.7431718,0.223
GULA,09:37:30.820,09:37:30.695,0.2,0.7431718,0.272
GULA,09:37:30.820,09:37:30.695,0.2,0.7431718,0.675
GULA,09:58:03.590,09:58:03.690,0.25,0.49921924,0.395
GULA,09:58:03.590,09:58:03.690,0.25,0.49921924,0.476
GULA,09:58:03.590,09:58:03.705,0.25,0.49921924,0.564
GULA,09:58:03.590,09:58:03.705,0.25,0.49921924,0.761
GULA,13:01:18.740,13:01:18.550,0.12,0.6953812,0.162
GULA,13:01:18.740,13:01:18.570,0.12,0.6953812,0.555
GULA,13:01:18.740,13:01:18.570,0.12,0.6953812,0.56
GULA,13:04:05.030,13:04:04.860,0.19,0.32512543,0.543
GULA,13:04:05.030,13:04:04.890,0.19,0.32512543,0.188
GULA,13:12:59.580,13:12:59.525,0.38,0.7856913,0.694
GULA,13:12:59.580,13:12:59.525,0.38,0.7856913,0.744
GULA,13:16:51.160,13:16:51.075,0.3,0.59464,0.291
GULA,13:18:44.900,13:18:44.210,0.12,0.58112055,0.213
GULA,13:22:16.670,13:22:16.750,0.48,0.80086184,0.511
GULA,13:22:16.670,13:22:16.750,0.48,0.80086184,0.503
GULA,13:22:16.670,13:22:16.760,0.48,0.80086184,0.635
GULA,13:30:04.450,13:30:04.260,0.34,0.33052444,0.352
GULA,13:30:04.450,13:30:04.260,0.34,0.33052444,0.185
GULA,13:30:04.450,13:30:04.270,0.34,0.33052444,0.286
GULA,13:30:04.450,13:30:04.280,0.34,0.33052444,0.597
GULA,13:32:56.470,13:32:56.445,0.41,0.6250746,0.246
GULA,13:37:24.670,13:37:24.580,0.26,0.5092611,0.217
GULA,13:37:24.670,13:37:24.600,0.26,0.5092611,0.391
GULA,13:40:14.090,13:40:13.400,0.11,0.733968,0.264
GULA,13:40:14.090,13:40:13.735,0.11,0.733968,0.324
GULA,13:53:40.460,13:53:40.385,0.41,0.32437718,0.188
GULA,13:53:40.460,13:53:40.425,0.41,0.32437718,0.399
GULA,13:57:06.640,13:57:05.990,0.16,0.41497147,0.145
GULA,13:57:06.640,13:57:06.005,0.16,0.41497147,0.134
GULA,13:57:06.640,13:57:06.005,0.16,0.41497147,0.151
GULA,13:57:06.730,13:57:05.990,0.22,0.41497147,0.145
GULA,13:57:06.730,13:57:06.005,0.22,0.41497147,0.134
GULA,13:57:06.730,13:57:06.005,0.22,0.41497147,0.151
GULA,14:03:12.460,14:03:12.555,0.4,0.4740625,0.376
GULA,14:03:12.460,14:03:12.560,0.4,0.4740625,0.513
GULA,14:05:47.940,14:05:47.965,0.37,0.60809505,0.516
GULA,14:07:29.790,14:07:29.760,0.33,0.58493173,0.142
GULA,14:07:29.790,14:07:29.760,0.33,0.58493173,0.117
GULA,14:10:59.740,14:10:59.670,0.41,0.78626466,0.219
GULA,14:10:59.740,14:10:59.695,0.41,0.78626466,0.558
GULA,14:14:14.500,14:14:14.425,0.31,0.44180328,0.22
GULA,14:16:05.580,14:16:06.210,0.32,0.461087,0.474
GULA,14:16:06.260,14:16:06.210,0.27,0.461087,0.474
GULA,14:17:56.500,14:17:56.320,0.23,0.5278698,0.456
GULA,14:26:11.200,14:26:11.090,0.22,0.70927405,0.2
GULA,14:26:11.200,14:26:11.135,0.22,0.70927405,0.597
GULA,14:27:39.820,14:27:39.725,0.52,0.42921752,0.274
GULA,14:27:39.820,14:27:39.815,0.52,0.42921752,0.195
GULA,14:28:24.200,14:28:24.010,0.19,0.37476853,0.508
GULA,14:30:56.000,14:30:55.855,0.41,0.54770327,0.383
GULA,14:30:56.000,14:30:55.860,0.41,0.54770327,0.459
GULA,14:30:56.000,14:30:55.865,0.41,0.54770327,0.62
GULA,14:35:35.780,14:35:35.835,0.36,0.2672339,0.302
GULA,14:38:32.710,14:38:32.685,0.25,0.46956697,0.454
GULA,14:38:32.710,14:38:32.700,0.25,0.46956697,0.314
GULA,16:05:50.610,16:05:50.540,0.56,0.44936186,0.605
GULA,16:05:50.610,16:05:50.540,0.56,0.44936186,0.584
GULA,16:05:50.610,16:05:50.545,0.56,0.44936186,0.519
GULA,16:06:35.190,16:06:35.320,0.33,0.4320921,0.267
GULA,16:06:35.190,16:06:35.320,0.33,0.4320921,0.112
GULA,16:07:10.410,16:07:10.410,0.49,0.8194679,0.58
GULA,16:07:10.410,16:07:10.415,0.49,0.8194679,0.542
GULA,16:07:10.410,16:07:10.420,0.49,0.8194679,0.676
GULA,16:07:10.410,16:07:10.435,0.49,0.8194679,0.7
GULA,16:12:00.060,16:11:59.995,0.11,0.6532549,0.487
GULA,16:12:00.060,16:12:00.010,0.11,0.6532549,0.254
GULA,16:22:44.390,16:22:44.450,0.42,0.43007153,0.441
GULA,16:22:44.390,16:22:44.450,0.42,0.43007153,0.264
GULA,16:22:44.390,16:22:44.460,0.42,0.43007153,0.483
GULA,16:22:44.390,16:22:44.460,0.42,0.43007153,0.422
GULA,16:27:36.720,16:27:36.480,0.19,0.45899916,0.468
GULA,16:27:36.720,16:27:36.490,0.19,0.45899916,0.544
GULA,16:28:14.990,16:28:14.920,0.32,0.6304652,0.267
GULA,16:28:14.990,16:28:14.935,0.32,0.6304652,0.366
GULA,16:32:54.220,16:32:54.180,0.36,0.48925394,0.29
GULA,16:34:26.090,16:34:25.970,0.4,0.35891902,0.114
GULA,16:42:30.050,16:42:30.270,0.28,0.33898595,0.309
GULA,16:42:30.050,16:42:30.270,0.28,0.33898595,0.328
GULA,16:44:26.150,16:44:26.320,0.23,0.46716523,0.111
GULA,16:44:26.150,16:44:26.320,0.23,0.46716523,0.533
GULA,16:44:26.150,16:44:26.320,0.23,0.46716523,0.515
GULA,16:44:27.270,16:44:26.320,0.11,0.46716523,0.111
GULA,16:44:27.270,16:44:26.320,0.11,0.46716523,0.533
GULA,16:44:27.270,16:44:26.320,0.11,0.46716523,0.515
GULT,09:24:23.000,09:24:23.165,0.34,0.857429,0.296
GULT,09:24:23.000,09:24:23.165,0.34,0.857429,0.304
GULT,09:24:23.000,09:24:23.205,0.34,0.857429,0.31
GULT,09:24:23.000,09:24:23.215,0.34,0.857429,0.289
GULT,09:53:25.180,09:53:25.115,0.33,0.5811944,0.308
GULT,09:53:25.180,09:53:25.120,0.33,0.5811944,0.303
GULT,09:53:25.180,09:53:25.120,0.33,0.5811944,0.288
GULT,09:53:25.180,09:53:25.120,0.33,0.5811944,0.346
HDMB,08:03:20.290,08:03:20.000,0.31,0.6006922,0.332
HDMB,08:03:20.290,08:03:20.010,0.31,0.6006922,0.672
HDMB,08:06:05.790,08:06:05.605,0.41,0.46268716,0.397
HDMB,08:06:05.790,08:06:05.605,0.41,0.46268716,0.332
HDMB,08:28:04.240,08:28:04.395,0.43,0.7368537,0.672
HDMB,08:28:04.240,08:28:04.395,0.43,0.7368537,0.729
HDMB,08:28:04.240,08:28:04.410,0.43,0.7368537,0.118
HDMB,08:48:26.290,08:48:26.230,0.47,0.6116358,0.451
HDMB,08:48:26.290,08:48:26.230,0.47,0.6116358,0.337
HDMB,08:48:26.290,08:48:26.245,0.47,0.6116358,0.502
HDMB,08:48:26.290,08:48:26.245,0.47,0.6116358,0.561
HDMB,09:13:15.620,09:13:15.780,0.16,0.33254135,0.392
HDMB,09:13:15.620,09:13:15.780,0.16,0.33254135,0.565
HDMB,09:13:15.800,09:13:15.780,0.15,0.33254135,0.392
HDMB,09:13:15.800,09:13:15.780,0.15,0.33254135,0.565
HDMB,09:19:56.770,09:19:56.795,0.29,0.3185008,0.517
HDMB,09:19:56.770,09:19:56.805,0.29,0.3185008,0.318
HDMB,09:19:56.770,09:19:56.805,0.29,0.3185008,0.418
HDMB,09:19:56.770,09:19:56.805,0.29,0.3185008,0.272
HDMB,09:19:56.770,09:19:56.830,0.29,0.3185008,0.666
HDMB,09:36:58.800,09:36:58.880,0.41,0.4772516,0.642
HDMB,14:11:45.790,14:11:45.785,0.29,0.4015267,0.497
HDMB,14:39:30.910,14:39:30.750,0.17,0.65027595,0.101
HDMB,14:47:17.480,14:47:17.395,0.39,0.64857286,0.214
HDMB,14:47:17.480,14:47:17.400,0.39,0.64857286,0.62
HDMB,14:47:17.480,14:47:17.400,0.39,0.64857286,0.402
HDMB,16:28:19.620,16:28:19.560,0.47,0.4164468,0.633
HDMB,16:31:56.740,16:31:56.730,0.38,0.4299785,0.295
HDMB,16:31:56.740,16:31:56.800,0.38,0.4299785,0.309
HDMB,16:31:56.740,16:31:56.815,0.38,0.4299785,0.239
HDMB,16:31:57.110,16:31:56.730,0.23,0.4299785,0.295
HDMB,16:31:57.110,16:31:56.800,0.23,0.4299785,0.309
HDMB,16:31:57.110,16:31:56.815,0.23,0.4299785,0.239
HDMB,16:33:44.780,16:33:44.785,0.33,0.63278013,0.719
HDMB,16:33:44.780,16:33:44.790,0.33,0.63278013,0.615
IKL ,09:02:40.930,09:02:40.930,0.28,0.4813443,0.287
IKL ,09:02:40.930,09:02:40.930,0.28,0.4813443,0.315
IKL ,09:02:40.930,09:02:40.955,0.28,0.4813443,0.145
IKL ,09:02:41.030,09:02:40.930,0.27,0.4813443,0.287
IKL ,09:02:41.030,09:02:40.930,0.27,0.4813443,0.315
IKL ,09:02:41.030,09:02:40.955,0.27,0.4813443,0.145
IKL ,09:19:29.220,09:19:28.375,0.35,0.5581441,0.33
IKL ,09:19:29.220,09:19:28.375,0.35,0.5581441,0.381
IKL ,09:19:29.220,09:19:28.385,0.35,0.5581441,0.367
IKL ,09:19:29.220,09:19:28.390,0.35,0.5581441,0.274
IKL ,09:19:29.220,09:19:28.800,0.35,0.5581441,0.227
IKL ,09:21:38.470,09:21:38.450,0.23,0.34716696,0.427
IKL ,09:21:38.470,09:21:38.475,0.23,0.34716696,0.226
IKL ,09:21:38.470,09:21:38.450,0.15,0.34716696,0.427
IKL ,09:21:38.470,09:21:38.475,0.15,0.34716696,0.226
IKL ,09:24:52.260,09:24:52.095,0.24,0.6473871,0.14
IKL ,09:24:52.260,09:24:52.110,0.24,0.6473871,0.194
IKL ,09:24:52.260,09:24:52.435,0.24,0.6473871,0.32
IKL ,09:37:34.140,09:37:34.100,0.49,0.38622838,0.122
IKL ,09:37:34.140,09:37:34.100,0.49,0.38622838,0.19
IKL ,09:37:34.140,09:37:34.100,0.49,0.38622838,0.217
IKL ,09:37:34.140,09:37:34.105,0.49,0.38622838,0.64
IKL ,09:37:34.140,09:37:34.105,0.49,0.38622838,0.545
KAMT,09:33:00.970,09:33:01.485,0.24,0.45626113,0.198
KAMT,09:33:00.970,09:33:01.485,0.24,0.45626113,0.243
KAMT,09:33:00.970,09:33:01.485,0.24,0.45626113,0.276
KAMT,09:33:00.970,09:33:01.490,0.24,0.45626113,0.174
KAMT,09:47:56.980,09:47:56.995,0.84,0.26270714,0.874
KAMT,09:47:56.980,09:47:56.995,0.84,0.26270714,0.861
KAMT,09:47:56.980,09:47:56.995,0.84,0.26270714,0.87
KAMT,09:47:56.980,09:47:56.995,0.84,0.26270714,0.743
KAMT,09:47:56.980,09:47:56.995,0.84,0.26270714,0.85
KARO,03:08:58.770,03:08:58.760,0.8,0.9335153,0.538
KARO,03:08:58.770,03:08:58.765,0.8,0.9335153,0.824
KARO,03:08:58.770,03:08:58.765,0.8,0.9335153,0.817
KARO,03:08:58.770,03:08:58.765,0.8,0.9335153,0.813
KARO,03:09:44.960,03:09:44.920,0.78,0.9575877,0.759
KARO,03:09:44.960,03:09:44.920,0.78,0.9575877,0.749
KARO,03:09:44.960,03:09:44.920,0.78,0.9575877,0.746
KARO,03:09:44.960,03:09:44.920,0.78,0.9575877,0.74
KARO,03:09:44.960,03:09:44.920,0.78,0.9575877,0.721
KARO,03:10:58.280,03:10:58.210,0.62,0.8426092,0.636
KARO,03:10:58.280,03:10:58.220,0.62,0.8426092,0.499
KARO,03:10:58.280,03:10:58.225,0.62,0.8426092,0.546
KARO,03:10:58.280,03:10:58.225,0.62,0.8426092,0.605
KARO,03:10:58.280,03:10:58.225,0.62,0.8426092,0.573
KARO,03:12:41.920,03:12:41.890,0.76,0.9533266,0.824
KARO,03:12:41.920,03:12:41.890,0.76,0.9533266,0.787
KARO,03:12:41.920,03:12:41.890,0.76,0.9533266,0.769
KARO,03:12:41.920,03:12:41.890,0.76,0.9533266,0.786
KARO,03:12:41.920,03:12:41.890,0.76,0.9533266,0.773
KARO,03:17:41.710,03:17:41.735,0.78,0.89886844,0.749
KARO,03:17:41.710,03:17:41.735,0.78,0.89886844,0.768
KARO,03:17:41.710,03:17:41.735,0.78,0.89886844,0.759
KARO,03:17:41.710,03:17:41.735,0.78,0.89886844,0.691
KARO,03:17:41.710,03:17:41.735,0.78,0.89886844,0.776
KARO,03:18:48.750,03:18:48.765,0.78,0.9351173,0.803
KARO,03:18:48.750,03:18:48.765,0.78,0.9351173,0.792
KARO,03:18:48.750,03:18:48.765,0.78,0.9351173,0.779
KARO,03:18:48.750,03:18:48.765,0.78,0.9351173,0.813
KARO,03:20:38.950,03:20:39.030,0.78,0.63349617,0.491
KARO,03:20:38.950,03:20:39.030,0.78,0.63349617,0.593
KARO,03:20:38.950,03:20:39.030,0.78,0.63349617,0.496
KARO,03:20:38.950,03:20:39.030,0.78,0.63349617,0.457
KARO,03:27:42.660,03:27:42.645,0.52,0.66394246,0.464
KARO,03:27:42.660,03:27:42.645,0.52,0.66394246,0.434
KARO,03:27:42.660,03:27:42.645,0.52,0.66394246,0.362
KARO,03:27:42.660,03:27:42.645,0.52,0.66394246,0.35
KARO,03:33:42.090,03:33:42.070,0.64,0.9364145,0.552
KARO,03:33:42.090,03:33:42.080,0.64,0.9364145,0.661
KARO,03:33:42.090,03:33:42.080,0.64,0.9364145,0.655
KARO,03:33:42.090,03:33:42.080,0.64,0.9364145,0.716
KARO,03:33:42.090,03:33:42.085,0.64,0.9364145,0.509
KARO,03:40:27.150,03:40:27.070,0.41,0.63180697,0.283
KARO,03:40:27.150,03:40:27.095,0.41,0.63180697,0.198
KARO,03:40:27.150,03:40:27.095,0.41,0.63180697,0.246
KARO,03:42:02.970,03:42:02.970,0.81,0.9588151,0.796
KARO,03:42:02.970,03:42:02.970,0.81,0.9588151,0.804
KARO,03:42:02.970,03:42:02.970,0.81,0.9588151,0.805
KARO,03:42:02.970,03:42:02.970,0.81,0.9588151,0.805
KARO,03:43:26.950,03:43:26.035,0.29,0.537946,0.149
KARO,03:43:26.950,03:43:26.065,0.29,0.537946,0.238
KARO,03:43:26.950,03:43:26.065,0.29,0.537946,0.294
KARO,03:45:31.250,03:45:31.275,0.81,0.5726282,0.76
KARO,03:45:31.250,03:45:31.280,0.81,0.5726282,0.854
KARO,03:45:31.250,03:45:31.285,0.81,0.5726282,0.849
KARO,03:45:31.250,03:45:31.285,0.81,0.5726282,0.857
KARO,03:45:31.250,03:45:31.285,0.81,0.5726282,0.853
KARO,03:50:08.400,03:50:08.445,0.7,0.56657946,0.671
KARO,03:50:08.400,03:50:08.445,0.7,0.56657946,0.689
KARO,03:50:08.400,03:50:08.450,0.7,0.56657946,0.695
KARO,03:50:08.400,03:50:08.450,0.7,0.56657946,0.671
KARO,03:50:08.400,03:50:08.465,0.7,0.56657946,0.388
KARO,03:54:30.710,03:54:30.725,0.73,0.8963457,0.688
KARO,03:54:30.710,03:54:30.725,0.73,0.8963457,0.54
KARO,03:57:43.650,03:57:43.645,0.79,0.636581,0.368
KARO,03:57:43.650,03:57:43.650,0.79,0.636581,0.699
KARO,03:57:43.650,03:57:43.650,0.79,0.636581,0.707
KARO,03:57:43.650,03:57:43.650,0.79,0.636581,0.766
KARO,03:57:43.650,03:57:43.655,0.79,0.636581,0.791
KARO,09:03:23.820,09:03:23.785,0.77,0.35985905,0.267
KARO,09:03:23.820,09:03:23.825,0.77,0.35985905,0.418
KARO,09:03:23.820,09:03:23.840,0.77,0.35985905,0.749
KARO,09:10:45.080,09:10:45.050,0.34,0.58432716,0.282
KARO,09:10:45.080,09:10:45.085,0.34,0.58432716,0.495
KARO,09:10:45.080,09:10:45.085,0.34,0.58432716,0.506
KARO,09:10:45.080,09:10:45.090,0.34,0.58432716,0.289
KARO,09:10:45.080,09:10:45.090,0.34,0.58432716,0.583
KARO,09:21:08.650,09:21:08.630,0.36,0.68143654,0.304
KARO,09:21:08.650,09:21:08.670,0.36,0.68143654,0.472
KARO,09:21:38.820,09:21:39.290,0.41,0.68688774,0.435
KARO,09:21:38.820,09:21:39.290,0.41,0.68688774,0.388
KARO,09:21:38.820,09:21:39.290,0.41,0.68688774,0.468
KARO,09:30:34.600,09:30:34.575,0.31,0.3929205,0.237
KARO,09:30:34.600,09:30:34.580,0.31,0.3929205,0.48
KARO,09:30:34.600,09:30:34.590,0.31,0.3929205,0.343
KARO,09:30:35.080,09:30:34.575,0.26,0.3929205,0.237
KARO,09:30:35.080,09:30:34.580,0.26,0.3929205,0.48
KARO,09:30:35.080,09:30:34.590,0.26,0.3929205,0.343
