station,EQTransformer_pick_time,EQCCT_pick_time,EQTransformer_pick_score,EQCCT_score
LMOS,02:19:14.630,02:19:14.560,0.26,0.572
LMOS,02:22:34.290,02:22:34.160,0.37,0.364
LMOS,02:24:10.360,02:24:10.420,0.32,0.276
LMOS,02:24:53.910,02:24:53.750,0.23,0.431
LMOS,02:42:18.550,02:42:18.490,0.41,0.171
LMOS,02:42:18.550,02:42:18.500,0.41,0.497
LMOS,02:42:18.550,02:42:18.530,0.41,0.733
LMOS,02:42:18.550,02:42:18.530,0.41,0.41
LMOS,02:45:16.590,02:45:16.450,0.38,0.204
LMOS,02:45:16.590,02:45:16.450,0.38,0.109
LMOS,02:45:16.590,02:45:16.460,0.38,0.718
LMOS,02:48:46.560,02:48:46.520,0.14,0.112
LMOS,02:49:45.680,02:49:44.960,0.22,0.224
LMOS,02:49:45.680,02:49:44.960,0.22,0.202
LMOS,02:49:45.680,02:49:45.760,0.22,0.14
LMOS,02:49:45.680,02:49:45.790,0.22,0.22
LMOS,02:49:45.680,02:49:45.810,0.22,0.276
LMOS,09:03:02.860,09:03:02.870,0.37,0.543
LMOS,09:03:02.860,09:03:02.880,0.37,0.639
LMOS,09:03:02.860,09:03:02.890,0.37,0.28
LMOS,09:03:02.860,09:03:02.900,0.37,0.408
LMOS,09:03:02.860,09:03:02.900,0.37,0.737
LMOS,09:05:22.660,09:05:21.760,0.26,0.318
LMOS,09:05:22.660,09:05:21.760,0.26,0.164
LMOS,09:05:22.660,09:05:21.790,0.26,0.422
LMOS,09:06:55.200,09:06:55.200,0.41,0.531
LMOS,09:06:55.200,09:06:55.200,0.41,0.205
LMOS,09:06:55.230,09:06:55.200,0.42,0.531
LMOS,09:06:55.230,09:06:55.200,0.42,0.205
LMOS,09:10:26.250,09:10:26.210,0.42,0.541
LMOS,09:10:26.250,09:10:26.230,0.42,0.325
LMOS,09:10:26.250,09:10:26.240,0.42,0.631
LMOS,09:10:26.270,09:10:26.210,0.31,0.541
LMOS,09:10:26.270,09:10:26.230,0.31,0.325
LMOS,09:10:26.270,09:10:26.240,0.31,0.631
LMOS,09:13:11.850,09:13:11.860,0.54,0.336
LMOS,09:13:11.850,09:13:11.890,0.54,0.647
LMOS,09:13:11.870,09:13:11.860,0.46,0.336
LMOS,09:13:11.870,09:13:11.890,0.46,0.647
LMOS,09:16:57.460,09:16:57.290,0.15,0.122
LMOS,09:16:57.460,09:16:57.290,0.15,0.319
LMOS,09:16:57.460,09:16:57.290,0.15,0.233
LMOS,09:16:57.460,09:16:57.290,0.15,0.211
LMOS,09:19:17.090,09:19:17.060,0.29,0.587
LMOS,09:25:13.680,09:25:12.900,0.13,0.758
LMOS,09:33:17.560,09:33:17.070,0.23,0.284
LMOS,09:36:52.020,09:36:52.170,0.31,0.447
LMOS,09:36:52.020,09:36:52.170,0.31,0.629
LMOS,09:49:31.810,09:49:31.900,0.5,0.747
LMOS,09:49:31.960,09:49:31.900,0.55,0.747
LMOS,09:58:14.980,09:58:14.890,0.3,0.182
LMOS,09:58:14.980,09:58:14.890,0.3,0.166
LMOS,11:05:42.250,11:05:42.310,0.32,0.109
LMOS,11:05:42.250,11:05:42.370,0.32,0.377
LMOS,11:05:42.250,11:05:42.400,0.32,0.142
LMOS,11:12:45.940,11:12:46.360,0.23,0.421
LMOS,11:12:45.940,11:12:46.400,0.23,0.209
LMOS,11:12:45.940,11:12:46.400,0.23,0.256
LMOS,11:17:38.140,11:17:38.070,0.11,0.14
LMOS,11:29:35.510,11:29:35.570,0.54,0.431
LMOS,11:29:35.510,11:29:35.570,0.54,0.496
LMOS,11:32:05.230,11:32:05.200,0.37,0.193
LMOS,11:32:05.230,11:32:05.200,0.37,0.396
LMOS,11:32:05.230,11:32:05.220,0.37,0.117
LMOS,11:32:05.230,11:32:05.220,0.37,0.114
LMOS,11:36:36.130,11:36:36.090,0.23,0.219
LMOS,11:36:36.130,11:36:36.100,0.23,0.491
LMOS,11:36:36.130,11:36:36.100,0.23,0.503
LMOS,11:36:36.130,11:36:36.130,0.23,0.318
LMOS,11:36:36.160,11:36:36.090,0.42,0.219
LMOS,11:36:36.160,11:36:36.100,0.42,0.491
LMOS,11:36:36.160,11:36:36.100,0.42,0.503
LMOS,11:36:36.160,11:36:36.130,0.42,0.318
LMOS,11:40:55.070,11:40:55.230,0.13,0.264
LMOS,11:40:55.070,11:40:55.230,0.13,0.278
LMOS,11:51:01.710,11:51:01.770,0.38,0.151
LMOS,11:57:37.570,11:57:37.440,0.19,0.551
LMOS,11:59:42.700,11:59:42.530,0.38,0.222
LMOS,13:01:21.420,13:01:21.390,0.47,0.256
LMOS,13:01:21.420,13:01:21.470,0.47,0.113
LMOS,13:04:25.460,13:04:25.330,0.4,0.197
LMOS,13:04:25.460,13:04:25.360,0.4,0.222
LMOS,13:04:25.460,13:04:25.370,0.4,0.454
LMOS,13:08:25.340,13:08:25.400,0.4,0.559
LMOS,13:10:43.440,13:10:43.070,0.16,0.31
LMOS,13:10:43.440,13:10:43.070,0.16,0.191
LMOS,13:10:43.440,13:10:43.070,0.16,0.254
LMOS,13:10:43.440,13:10:43.110,0.16,0.28
LMOS,13:13:03.610,13:13:03.570,0.52,0.552
LMOS,13:13:03.610,13:13:03.570,0.52,0.558
LMOS,13:13:03.610,13:13:03.590,0.52,0.566
LMOS,13:18:40.390,13:18:40.300,0.37,0.16
LMOS,13:18:40.390,13:18:40.320,0.37,0.313
LMOS,13:19:23.150,13:19:23.200,0.26,0.55
LMOS,13:25:43.050,13:25:42.960,0.28,0.497
LMOS,13:25:43.050,13:25:42.970,0.28,0.645
LMOS,13:27:41.180,13:27:41.230,0.46,0.427
LMOS,13:27:41.180,13:27:41.230,0.46,0.62
LMOS,13:27:41.180,13:27:41.230,0.46,0.282
LMOS,13:27:41.180,13:27:41.290,0.46,0.102
LMOS,13:37:33.460,13:37:33.470,0.41,0.176
LMOS,13:37:33.460,13:37:33.520,0.41,0.573
LMOS,13:40:34.890,13:40:35.230,0.32,0.169
LMOS,13:40:34.890,13:40:35.230,0.32,0.225
LMOS,13:40:34.890,13:40:35.230,0.32,0.164
LMOS,13:51:02.980,13:51:03.110,0.39,0.276
LMOS,13:51:02.980,13:51:03.150,0.39,0.64
LMOS,14:07:38.260,14:07:38.170,0.65,0.143
LMOS,14:07:38.260,14:07:38.170,0.65,0.2
LMOS,14:07:38.260,14:07:38.190,0.65,0.152
LMOS,14:11:40.070,14:11:40.010,0.41,0.315
LMOS,14:11:40.070,14:11:40.010,0.41,0.652
LMOS,14:16:30.250,14:16:30.200,0.47,0.632
LMOS,14:16:30.250,14:16:30.210,0.47,0.23
LMOS,14:18:24.090,14:18:24.050,0.36,0.251
LMOS,14:18:24.090,14:18:24.070,0.36,0.608
LMOS,14:22:04.050,14:22:04.030,0.29,0.12
LMOS,14:26:35.240,14:26:35.290,0.14,0.2
LMOS,14:27:52.680,14:27:52.670,0.72,0.58
LMOS,14:27:52.680,14:27:52.670,0.72,0.565
LMOS,14:27:52.680,14:27:52.670,0.72,0.558
LMOS,14:27:52.680,14:27:52.670,0.72,0.659
LMOS,14:28:38.770,14:28:38.820,0.4,0.145
LMOS,14:38:46.210,14:38:46.300,0.18,0.331
LMOS,14:39:28.050,14:39:27.970,0.4,0.401
LMOS,14:45:00.380,14:45:00.270,0.36,0.266
LMOS,14:45:00.380,14:45:00.270,0.36,0.296
LMOS,14:47:12.120,14:47:11.870,0.15,0.201
LMOS,14:47:12.120,14:47:12.880,0.15,0.292
LMOS,14:52:38.020,14:52:38.000,0.14,0.389
LMOS,14:52:38.020,14:52:38.000,0.14,0.353
LMOS,14:52:38.020,14:52:38.000,0.14,0.306
LMOS,14:58:55.010,14:58:54.920,0.39,0.385
LMOS,14:58:55.010,14:58:54.970,0.39,0.369
LMOS,14:58:55.010,14:58:54.970,0.39,0.448
LMOS,16:00:32.220,16:00:32.130,0.41,0.189
LMOS,16:14:39.610,16:14:39.760,0.1,0.337
LMOS,16:14:39.780,16:14:39.760,0.44,0.337
LMOS,16:19:01.490,16:19:01.470,0.37,0.207
LMOS,16:26:00.960,16:26:00.610,0.1,0.264
LMOS,16:27:35.060,16:27:34.920,0.27,0.143
LMOS,16:31:51.230,16:31:51.240,0.64,0.664
LMOS,16:31:51.230,16:31:51.250,0.64,0.659
LMOS,16:31:51.230,16:31:51.250,0.64,0.637
LMOS,16:31:51.230,16:31:51.250,0.64,0.607
LMOS,16:33:40.640,16:33:40.610,0.41,0.501
LMOS,16:33:40.640,16:33:40.660,0.41,0.629
LMOS,16:39:39.270,16:39:39.250,0.54,0.469
LMOS,16:39:39.270,16:39:39.260,0.54,0.714
LMOS,16:39:39.270,16:39:39.270,0.54,0.529
LMOS,16:39:39.270,16:39:39.280,0.54,0.479
LMOS,16:40:01.820,16:40:01.690,0.26,0.235
LMOS,16:40:01.820,16:40:01.690,0.26,0.316
LMOS,16:44:30.460,16:44:30.490,0.23,0.146
LMOS,16:54:53.680,16:54:53.730,0.45,0.187
LMOS,16:54:53.680,16:54:53.730,0.45,0.372
LMOS,16:54:53.680,16:54:53.750,0.45,0.112
LMOS,16:54:53.680,16:54:53.750,0.45,0.615
LOD ,09:32:12.400,09:32:12.290,0.16,0.286
LOD ,09:32:12.400,09:32:12.320,0.16,0.558
LOD ,09:32:12.400,09:32:12.320,0.16,0.488
LOD ,09:32:12.400,09:32:12.320,0.16,0.513
LOD ,09:33:30.200,09:33:30.130,0.4,0.252
LOD ,09:33:30.200,09:33:30.170,0.4,0.425
LOD ,09:33:30.270,09:33:30.130,0.54,0.252
LOD ,09:33:30.270,09:33:30.170,0.54,0.425
LOD ,09:55:13.360,09:55:13.300,0.68,0.602
LOD ,09:55:13.360,09:55:13.300,0.68,0.585
LOD ,09:55:13.360,09:55:13.300,0.68,0.6
LOD ,09:55:13.360,09:55:13.300,0.68,0.575
MDUB,09:53:19.550,09:53:19.520,0.67,0.653
MDUB,09:53:19.550,09:53:19.520,0.67,0.666
MDUB,09:53:19.550,09:53:19.520,0.67,0.664
MDUB,09:53:19.550,09:53:19.520,0.67,0.664
MDUB,09:53:19.550,09:53:19.520,0.67,0.599
MERS,09:02:24.650,09:02:24.530,0.41,0.33
MERS,09:02:24.650,09:02:24.570,0.41,0.369
MERS,09:02:24.650,09:02:24.570,0.41,0.457
MERS,09:06:18.070,09:06:18.100,0.41,0.584
MERS,09:06:18.070,09:06:18.110,0.41,0.358
MLAZ,09:21:26.570,09:21:26.510,0.37,0.364
MLAZ,09:21:26.570,09:21:26.520,0.37,0.392
MLAZ,09:21:26.570,09:21:26.560,0.37,0.409
MLAZ,09:22:18.030,09:22:18.400,0.21,0.138
MLAZ,09:22:18.030,09:22:18.890,0.21,0.164
MLAZ,09:27:49.830,09:27:49.930,0.31,0.309
MLAZ,09:27:49.830,09:27:49.950,0.31,0.414
MLAZ,09:27:49.830,09:27:50.020,0.31,0.169
MLAZ,09:27:49.880,09:27:49.930,0.22,0.309
MLAZ,09:27:49.880,09:27:49.950,0.22,0.414
MLAZ,09:27:49.880,09:27:50.020,0.22,0.169
MLAZ,09:50:02.460,09:50:02.090,0.22,0.116
MRMT,14:27:16.320,14:27:16.280,0.71,0.106
MRMT,14:27:16.320,14:27:16.290,0.71,0.313
MRMT,14:27:16.320,14:27:16.290,0.71,0.389
MRMT,14:27:16.320,14:27:16.310,0.71,0.47
MRMT,18:44:01.280,18:44:01.270,0.71,0.235
MRMT,18:44:01.280,18:44:01.270,0.71,0.392
MRMT,18:44:01.280,18:44:01.270,0.71,0.515
MRMT,18:44:01.280,18:44:01.270,0.71,0.591
MRMT,18:47:53.360,18:47:53.500,0.26,0.12
MRMT,18:47:53.360,18:47:53.510,0.26,0.166
MRMT,18:47:53.360,18:47:53.510,0.26,0.182
MRMT,18:47:53.360,18:47:53.510,0.26,0.222
SARI,09:01:25.420,09:01:25.480,0.3,0.202
SARI,09:01:25.420,09:01:25.530,0.3,0.316
SARI,09:01:25.420,09:01:25.570,0.3,0.402
SARI,09:02:30.490,09:02:30.360,0.27,0.34
SARI,09:02:30.490,09:02:30.410,0.27,0.184
SARI,09:02:30.490,09:02:30.430,0.27,0.483
SARI,09:02:30.490,09:02:30.430,0.27,0.292
SARI,09:03:54.980,09:03:54.890,0.41,0.157
SARI,09:04:12.470,09:04:12.430,0.33,0.419
SARI,09:04:12.470,09:04:12.440,0.33,0.248
SARI,09:04:12.470,09:04:12.440,0.33,0.553
SARI,09:04:12.470,09:04:12.470,0.33,0.481
SARI,09:05:08.660,09:05:08.890,0.11,0.134
SARI,09:05:57.560,09:05:57.600,0.51,0.392
SARI,09:05:57.560,09:05:57.600,0.51,0.383
SARI,09:05:57.560,09:05:57.630,0.51,0.604
SARI,09:08:20.210,09:08:20.490,0.17,0.139
SARI,09:08:20.210,09:08:20.490,0.17,0.126
SARI,09:08:20.210,09:08:20.490,0.17,0.131
SARI,09:09:01.690,09:09:01.550,0.35,0.156
SARI,09:09:50.870,09:09:50.870,0.49,0.259
SARI,09:09:50.870,09:09:50.880,0.49,0.197
SARI,09:10:57.880,09:10:58.070,0.23,0.207
SARI,09:10:57.880,09:10:58.070,0.23,0.274
SARI,09:10:57.880,09:10:58.070,0.23,0.174
SARI,09:10:58.090,09:10:58.070,0.45,0.207
SARI,09:10:58.090,09:10:58.070,0.45,0.274
SARI,09:10:58.090,09:10:58.070,0.45,0.174
SARI,09:12:21.620,09:12:21.470,0.26,0.356
SARI,09:12:21.620,09:12:21.470,0.26,0.365
SARI,09:12:22.350,09:12:21.470,0.37,0.356
SARI,09:12:22.350,09:12:21.470,0.37,0.365
SARI,09:13:07.210,09:13:06.930,0.19,0.269
SARI,09:13:07.210,09:13:06.930,0.19,0.378
SARI,09:14:03.930,09:14:03.870,0.4,0.33
SARI,09:14:03.930,09:14:03.870,0.4,0.365
SARI,09:14:03.930,09:14:03.920,0.4,0.417
SARI,09:14:03.930,09:14:03.950,0.4,0.403
SARI,09:14:56.380,09:14:56.430,0.33,0.211
SARI,09:14:56.380,09:14:56.430,0.33,0.27
SARI,09:14:56.380,09:14:56.430,0.33,0.363
SARI,09:14:56.380,09:14:56.490,0.33,0.203
SARI,09:15:55.940,09:15:55.910,0.33,0.21
SARI,09:15:55.960,09:15:55.910,0.37,0.21
SARI,09:17:37.680,09:17:37.670,0.13,0.127
SARI,09:18:47.740,09:18:47.730,0.59,0.226
SARI,09:18:47.740,09:18:47.750,0.59,0.629
SARI,09:18:47.740,09:18:47.750,0.59,0.553
SARI,09:18:47.740,09:18:47.770,0.59,0.509
SARI,09:19:38.370,09:19:38.270,0.31,0.256
SARI,09:19:38.370,09:19:38.280,0.31,0.124
SARI,09:20:55.960,09:20:56.000,0.19,0.186
SARI,09:21:29.530,09:21:29.510,0.14,0.175
SARI,09:21:48.090,09:21:48.030,0.44,0.405
SARI,09:21:48.090,09:21:48.040,0.44,0.59
SARI,09:21:48.090,09:21:48.060,0.44,0.694
SARI,09:21:48.090,09:21:48.060,0.44,0.618
SARI,09:24:33.150,09:24:33.370,0.2,0.19
SARI,09:24:33.150,09:24:33.390,0.2,0.189
SARI,09:24:33.150,09:24:33.390,0.2,0.226
SARI,09:26:14.310,09:26:14.170,0.28,0.346
SARI,09:26:14.310,09:26:14.170,0.28,0.359
SARI,09:26:14.310,09:26:14.190,0.28,0.397
SARI,09:26:39.560,09:26:39.470,0.16,0.269
SARI,09:26:39.560,09:26:39.470,0.16,0.131
SARI,09:26:39.560,09:26:39.470,0.16,0.275
SARI,09:26:39.560,09:26:39.520,0.16,0.183
SARI,09:28:59.050,09:28:59.100,0.33,0.243
SARI,09:31:06.640,09:31:06.560,0.59,0.355
SARI,09:31:06.640,09:31:06.570,0.59,0.339
SARI,09:32:38.270,09:32:38.260,0.32,0.468
SARI,09:32:38.270,09:32:38.260,0.32,0.444
SARI,09:32:38.270,09:32:38.270,0.32,0.482
SARI,09:34:30.730,09:34:30.490,0.1,0.332
SARI,09:34:30.730,09:34:30.500,0.1,0.458
SARI,09:34:30.730,09:34:30.510,0.1,0.325
SARI,09:36:09.630,09:36:09.630,0.34,0.397
SARI,09:36:09.630,09:36:09.640,0.34,0.437
SARI,09:36:55.730,09:36:55.730,0.41,0.254
SARI,09:36:55.730,09:36:55.770,0.41,0.456
SARI,09:36:55.730,09:36:55.770,0.41,0.401
SARI,09:36:55.870,09:36:55.730,0.53,0.254
SARI,09:36:55.870,09:36:55.770,0.53,0.456
SARI,09:36:55.870,09:36:55.770,0.53,0.401
SARI,09:38:51.060,09:38:51.060,0.57,0.562
SARI,09:38:51.060,09:38:51.060,0.57,0.567
SARI,09:38:51.060,09:38:51.060,0.57,0.673
SARI,09:39:19.790,09:39:19.670,0.22,0.163
SARI,09:39:19.790,09:39:19.690,0.22,0.12
SARI,09:39:19.790,09:39:19.690,0.22,0.13
SARI,09:42:23.470,09:42:22.800,0.24,0.147
SARI,09:42:38.270,09:42:38.670,0.13,0.272
SARI,09:42:38.270,09:42:38.670,0.13,0.263
SARI,09:42:38.270,09:42:38.670,0.13,0.276
SARI,09:45:59.990,09:46:00.030,0.41,0.317
SARI,09:45:59.990,09:46:00.030,0.41,0.255
SARI,09:45:59.990,09:46:00.060,0.41,0.399
SARI,09:48:53.600,09:48:53.560,0.64,0.762
SARI,09:48:53.600,09:48:53.560,0.64,0.675
SARI,09:48:53.600,09:48:53.560,0.64,0.585
SARI,09:48:53.600,09:48:53.560,0.64,0.597
SARI,09:48:53.600,09:48:53.620,0.64,0.157
SARI,09:48:53.620,09:48:53.560,0.56,0.762
SARI,09:48:53.620,09:48:53.560,0.56,0.675
SARI,09:48:53.620,09:48:53.560,0.56,0.585
SARI,09:48:53.620,09:48:53.560,0.56,0.597
SARI,09:48:53.620,09:48:53.620,0.56,0.157
SARI,09:52:35.590,09:52:35.600,0.35,0.179
SARI,09:52:35.590,09:52:35.600,0.35,0.183
SARI,09:53:47.120,09:53:47.090,0.23,0.122
SARI,09:53:47.120,09:53:47.120,0.23,0.422
SARI,09:53:47.120,09:53:47.120,0.23,0.517
SARI,09:53:47.250,09:53:47.090,0.18,0.122
SARI,09:53:47.250,09:53:47.120,0.18,0.422
SARI,09:53:47.250,09:53:47.120,0.18,0.517
SARI,09:55:09.700,09:55:09.610,0.44,0.729
SARI,09:55:09.700,09:55:09.630,0.44,0.424
SARI,09:55:57.600,09:55:57.600,0.52,0.484
SARI,09:55:57.600,09:55:57.630,0.52,0.519
SARI,09:55:57.600,09:55:57.630,0.52,0.133
SARI,09:55:57.600,09:55:57.630,0.52,0.513
SARI,09:55:57.600,09:55:57.640,0.52,0.236
SARI,09:55:57.610,09:55:57.600,0.34,0.484
SARI,09:55:57.610,09:55:57.630,0.34,0.519
SARI,09:55:57.610,09:55:57.630,0.34,0.133
SARI,09:55:57.610,09:55:57.630,0.34,0.513
SARI,09:55:57.610,09:55:57.640,0.34,0.236
SARI,09:58:03.030,09:58:03.050,0.36,0.156
SARI,09:58:03.030,09:58:03.060,0.36,0.527
SARI,09:58:03.030,09:58:03.060,0.36,0.522
SARI,09:58:03.030,09:58:03.070,0.36,0.315
SARI,09:58:03.070,09:58:03.050,0.22,0.156
SARI,09:58:03.070,09:58:03.060,0.22,0.527
SARI,09:58:03.070,09:58:03.060,0.22,0.522
SARI,09:58:03.070,09:58:03.070,0.22,0.315
SARI,09:59:11.990,09:59:11.930,0.22,0.185
SARI,09:59:11.990,09:59:11.930,0.22,0.147
SARI,09:59:11.990,09:59:11.950,0.22,0.154
SAUV,09:37:50.590,09:37:50.550,0.72,0.423
SAUV,09:37:50.590,09:37:50.550,0.72,0.448
SAUV,09:37:50.590,09:37:50.590,0.72,0.308
SAUV,09:43:52.390,09:43:51.890,0.14,0.252
SAUV,09:53:23.400,09:53:23.330,0.52,0.518
SAUV,09:53:23.400,09:53:23.330,0.52,0.277
SAUV,09:53:23.400,09:53:23.350,0.52,0.629
SAUV,09:53:23.400,09:53:23.350,0.52,0.576
SDAG,00:07:01.010,00:07:00.090,0.1,0.105
SDAG,00:07:33.780,00:07:33.690,0.41,0.164
SDAG,00:09:20.540,00:09:20.530,0.58,0.24
SDAG,00:09:20.540,00:09:20.550,0.58,0.45
SDAG,00:17:19.150,00:17:19.230,0.36,0.436
SDAG,00:17:19.150,00:17:19.270,0.36,0.247
SDAG,00:26:57.820,00:26:57.770,0.34,0.135
SDAG,00:26:57.820,00:26:57.770,0.34,0.508
SDAG,00:27:30.040,00:27:30.190,0.2,0.437
SDAG,00:27:30.040,00:27:30.200,0.2,0.605
SDAG,00:27:30.140,00:27:30.190,0.4,0.437
SDAG,00:27:30.140,00:27:30.200,0.4,0.605
SDAG,00:48:49.740,00:48:49.750,0.62,0.476
SDAG,00:48:49.740,00:48:49.750,0.62,0.603
SDAG,00:48:49.740,00:48:49.750,0.62,0.557
SDAG,00:51:56.140,00:51:56.130,0.62,0.121
SDAG,00:51:56.140,00:51:56.130,0.62,0.263
SDAG,00:51:56.140,00:51:56.150,0.62,0.506
SDAG,00:51:56.140,00:51:56.150,0.62,0.426
SDAG,00:51:56.160,00:51:56.130,0.71,0.121
SDAG,00:51:56.160,00:51:56.130,0.71,0.263
SDAG,00:51:56.160,00:51:56.150,0.71,0.506
SDAG,00:51:56.160,00:51:56.150,0.71,0.426
SDAG,00:54:39.950,00:54:40.120,0.34,0.159
SDAG,00:57:57.890,00:57:57.870,0.62,0.526
SDAG,00:57:57.890,00:57:57.890,0.62,0.212
SDAG,00:57:57.890,00:57:57.910,0.62,0.422
SDAG,00:58:14.690,00:58:14.530,0.34,0.106
SDAG,00:59:26.550,00:59:26.530,0.45,0.108
SDAG,09:06:43.290,09:06:43.090,0.39,0.263
SDAG,09:06:43.290,09:06:43.090,0.39,0.255
SDAG,09:06:43.290,09:06:43.110,0.39,0.369
SDAG,09:06:43.290,09:06:43.120,0.39,0.514
SDAG,09:11:28.600,09:11:28.550,0.58,0.276
SDAG,09:11:28.600,09:11:28.570,0.58,0.474
SDAG,09:14:54.170,09:14:54.130,0.38,0.238
SDAG,09:25:08.990,09:25:09.090,0.17,0.129
SDAG,09:25:08.990,09:25:09.090,0.17,0.149
SDAG,09:30:55.490,09:30:55.470,0.56,0.112
SDAG,09:33:48.250,09:33:48.270,0.41,0.136
SDAG,09:33:48.250,09:33:48.270,0.41,0.179
SDAG,09:37:36.430,09:37:36.490,0.2,0.292
SDAG,09:37:36.430,09:37:36.490,0.2,0.556
SDAG,09:45:56.890,09:45:57.070,0.26,0.127
SDAG,09:48:19.040,09:48:18.930,0.41,0.144
SDAG,09:48:19.040,09:48:18.930,0.41,0.183
SDAG,09:49:12.250,09:49:12.270,0.53,0.114
SDAG,09:53:49.890,09:53:50.000,0.32,0.103
SDAG,11:10:26.140,11:10:26.130,0.82,0.665
SDAG,11:10:26.140,11:10:26.130,0.82,0.687
SDAG,11:10:26.140,11:10:26.130,0.82,0.698
SDAG,11:10:26.140,11:10:26.150,0.82,0.773
SDAG,11:29:26.960,11:29:26.890,0.27,0.285
SDAG,11:29:26.960,11:29:26.920,0.27,0.549
SDAG,11:29:26.960,11:29:26.930,0.27,0.257
SDAG,11:31:03.520,11:31:03.520,0.67,0.486
SDAG,11:31:03.520,11:31:03.520,0.67,0.517
SDAG,11:31:03.520,11:31:03.520,0.67,0.503
SDAG,11:31:03.520,11:31:03.520,0.67,0.513
SDAG,11:31:03.520,11:31:03.520,0.67,0.173
SDAG,11:38:33.800,11:38:33.470,0.35,0.226
SDAG,11:47:14.110,11:47:14.130,0.55,0.252
SDAG,11:47:14.110,11:47:14.130,0.55,0.349
SDAG,11:53:11.510,11:53:11.410,0.41,0.267
SDAG,11:53:11.510,11:53:11.410,0.41,0.252
SDAG,11:53:11.510,11:53:11.440,0.41,0.357
SDAG,11:56:26.850,11:56:26.830,0.11,0.211
SDAG,11:56:26.850,11:56:26.830,0.11,0.368
SDAG,11:56:26.850,11:56:26.830,0.11,0.359
SDAG,11:56:26.850,11:56:26.830,0.11,0.385
SDAG,13:09:25.870,13:09:25.950,0.19,0.128
SDAG,13:13:09.620,13:13:09.530,0.4,0.178
SDAG,13:18:56.910,13:18:56.830,0.13,0.137
SDAG,14:22:23.360,14:22:23.350,0.7,0.68
SDAG,14:22:23.360,14:22:23.350,0.7,0.61
SDAG,14:22:23.360,14:22:23.370,0.7,0.751
SDAG,14:22:23.360,14:22:23.370,0.7,0.772
SDAG,14:32:30.390,14:32:30.370,0.71,0.674
SDAG,14:32:30.390,14:32:30.390,0.71,0.631
SDAG,14:32:30.390,14:32:30.390,0.71,0.664
SDAG,14:32:30.390,14:32:30.390,0.71,0.598
SDAG,14:49:42.030,14:49:42.070,0.22,0.113
SDAG,16:07:15.260,16:07:15.270,0.59,0.241
SDAG,16:09:49.020,16:09:48.990,0.76,0.76
SDAG,16:09:49.020,16:09:48.990,0.76,0.754
SDAG,16:09:49.020,16:09:49.000,0.76,0.778
SDAG,16:09:49.020,16:09:49.000,0.76,0.787
SDAG,16:28:02.880,16:28:03.290,0.2,0.133
SDAG,16:28:02.880,16:28:03.290,0.2,0.177
SDAG,16:33:43.930,16:33:43.960,0.22,0.198
SENK,09:17:12.660,09:17:12.750,0.16,0.284
SENK,09:17:12.660,09:17:12.750,0.16,0.291
SENK,09:17:12.660,09:17:12.830,0.16,0.206
SENK,09:36:31.490,09:36:31.490,0.66,0.1
SENK,09:49:37.840,09:49:37.600,0.28,0.288
SENK,09:49:37.840,09:49:38.000,0.28,0.462
SENK,09:49:37.840,09:49:38.020,0.28,0.439
SENK,09:49:37.840,09:49:38.020,0.28,0.457
SHUT,01:28:15.540,01:28:15.560,0.75,0.782
SHUT,01:28:15.540,01:28:15.560,0.75,0.771
SHUT,01:28:15.540,01:28:15.560,0.75,0.796
SHUT,01:28:15.540,01:28:15.560,0.75,0.793
SHUT,01:29:43.560,01:29:43.690,0.15,0.113
SHUT,09:06:44.550,09:06:44.570,0.41,0.504
SHUT,09:06:44.550,09:06:44.570,0.41,0.485
SHUT,09:06:44.550,09:06:44.570,0.41,0.505
SHUT,09:06:44.550,09:06:44.570,0.41,0.281
SHUT,09:06:44.550,09:06:44.570,0.41,0.483
SILT,08:32:33.440,08:32:33.550,0.27,0.26
SILT,08:32:33.440,08:32:33.550,0.27,0.268
SILT,08:32:33.440,08:32:33.550,0.27,0.314
SILT,08:32:33.610,08:32:33.550,0.32,0.26
SILT,08:32:33.610,08:32:33.550,0.32,0.268
SILT,08:32:33.610,08:32:33.550,0.32,0.314
SIMA,02:24:56.030,02:24:56.030,0.52,0.196
SIMA,02:24:56.030,02:24:56.030,0.52,0.435
SIMA,09:25:21.480,09:25:21.730,0.14,0.162
SVSK,01:27:40.570,01:27:40.320,0.15,0.458
SVSK,01:29:05.420,01:29:05.330,0.15,0.313
SVSK,01:29:05.420,01:29:05.360,0.15,0.399
SVSK,01:29:05.420,01:29:05.370,0.15,0.451
SVSK,01:34:51.090,01:34:51.090,0.41,0.384
SVSK,01:34:51.090,01:34:51.120,0.41,0.387
SVSK,01:34:51.090,01:34:51.120,0.41,0.484
SVSK,01:34:51.090,01:34:51.210,0.41,0.135
SVSK,01:38:00.120,01:38:00.030,0.32,0.76
SVSK,01:38:00.120,01:38:00.030,0.32,0.389
SVSK,01:38:00.120,01:38:00.030,0.32,0.154
SVSK,01:39:49.260,01:39:48.730,0.1,0.234
SVSK,01:40:26.800,01:40:26.800,0.64,0.136
SVSK,01:40:26.800,01:40:26.820,0.64,0.36
SVSK,01:43:15.150,01:43:15.040,0.3,0.133
SVSK,01:48:50.840,01:48:50.730,0.32,0.15
SVSK,01:49:22.870,01:49:22.870,0.56,0.702
SVSK,01:49:22.870,01:49:22.880,0.56,0.63
SVSK,01:51:16.740,01:51:16.890,0.26,0.509
